Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;MX4002;2021-10-10;00:00;0857865;MONTAIGU-VENDEE BOUFFERE VOLLEY-BALL;0449605;ST NAZAIRE VB ATLANTIQUE; 0/2;13-25,12-25;25-50;GYMNASE LIBERGE;BOUIN AMANDINE;;;
ACJEUNES;01;MX4003;2021-10-10;00:00;0442477;AILES SP BOUGUENAIS REZE;0449605;ST NAZAIRE VB ATLANTIQUE; 0/2;21-25,19-25;40-50;GYMNASE LIBERGE;BOUIN AMANDINE;;;
ACJEUNES;01;MX5001;2021-10-10;11:00;0177925;LA ROCHELLE VOLLEY BALL;0334980;UNION SPORTIVE TALENCAISE; 2/0;25-19,25-18;50-37;GYMNASE DES PARCS;MAYNIER DOMINIQUE;MACOMBE PIERRE;;
ACJEUNES;01;MX5002;2021-10-10;00:00;0334980;UNION SPORTIVE TALENCAISE;0496228;ATHLETIQUE CLUB LONGUEEN; 0/2;15-25,19-25;34-50;GYMNASE DES PARCS;MACOMBE PIERRE;MAYNIER DOMINIQUE;;
ACJEUNES;01;MX5003;2021-10-10;00:00;0177925;LA ROCHELLE VOLLEY BALL;0496228;ATHLETIQUE CLUB LONGUEEN; 1/2;25-16,23-25,12-15;60-56;GYMNASE DES PARCS;MACOMBE PIERRE;MAYNIER DOMINIQUE;;
ACJEUNES;01;MX6001;2021-10-10;11:00;0646282;MJC LES FLEURS DE PAU;0645951;VOLLEY BALL DU LUY DE BEARN; 0/2;3-25,1-25;4-50;LES ANGLAIS;GRAEFF PHILIPPE;MILOUDI FANNY;;
ACJEUNES;01;MX6002;2021-10-10;00:00;0645951;VOLLEY BALL DU LUY DE BEARN;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 2/1;25-14,23-25,15-13;63-52;LES ANGLAIS;MILOUDI FANNY;GRAEFF PHILIPPE;;
ACJEUNES;01;MX6003;2021-10-10;00:00;0646282;MJC LES FLEURS DE PAU;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 0/2;13-25,12-25;25-50;LES ANGLAIS;GRAEFF PHILIPPE;MILOUDI FANNY;;
ACJEUNES;01;MX7001;2021-10-10;11:00;0862447;STADE POITEVIN VOLLEY BEACH;0868442;VOUILLE VOLLEY BALL; 2/0;25-17,25-6;50-23;LAWSON BODY;PINOGES GUY;MAUPIOUX EWEN;;
ACJEUNES;01;MX7002;2021-10-10;00:00;0868442;VOUILLE VOLLEY BALL;0858891;LA ROCHE/YON VOLLEY-BALL; 1/2;13-25,26-24,5-15;44-64;LAWSON BODY;PINOGES GUY;MAUPIOUX EWEN;;
ACJEUNES;01;MX7003;2021-10-10;00:00;0862447;STADE POITEVIN VOLLEY BEACH;0858891;LA ROCHE/YON VOLLEY-BALL; 0/2;11-25,21-25;32-50;LAWSON BODY;MAUPIOUX EWEN;PINOGES GUY;;
ACJEUNES;01;MX8001;2021-10-10;11:00;0330014;J.S.A. BORDEAUX;0336361;AV GARDE J D ARC CAUDERAN; 2/0;25-19,25-18;50-37;SALLE MAITRE JEAN;DRISSI MANIANI EL-MEHDI;CLAVIER ARNAUD;;
ACJEUNES;01;MX8002;2021-10-10;00:00;0336361;AV GARDE J D ARC CAUDERAN;0198049;C.A. BRIVE/CORREZE VOLLEY; 2/0;25-17,25-12;50-29;SALLE MAITRE JEAN;DRISSI MANIANI EL-MEHDI;CLAVIER ARNAUD;;
ACJEUNES;01;MX8003;2021-10-10;00:00;0330014;J.S.A. BORDEAUX;0198049;C.A. BRIVE/CORREZE VOLLEY; 2/1;25-17,20-25,15-10;60-52;SALLE MAITRE JEAN;CLAVIER ARNAUD;DRISSI MANIANI EL-MEHDI;;
