Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;06;BMA016;2022-03-06;11:00;0449605;ST NAZAIRE VB ATLANTIQUE;0788680;AS. SP DE SARTROUVILLE; 0/2;21-25,15-25;36-50;COUBERTIN;MOKAHLI ESSABAG ABDELHAMID;;;
ACJEUNES;06;BMA017;2022-03-06;00:00;0788680;AS. SP DE SARTROUVILLE;0595712;VOLLEY CLUB SAINT POLOIS; 2/0;25-18,25-21;50-39;COUBERTIN;MOKAHLI ESSABAG ABDELHAMID;;;
ACJEUNES;06;BMA018;2022-03-06;00:00;0449605;ST NAZAIRE VB ATLANTIQUE;0595712;VOLLEY CLUB SAINT POLOIS; 1/2;25-17,16-25,10-15;51-57;COUBERTIN;MOKAHLI ESSABAG ABDELHAMID;;;
ACJEUNES;06;BMB016;2022-03-06;11:00;0757777;PUC VOLLEY-BALL;0784696;AS VOLLEY-BALL VELIZY; 0/2;26-28,28-30;54-58;KELLERMANN;BABIN JULIEN;;;
ACJEUNES;06;BMB017;2022-03-06;00:00;0784696;AS VOLLEY-BALL VELIZY;0066927;NICE VOLLEY-BALL; 2/1;22-25,25-18,17-15;64-58;KELLERMANN;BABIN JULIEN;;;
ACJEUNES;06;BMB018;2022-03-06;00:00;0757777;PUC VOLLEY-BALL;0066927;NICE VOLLEY-BALL; 2/0;25-21,25-23;50-44;KELLERMANN;BABIN JULIEN;;;
ACJEUNES;06;BMC016;2022-03-06;11:00;0353652;C.P.B. RENNES 35;0912770;ASV - ARTS ET SPORTS A VILLEBON; 0/2;21-25,13-25;34-50;GYMNASE CDT BOUGOUIN;MALLET NADEGE;;;
ACJEUNES;06;BMC017;2022-03-06;00:00;0912770;ASV - ARTS ET SPORTS A VILLEBON;0622126;HARNES VOLLEY-BALL; 2/0;25-16,25-18;50-34;GYMNASE CDT BOUGOUIN;MALLET NADEGE;;;
ACJEUNES;06;BMC018;2022-03-06;00:00;0353652;C.P.B. RENNES 35;0622126;HARNES VOLLEY-BALL; 2/1;28-26,7-25,15-12;50-63;GYMNASE CDT BOUGOUIN;MALLET NADEGE;;;
ACJEUNES;06;BMD016;2022-03-06;11:00;0946784;VINCENNES VOLLEY CLUB;0668034;VOLLEY BALL ST ESTEVE; 2/0;25-19,25-18;50-37;CENTRE SPORTIF G. POMPIDOU;CHAMBRUN ANAIS;;;
ACJEUNES;06;BMD017;2022-03-06;00:00;0668034;VOLLEY BALL ST ESTEVE;0060036;PAYS DE GRASSE VOLLEY-BALL; 0/2;21-25,24-26;45-51;CENTRE SPORTIF G. POMPIDOU;CHAMBRUN ANAIS;;;
ACJEUNES;06;BMD018;2022-03-06;00:00;0946784;VINCENNES VOLLEY CLUB;0060036;PAYS DE GRASSE VOLLEY-BALL; 0/2;21-25,23-25;44-50;CENTRE SPORTIF G. POMPIDOU;CHAMBRUN ANAIS;;;
ACJEUNES;06;BME016;2022-03-06;11:00;0628128;LOISIRS INTER SPORT ST PIERRE;0921672;SAINT-CLOUD PARIS SF; 1/2;25-18,23-25,11-15;59-58;SALLE QUINET;ELOY GUILLAUME;;;
ACJEUNES;06;BME017;2022-03-06;00:00;0921672;SAINT-CLOUD PARIS SF;0696380;AS CALUIRE ET CUIRE; 2/0;25-13,25-15;50-28;SALLE QUINET;ELOY GUILLAUME;;;
ACJEUNES;06;BME018;2022-03-06;00:00;0628128;LOISIRS INTER SPORT ST PIERRE;0696380;AS CALUIRE ET CUIRE; 2/1;21-25,25-19,15-7;61-51;SALLE QUINET;ELOY GUILLAUME;;;
ACJEUNES;06;BMF016;2022-03-06;10:30;0923631;CHAVILLE-SEVRES VOLLEY-BALL;0842425;U.S. PONTET VOLLEY AVENIR; 0/2;14-25,23-25;37-50;HALIMI;PARISOT PIERRE;;;
ACJEUNES;06;BMF017;2022-03-06;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0345002;ASBAM MONTPELLIER; 2/1;22-25,25-23,15-9;62-57;HALIMI;PARISOT PIERRE;;;
ACJEUNES;06;BMF018;2022-03-06;00:00;0923631;CHAVILLE-SEVRES VOLLEY-BALL;0345002;ASBAM MONTPELLIER; 0/2;16-25,12-25;28-50;HALIMI;PARISOT PIERRE;;;
ACJEUNES;06;BMG016;2022-03-06;11:00;0640001;LESCAR PROMOTION VOLLEY-BALL;0307732;NIMES VOLLEY-BALL; 1/2;17-25,25-22,7-15;49-62;PAUL FORT;REY DOMINIQUE;;;
ACJEUNES;06;BMG017;2022-03-06;00:00;0307732;NIMES VOLLEY-BALL;0836296;DRAGUIGNAN UNION CLUB VAR VB; 2/0;25-18,25-19;50-37;PAUL FORT;REY DOMINIQUE;;;
ACJEUNES;06;BMG018;2022-03-06;00:00;0640001;LESCAR PROMOTION VOLLEY-BALL;0836296;DRAGUIGNAN UNION CLUB VAR VB; 0/2;14-25,17-25;31-50;PAUL FORT;REY DOMINIQUE;;;
