Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;05;MMA013;2024-01-28;11:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0442477;AILES SP BOUGUENAIS REZE; 0/2;9-25,16-25;25-50;GYMNASE ZODIAC;BRANDELON DOMINIQUE;BARRABÈS ARNO;
ACJEUNES;05;MMA014;2024-01-28;00:00;0442477;AILES SP BOUGUENAIS REZE;0307732;NIMES VOLLEY-BALL; 2/1;25-18,19-25,15-7;59-50;GYMNASE ZODIAC;BARRABÈS ARNO;BRANDELON DOMINIQUE;
ACJEUNES;05;MMA015;2024-01-28;00:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0307732;NIMES VOLLEY-BALL; 0/2;13-25,19-25;32-50;GYMNASE ZODIAC;BRANDELON DOMINIQUE;BARRABÈS ARNO;
ACJEUNES;05;MMB013;2024-01-28;11:00;0668467;PERPIGNAN ROUSSILLON V.B;0345002;ASBAM MONTPELLIER; 0/2;15-25,12-25;27-50;GYMNASE MARCEL PAGNOL;BONNET DAVID;NADAL MATEO;
ACJEUNES;05;MMB014;2024-01-28;00:00;0345002;ASBAM MONTPELLIER;0640001;LESCAR PROMOTION VOLLEY-BALL; 2/0;25-13,25-8;50-21;GYMNASE MARCEL PAGNOL;NADAL MATEO;BONNET DAVID;
ACJEUNES;05;MMB015;2024-01-28;00:00;0668467;PERPIGNAN ROUSSILLON V.B;0640001;LESCAR PROMOTION VOLLEY-BALL; 2/1;23-25,25-19,17-15;65-59;GYMNASE MARCEL PAGNOL;BONNET DAVID;NADAL MATEO;
ACJEUNES;05;MMC013;2024-01-28;11:00;0343330;ARAGO DE SETE VOLLEY-BALL;0066927;NICE VOLLEY-BALL; 2/1;23-25,25-12,15-13;63-50;HALLE LOUIS MARTY;BERNARD JACK-NICOLAS;KRELIFA BRAHIM;
ACJEUNES;05;MMC014;2024-01-28;00:00;0066927;NICE VOLLEY-BALL;0922431;ACBB; 2/0;25-11,25-15;50-26;HALLE LOUIS MARTY;BERNARD JACK-NICOLAS;KRELIFA BRAHIM;
ACJEUNES;05;MMC015;2024-01-28;00:00;0343330;ARAGO DE SETE VOLLEY-BALL;0922431;ACBB; 2/0;25-11,25-22;50-33;HALLE LOUIS MARTY;KRELIFA BRAHIM;BERNARD JACK-NICOLAS;
ACJEUNES;05;MMD013;2024-01-28;11:00;0842425;U.S. PONTET VOLLEY AVENIR;0114939;NARBONNE VOLLEY; 0/2;19-25,23-25;42-50;LA GRAVIERE;TOSIN MICHEL;NYABEYE JEAN-JUNIOR;
ACJEUNES;05;MMD014;2024-01-28;00:00;0114939;NARBONNE VOLLEY;0696380;AS CALUIRE ET CUIRE; 2/0;25-21,25-22;50-43;LA GRAVIERE;NYABEYE JEAN-JUNIOR;TOSIN MICHEL;
ACJEUNES;05;MMD015;2024-01-28;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0696380;AS CALUIRE ET CUIRE; 2/0;25-23,25-19;50-42;LA GRAVIERE;TOSIN MICHEL;NYABEYE JEAN-JUNIOR;
ACJEUNES;05;MME013;2024-01-28;11:00;0132346;MARIGNANE VOLLEY-BALL;0060007;AS CANNES VOLLEY-BALL; 2/0;25-19,26-24;51-43;CARESTIER;HADID MARIE-CHRISTINE;DAILLAN MAEVA;
ACJEUNES;05;MME014;2024-01-28;00:00;0060007;AS CANNES VOLLEY-BALL;0695668;VOLLEY BRON @ LYON LUMIERE; 1/2;25-22,23-25,13-15;61-62;CARESTIER;HADID MARIE-CHRISTINE;DAILLAN MAEVA;
ACJEUNES;05;MME015;2024-01-28;00:00;0132346;MARIGNANE VOLLEY-BALL;0695668;VOLLEY BRON @ LYON LUMIERE; 2/1;25-13,18-25,15-13;58-51;CARESTIER;DAILLAN MAEVA;HADID MARIE-CHRISTINE;
ACJEUNES;05;MMF013;2024-01-28;11:00;0590036;VOLLEY CLUB DE VALENCIENNES;0929372;PLESSIS-ROBINSON VOLLEY-BALL; 1/2;23-25,25-12,9-15;57-52;SALLE DU HAINAUT;CABY AURELIEN;DE PARMENTIER JEAN-CLAUDE;
ACJEUNES;05;MMF014;2024-01-28;00:00;0929372;PLESSIS-ROBINSON VOLLEY-BALL;0761503;MAROMME CANTELEU VOLLEY 76; 2/0;25-20,25-21;50-41;SALLE DU HAINAUT;DE PARMENTIER JEAN-CLAUDE;CABY AURELIEN;
ACJEUNES;05;MMF015;2024-01-28;00:00;0590036;VOLLEY CLUB DE VALENCIENNES;0761503;MAROMME CANTELEU VOLLEY 76; 2/0;25-23,25-21;50-44;SALLE DU HAINAUT;CABY AURELIEN;DE PARMENTIER JEAN-CLAUDE;
ACJEUNES;05;MMG013;2024-01-28;11:00;0912762;VOLLEY-BALL DE MILLY LA FORET;0784696;AS VOLLEY-BALL VELIZY; 2/1;25-20,20-25,15-9;60-54;SALLE POLYVALENTE;OCTAVIE LUDIVINE;PRAUD FREDERIC;
ACJEUNES;05;MMG014;2024-01-28;00:00;0784696;AS VOLLEY-BALL VELIZY;0544386;UNION SPORTIVE DU JARNISY; 2/0;25-18,25-19;50-37;SALLE POLYVALENTE;OCTAVIE LUDIVINE;PRAUD FREDERIC;
ACJEUNES;05;MMG015;2024-01-28;00:00;0912762;VOLLEY-BALL DE MILLY LA FORET;0544386;UNION SPORTIVE DU JARNISY; 2/1;25-22,17-25,15-13;57-60;SALLE POLYVALENTE;PRAUD FREDERIC;OCTAVIE LUDIVINE;
ACJEUNES;05;MMH013;2024-01-28;11:00;0788680;AS. SP DE SARTROUVILLE;0564003;VANNES VOLLEY 56; 2/0;25-6,25-21;50-27;CARNOT;FERNANDES LUCY;BARAN YUSUF;
ACJEUNES;05;MMH014;2024-01-28;00:00;0564003;VANNES VOLLEY 56;0686394;VBC KINGERSHEIM; 2/0;25-18,25-22;50-40;CARNOT;FERNANDES LUCY;BARAN YUSUF;
ACJEUNES;05;MMH015;2024-01-28;00:00;0788680;AS. SP DE SARTROUVILLE;0686394;VBC KINGERSHEIM; 2/0;25-12,25-16;50-28;CARNOT;BARAN YUSUF;FERNANDES LUCY;
ACJEUNES;05;MMI013;2024-01-28;11:00;0757777;PUC VOLLEY-BALL;0595712;VOLLEY CLUB SAINT POLOIS; 2/0;25-15,25-10;50-25;CHARPY;BRUDEY JEAN-FRANCOIS;;
ACJEUNES;05;MMI014;2024-01-28;00:00;0595712;VOLLEY CLUB SAINT POLOIS;0836296;DRAGUIGNAN UNION CLUB VAR VB; 2/1;18-25,25-17,15-10;58-52;CHARPY;BRUDEY JEAN-FRANCOIS;;
ACJEUNES;05;MMI015;2024-01-28;00:00;0757777;PUC VOLLEY-BALL;0836296;DRAGUIGNAN UNION CLUB VAR VB; 2/1;25-18,21-25,15-13;61-56;CHARPY;BRUDEY JEAN-FRANCOIS;;
ACJEUNES;05;MMJ013;2024-01-28;11:00;0912770;ASV - ARTS ET SPORTS A VILLEBON;0927953;ASNIERES VOLLEY 92; 0/2;17-25,23-25;40-50;COMPLEXE SAINT-EXUPERY;MARTUCCIELLO MICHEL;MAREAU JAD;
ACJEUNES;05;MMJ014;2024-01-28;00:00;0927953;ASNIERES VOLLEY 92;0628128;LOISIRS INTER SPORT ST PIERRE; 0/2;17-25,23-25;40-50;COMPLEXE SAINT-EXUPERY;MAREAU JAD;MARTUCCIELLO MICHEL;
ACJEUNES;05;MMJ015;2024-01-28;00:00;0912770;ASV - ARTS ET SPORTS A VILLEBON;0628128;LOISIRS INTER SPORT ST PIERRE; 0/2;22-25,22-25;44-50;COMPLEXE SAINT-EXUPERY;MARTUCCIELLO MICHEL;MAREAU JAD;
ACJEUNES;05;MMK013;2024-01-28;11:00;0374861;TOURS VOLLEY-BALL;0353652;C.P.B. RENNES 35; 2/0;25-21,25-19;50-40;SALLE DANTON;PERCEVIC DRAGAN;;
ACJEUNES;05;MMK014;2024-01-28;00:00;0353652;C.P.B. RENNES 35;0921672;SAINT-CLOUD PARIS SF; 0/2;13-25,20-25;33-50;SALLE DANTON;PERCEVIC DRAGAN;;
ACJEUNES;05;MMK015;2024-01-28;00:00;0374861;TOURS VOLLEY-BALL;0921672;SAINT-CLOUD PARIS SF; 0/2;19-25,21-25;40-50;SALLE DANTON;PERCEVIC DRAGAN;;
ACJEUNES;05;MML013;2024-01-28;11:00;0534442;ASPTT LAVAL;0449605;ST NAZAIRE VB ATLANTIQUE; 0/2;18-25,12-25;30-50;GYMNASE JULES RENARD;VAUVERT ALICE;PLESSIS LÉANDRE;
ACJEUNES;05;MML014;2024-01-28;00:00;0449605;ST NAZAIRE VB ATLANTIQUE;0946784;VINCENNES VOLLEY CLUB; 1/2;13-25,30-28,12-15;55-68;GYMNASE JULES RENARD;PLESSIS LÉANDRE;VAUVERT ALICE;
ACJEUNES;05;MML015;2024-01-28;00:00;0534442;ASPTT LAVAL;0946784;VINCENNES VOLLEY CLUB; 0/2;26-28,22-25;48-53;GYMNASE JULES RENARD;VAUVERT ALICE;PLESSIS LÉANDRE;
