Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;02;CMA004;2023-11-12;11:00;0063347;PAYS DE FAYENCE VOLLEY-BALL;0060007;AS CANNES VOLLEY-BALL; 0/2;14-25,12-25;26-50;GYMNASE OMNISPORTS MONTAUROUX;RUBIN THOMAS;PISANO LORENZO;;
ACJEUNES;02;CMA005;2023-11-12;00:00;0060007;AS CANNES VOLLEY-BALL;0066927;NICE VOLLEY-BALL; 2/0;25-14,25-14;50-28;GYMNASE OMNISPORTS MONTAUROUX;PISANO LORENZO;RUBIN THOMAS;;
ACJEUNES;02;CMA006;2023-11-12;00:00;0063347;PAYS DE FAYENCE VOLLEY-BALL;0066927;NICE VOLLEY-BALL; 0/2;10-25,9-25;19-50;GYMNASE OMNISPORTS MONTAUROUX;RUBIN THOMAS;PISANO LORENZO;;
ACJEUNES;02;CMB004;2023-11-12;09:30;0060050;PHENIX MARITIMUM VOLLEY;0067689;US CAGNES VOLLEY-BALL; 0/2;19-25,22-25;41-50;COLLÈGE CÉSARS;CHAMOT DAMIEN;HANOTEL LEO;;
ACJEUNES;02;CMB005;2023-11-12;00:00;0067689;US CAGNES VOLLEY-BALL;0839557;FREJUS VAR VOLLEY; 0/2;7-25,19-25;26-50;COLLÈGE CÉSARS;HANOTEL LEO;CHAMOT DAMIEN;;
ACJEUNES;02;CMB006;2023-11-12;00:00;0060050;PHENIX MARITIMUM VOLLEY;0839557;FREJUS VAR VOLLEY; 0/2;12-25,10-25;22-50;COLLÈGE CÉSARS;HANOTEL LEO;CHAMOT DAMIEN;;
ACJEUNES;02;CMC004;2023-11-12;11:00;0833350;VOLLEY PRADETAN GARDEEN;0060008;MANDELIEU LA NAPOULE V.B.; 2/1;25-21,17-25,15-4;57-50;JACQUES TROIN;LEQUINT MAXIME;PIRONNEAU ERIC;;
ACJEUNES;02;CMC005;2023-11-12;00:00;0060008;MANDELIEU LA NAPOULE V.B.;0060036;PAYS DE GRASSE VOLLEY-BALL; 2/0;25-15,25-20;50-35;JACQUES TROIN;LEQUINT MAXIME;PIRONNEAU ERIC;;
ACJEUNES;02;CMC006;2023-11-12;00:00;0833350;VOLLEY PRADETAN GARDEEN;0060036;PAYS DE GRASSE VOLLEY-BALL; 2/0;25-17,25-19;50-36;JACQUES TROIN;PIRONNEAU ERIC;LEQUINT MAXIME;;
ACJEUNES;02;CMD004;2023-11-12;11:00;0044309;ENT PROVEN DIGNE/MANOSQUE V.B.;0132346;MARIGNANE VOLLEY-BALL; 0/2;9-25,5-25;14-50;GYMNASE MARTIN BRET;CHASSON CHRISTIAN;SEVERIAN GUILLAUME;;
ACJEUNES;02;CMD005;2023-11-12;00:00;0132346;MARIGNANE VOLLEY-BALL;0842425;U.S. PONTET VOLLEY AVENIR; 2/0;25-17,25-23;50-40;GYMNASE MARTIN BRET;SEVERIAN GUILLAUME;CHASSON CHRISTIAN;;
ACJEUNES;02;CMD006;2023-11-12;00:00;0044309;ENT PROVEN DIGNE/MANOSQUE V.B.;0842425;U.S. PONTET VOLLEY AVENIR; 1/2;22-25,25-17,6-15;53-57;GYMNASE MARTIN BRET;SEVERIAN GUILLAUME;CHASSON CHRISTIAN;;
ACJEUNES;02;CME004;2023-11-12;11:00;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE;0837251;VOLLEY BALL OLLIOULAIS; 2/0;25-13,25-20;50-33;GYMNASE DE COSTEBELLE;MONTAGNESE OLIVIER;VAUTRIN LEA;;
ACJEUNES;02;CME005;2023-11-12;00:00;0837251;VOLLEY BALL OLLIOULAIS;0062509;OLYMPIQUES ANTIBES JUAN PINS; 2/0;25-18,26-24;51-42;GYMNASE DE COSTEBELLE;MONTAGNESE OLIVIER;VAUTRIN LEA;;
ACJEUNES;02;CME006;2023-11-12;00:00;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE;0062509;OLYMPIQUES ANTIBES JUAN PINS; 2/0;25-18,25-16;50-34;GYMNASE DE COSTEBELLE;VAUTRIN LEA;MONTAGNESE OLIVIER;;
