Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;02;MMA004;2023-11-05;11:00;0335197;SPORT ATHLETIQUE MERIGNACAIS;0330014;J.S.A. BORDEAUX;;;;DANIEL COLOMBIER;;;;
ACJEUNES;02;MMA005;2023-11-05;00:00;0330014;J.S.A. BORDEAUX;0334980;UNION SPORTIVE TALENCAISE;;;;DANIEL COLOMBIER;;;;
ACJEUNES;02;MMA006;2023-11-05;00:00;0335197;SPORT ATHLETIQUE MERIGNACAIS;0334980;UNION SPORTIVE TALENCAISE;;;;DANIEL COLOMBIER;;;;
ACJEUNES;02;MMB004;2023-11-05;11:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0338871;ENT. SPORTIVE BLANQUEFORTAISE;;;;PIERRE FAVRE;;;;
ACJEUNES;02;MMB005;2023-11-05;00:00;0338871;ENT. SPORTIVE BLANQUEFORTAISE;0640001;LESCAR PROMOTION VOLLEY-BALL;;;;PIERRE FAVRE;;;;
ACJEUNES;02;MMB006;2023-11-05;00:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0640001;LESCAR PROMOTION VOLLEY-BALL;;;;PIERRE FAVRE;;;;
ACJEUNES;02;MMC004;2023-11-05;11:00;0646282;MJC LES FLEURS DE PAU;0648903;JURANCON CHAPELLE ROUSSE V.B.;;;;LEO LAGRANGE;;;;
ACJEUNES;02;MMC005;2023-11-05;00:00;0648903;JURANCON CHAPELLE ROUSSE V.B.;0315117;MURET VOLLEY-BALL;;;;LEO LAGRANGE;;;;
ACJEUNES;02;MMC006;2023-11-05;00:00;0646282;MJC LES FLEURS DE PAU;0315117;MURET VOLLEY-BALL;;;;LEO LAGRANGE;;;;
ACJEUNES;02;MMD004;2023-11-05;11:00;0668467;PERPIGNAN ROUSSILLON V.B;0343330;ARAGO DE SETE VOLLEY-BALL;;;;GYMNASE ANDRE ALSINA;;;;
ACJEUNES;02;MMD005;2023-11-05;00:00;0343330;ARAGO DE SETE VOLLEY-BALL;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL;;;;GYMNASE ANDRE ALSINA;;;;
ACJEUNES;02;MMD006;2023-11-05;00:00;0668467;PERPIGNAN ROUSSILLON V.B;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL;;;;GYMNASE ANDRE ALSINA;;;;
ACJEUNES;02;MME004;2023-11-05;11:00;0826762;MONTAUBAN VOLLEY-BALL 82;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;;;;PALAIS DES SPORTS;;;;
ACJEUNES;02;MME005;2023-11-05;00:00;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;0345002;ASBAM MONTPELLIER;;;;PALAIS DES SPORTS;;;;
ACJEUNES;02;MME006;2023-11-05;00:00;0826762;MONTAUBAN VOLLEY-BALL 82;0345002;ASBAM MONTPELLIER;;;;PALAIS DES SPORTS;;;;
ACJEUNES;02;MMF004;2023-11-05;11:00;0349271;MONTPELLIER CASTELNAU VOLLEY UNIVERSITE CLUB;0344410;ASLJCROIX ARGENT MONTPELLIER;;;;CHABAN DELMAS;;;;
ACJEUNES;02;MMF005;2023-11-05;00:00;0344410;ASLJCROIX ARGENT MONTPELLIER;0114939;NARBONNE VOLLEY;;;;CHABAN DELMAS;;;;
ACJEUNES;02;MMF006;2023-11-05;00:00;0349271;MONTPELLIER CASTELNAU VOLLEY UNIVERSITE CLUB;0114939;NARBONNE VOLLEY;;;;CHABAN DELMAS;;;;
ACJEUNES;02;MMG004;2023-11-05;11:00;0132351;SALON VOLLEY;0347228;ENTENTE CASTRIES VOLLEY BALL;;;;LURIAN;;;;
ACJEUNES;02;MMG005;2023-11-05;00:00;0347228;ENTENTE CASTRIES VOLLEY BALL;0387013;UNION AS. SEYSSINOISE V.B.;;;;LURIAN;;;;
ACJEUNES;02;MMG006;2023-11-05;00:00;0132351;SALON VOLLEY;0387013;UNION AS. SEYSSINOISE V.B.;;;;LURIAN;;;;
ACJEUNES;02;MMH004;2023-11-05;11:00;0132346;MARIGNANE VOLLEY-BALL;0842425;U.S. PONTET VOLLEY AVENIR;;;;CARESTIER;;;;
ACJEUNES;02;MMH005;2023-11-05;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0833350;VOLLEY PRADETAN GARDEEN;;;;CARESTIER;;;;
ACJEUNES;02;MMH006;2023-11-05;00:00;0132346;MARIGNANE VOLLEY-BALL;0833350;VOLLEY PRADETAN GARDEEN;;;;CARESTIER;;;;
ACJEUNES;02;MMI004;2023-11-05;11:00;0839557;FREJUS VAR VOLLEY;0836296;DRAGUIGNAN UNION CLUB VAR VB;;;;HALLE DES PORTS SAINT CROIX;;;;
ACJEUNES;02;MMI005;2023-11-05;00:00;0836296;DRAGUIGNAN UNION CLUB VAR VB;0066927;NICE VOLLEY-BALL;;;;HALLE DES PORTS SAINT CROIX;;;;
ACJEUNES;02;MMI006;2023-11-05;00:00;0839557;FREJUS VAR VOLLEY;0066927;NICE VOLLEY-BALL;;;;HALLE DES PORTS SAINT CROIX;;;;
ACJEUNES;02;MMJ004;2023-11-05;11:00;0132348;MARSEILLE VOLLEY 13;0132365;AIX UNIVERSITE CLUB 13 VOLLEY-BALL;;;;GYMNASE DE LA ROSE FUVEAU;;;;
ACJEUNES;02;MMJ005;2023-11-05;00:00;0132365;AIX UNIVERSITE CLUB 13 VOLLEY-BALL;0307732;NIMES VOLLEY-BALL;;;;GYMNASE DE LA ROSE FUVEAU;;;;
ACJEUNES;02;MMJ006;2023-11-05;00:00;0132348;MARSEILLE VOLLEY 13;0307732;NIMES VOLLEY-BALL;;;;GYMNASE DE LA ROSE FUVEAU;;;;
ACJEUNES;02;MMK004;2023-11-05;11:00;0067689;US CAGNES VOLLEY-BALL;0062509;OLYMPIQUES ANTIBES JUAN PINS;;;;JULES VERNE;;;;
ACJEUNES;02;MMK005;2023-11-05;00:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0060007;AS CANNES VOLLEY-BALL;;;;JULES VERNE;;;;
ACJEUNES;02;MMK006;2023-11-05;00:00;0067689;US CAGNES VOLLEY-BALL;0060007;AS CANNES VOLLEY-BALL;;;;JULES VERNE;;;;
ACJEUNES;02;MML004;2023-11-05;11:00;0695668;VOLLEY BRON @ LYON LUMIERE;0699603;ASUL LYON VOLLEY BALL;;;;GYMNASE DARGENT;;;;
ACJEUNES;02;MML005;2023-11-05;00:00;0699603;ASUL LYON VOLLEY BALL;0015366;VOLLEY CLUB MEXIMIEUX;;;;GYMNASE DARGENT;;;;
ACJEUNES;02;MML006;2023-11-05;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0015366;VOLLEY CLUB MEXIMIEUX;;;;GYMNASE DARGENT;;;;
ACJEUNES;02;MMM004;2023-11-05;11:00;0382201;GRENOBLE V.UNIVERSITE CLUB;0384796;ENT SP ST MARTIN D HERES;;;;MALHERBE;;;;
ACJEUNES;02;MMM005;2023-11-05;00:00;0384796;ENT SP ST MARTIN D HERES;0696380;AS CALUIRE ET CUIRE;;;;MALHERBE;;;;
ACJEUNES;02;MMM006;2023-11-05;00:00;0382201;GRENOBLE V.UNIVERSITE CLUB;0696380;AS CALUIRE ET CUIRE;;;;MALHERBE;;;;
ACJEUNES;02;MMN004;2023-11-05;11:00;0690044;MONTANAY VOLLEY-BALL;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;;;;SALLE DES SPORTS;;;;
ACJEUNES;02;MMN005;2023-11-05;00:00;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;0745091;ANNECY VOLLEY BALL;;;;SALLE DES SPORTS;;;;
ACJEUNES;02;MMN006;2023-11-05;00:00;0690044;MONTANAY VOLLEY-BALL;0745091;ANNECY VOLLEY BALL;;;;SALLE DES SPORTS;;;;
ACJEUNES;02;MMO004;2023-11-05;11:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0426516;ENTENTE ST-CHAMOND VOLLEY;;;;GYMNASE VILLEBOEUF;;;;
ACJEUNES;02;MMO005;2023-11-05;00:00;0426516;ENTENTE ST-CHAMOND VOLLEY;0382205;PAYS VOIRONNAIS VOLLEY - PVV;;;;GYMNASE VILLEBOEUF;;;;
ACJEUNES;02;MMO006;2023-11-05;00:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0382205;PAYS VOIRONNAIS VOLLEY - PVV;;;;GYMNASE VILLEBOEUF;;;;
ACJEUNES;02;MMP004;2023-11-05;11:00;0218956;CLUB SPOR. FONTAINE LES DIJON;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);;;;GYMNASE DES CORTOTS 1;;;;
ACJEUNES;02;MMP005;2023-11-05;00:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0686678;AS SP ILLZACH MODENHEIM;;;;GYMNASE DES CORTOTS 1;;;;
ACJEUNES;02;MMP006;2023-11-05;00:00;0218956;CLUB SPOR. FONTAINE LES DIJON;0686678;AS SP ILLZACH MODENHEIM;;;;GYMNASE DES CORTOTS 1;;;;
