Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;02;BMA004;2023-11-12;11:00;0060007;AS CANNES VOLLEY-BALL;0060050;PHENIX MARITIMUM VOLLEY; 2/0;25-11,25-14;50-25;LES COTEAUX;LORENZELLI NICOLAS;;;
ACJEUNES;02;BMA005;2023-11-12;00:00;0060050;PHENIX MARITIMUM VOLLEY;0066927;NICE VOLLEY-BALL; 1/2;25-16,18-25,12-15;55-56;LES COTEAUX;LORENZELLI NICOLAS;;;
ACJEUNES;02;BMA006;2023-11-12;00:00;0060007;AS CANNES VOLLEY-BALL;0066927;NICE VOLLEY-BALL; 2/0;25-12,25-15;50-27;LES COTEAUX;LORENZELLI NICOLAS;;;
ACJEUNES;02;BMB004;2023-11-12;11:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0060008;MANDELIEU LA NAPOULE V.B.; 0/2;12-25,22-25;34-50;SALLE RENE FRIARD;CHAMKHIA SABRINA;;;
ACJEUNES;02;BMB005;2023-11-12;00:00;0060008;MANDELIEU LA NAPOULE V.B.;0067689;US CAGNES VOLLEY-BALL; 2/0;25-23,25-23;50-46;SALLE RENE FRIARD;CHAMKHIA SABRINA;;;
ACJEUNES;02;BMB006;2023-11-12;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0067689;US CAGNES VOLLEY-BALL; 0/2;22-25,14-25;36-50;SALLE RENE FRIARD;CHAMKHIA SABRINA;;;
ACJEUNES;02;BMC004;2023-11-12;11:00;0836296;DRAGUIGNAN UNION CLUB VAR VB;0062509;OLYMPIQUES ANTIBES JUAN PINS; 2/0;25-7,25-10;50-17;GYMNASE COLLÈGE ROSTAND;RICOME LAURENT;;;
ACJEUNES;02;BMC005;2023-11-12;00:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0136082;VITROLLES SPORTS VOLLEY-BALL; 0/2;16-25,13-25;29-50;GYMNASE COLLÈGE ROSTAND;RICOME LAURENT;;;
ACJEUNES;02;BMC006;2023-11-12;00:00;0836296;DRAGUIGNAN UNION CLUB VAR VB;0136082;VITROLLES SPORTS VOLLEY-BALL; 2/0;25-9,25-15;50-24;GYMNASE COLLÈGE ROSTAND;RICOME LAURENT;;;
ACJEUNES;02;BMD004;2023-11-12;11:00;0138311;BOUC-BEL-AIR VOLLEY-BALL;0132348;MARSEILLE VOLLEY 13; 0/2;16-25,18-25;34-50;COMPLEXE GUY DRUT;COSTE PHILIPPINE;;;
