Entit�;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ABCCS;04;2FA016;2023-11-04;19:00;0349150;LATTES ASPTT MONTPELLIER V.A.C;0319689;A.S. DE L'UNION VOLLEY-BALL;;;;BRIGITTE GEILER;ROCHA DA SILVA JOAQUIM;MOHAMED SAID;;
ABCCS;04;2FA017;2023-11-05;16:00;0138032;PAYS D'AIX VENELLES V.B. 2;0061297;RACING CLUB DE CANNES 2 CFC;;;;HALLE DES SPORTS;EKWA NGANGNANG WILLY;DAHMANI TOUFIQ;;
ABCCS;04;2FA018;2023-11-05;16:00;0067686;VOLERO LE CANNET COTE D'AZUR 2 CFC;0062701;ASS SPORTIVE DE MONACO;;;;MAILLAN;LESAIN FROMENTIN LAETITIA;RANCHAL LILIAN;;
ABCCS;04;2FA019;2023-11-05;13:30;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE;0136761;ISTRES PROVENCE VOLLEY;;;;PAS DE LA GARENNE;HANOTEL PHILIPPE;LIMACHER LIONEL;;
ABCCS;04;2FA020;2023-11-04;20:00;0817326;CASTRES MASSAGUEL VOLLEY BALL CLUB;0348292;VOLLEY BALL DE GIGNAC;;;;COSEC RENE FERRAN;NIEL MAXIME;LEGRAND OLIVIER;;
