Entit�;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
LICA;05;PMAA017;2023-11-05;14:00;0839557;FREJUS VAR VOLLEY;0060007;AS CANNES VOLLEY-BALL;;;;SAINTE CROIX;BELDICO THOMAS;BRAMERIE EMILE;;
LICA;05;PMAA018;2023-11-04;18:00;0836296;DRAGUIGNAN UNION CLUB VAR VB;0062701;ASS SPORTIVE DE MONACO;;;;SALLE CARBONNEL;CHASSAGNARD QUENTIN;RICOME LAURENT;;
LICA;05;PMAA019;2023-11-04;20:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0060036;PAYS DE GRASSE VOLLEY-BALL;;;;BERTONE;RANCHAL DORIAN;RANCHAL LILIAN;;
LICA;05;PMAA020;2023-11-04;20:30;0060008;MANDELIEU LA NAPOULE V.B.;0067689;US CAGNES VOLLEY-BALL;;;;LES MIMOSAS;COHEN LEVANA;THODENIUS MICHELLE;;
