Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;05;BMA013;2024-02-11;11:00;0385507;FONTAINE VOLLEY;0136082;VITROLLES SPORTS VOLLEY-BALL;;;;GYMNASE JULES VALLES;IVANOVA PROLETKA;;
ACJEUNES;05;BMA014;2024-02-11;00:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0912770;ASV - ARTS ET SPORTS A VILLEBON;;;;GYMNASE JULES VALLES;;;
ACJEUNES;05;BMA015;2024-02-11;00:00;0385507;FONTAINE VOLLEY;0912770;ASV - ARTS ET SPORTS A VILLEBON;;;;GYMNASE JULES VALLES;;;
ACJEUNES;05;BMB013;2024-02-11;11:00;0132348;MARSEILLE VOLLEY 13;0345002;ASBAM MONTPELLIER;;;;GYMNASE DE LA ROSE FUVEAU;;;
ACJEUNES;05;BMB014;2024-02-11;00:00;0345002;ASBAM MONTPELLIER;0695668;VOLLEY BRON @ LYON LUMIERE;;;;GYMNASE DE LA ROSE FUVEAU;;;
ACJEUNES;05;BMB015;2024-02-11;00:00;0132348;MARSEILLE VOLLEY 13;0695668;VOLLEY BRON @ LYON LUMIERE;;;;GYMNASE DE LA ROSE FUVEAU;;;
ACJEUNES;05;BMC013;2024-02-11;11:00;0132346;MARIGNANE VOLLEY-BALL;0060007;AS CANNES VOLLEY-BALL;;;;CARESTIER;;;
ACJEUNES;05;BMC014;2024-02-11;00:00;0060007;AS CANNES VOLLEY-BALL;0114939;NARBONNE VOLLEY;;;;CARESTIER;;;
ACJEUNES;05;BMC015;2024-02-11;00:00;0132346;MARIGNANE VOLLEY-BALL;0114939;NARBONNE VOLLEY;;;;CARESTIER;;;
ACJEUNES;05;BMD013;2024-02-11;11:00;0343330;ARAGO DE SETE VOLLEY-BALL;0268573;VOLLEY-BALL ROMANAIS;;;;HALLE LOUIS MARTY;PLOZNER THOMAS;;
