Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;03;CFA007;2023-12-17;11:00;0067686;VOLERO LE CANNET COTE D'AZUR;0062701;ASS SPORTIVE DE MONACO;;;;MAILLAN;PIETRASIK THEO;RANCHAL DORIAN;
ACJEUNES;03;CFA008;2023-12-17;00:00;0062701;ASS SPORTIVE DE MONACO;0132346;MARIGNANE VOLLEY-BALL;;;;MAILLAN;;;
ACJEUNES;03;CFA009;2023-12-17;00:00;0067686;VOLERO LE CANNET COTE D'AZUR;0132346;MARIGNANE VOLLEY-BALL;;;;MAILLAN;;;
ACJEUNES;03;CFB007;2023-12-17;11:00;0061297;RACING CLUB DE CANNES;0837251;VOLLEY BALL OLLIOULAIS;;;;PALAIS DES VICTOIRES;PISANO LORENZO;RANCHAL LILIAN;
ACJEUNES;03;CFB008;2023-12-17;00:00;0837251;VOLLEY BALL OLLIOULAIS;0138311;BOUC-BEL-AIR VOLLEY-BALL;;;;PALAIS DES VICTOIRES;;;
ACJEUNES;03;CFB009;2023-12-17;00:00;0061297;RACING CLUB DE CANNES;0138311;BOUC-BEL-AIR VOLLEY-BALL;;;;PALAIS DES VICTOIRES;;;
ACJEUNES;03;CFC007;2023-12-17;12:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0839557;FREJUS VAR VOLLEY;;;;SALLE OMNISPORTS;RUBIN THOMAS;THODENIUS MICHELLE;
ACJEUNES;03;CFC008;2023-12-17;00:00;0839557;FREJUS VAR VOLLEY;0138032;PAYS D'AIX VENELLES V.B.;;;;SALLE OMNISPORTS;;;
ACJEUNES;03;CFC009;2023-12-17;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0138032;PAYS D'AIX VENELLES V.B.;;;;SALLE OMNISPORTS;;;
ACJEUNES;03;CFD007;2023-12-17;11:00;0344410;ASLJCROIX ARGENT MONTPELLIER;0315117;MURET VOLLEY-BALL;;;;GYMNASE ALAIN COLAS;PAUTET GUILLAUME;MOHAMED SAID;
ACJEUNES;03;CFD008;2023-12-17;00:00;0315117;MURET VOLLEY-BALL;0136761;ISTRES PROVENCE VOLLEY;;;;GYMNASE ALAIN COLAS;;;
ACJEUNES;03;CFD009;2023-12-17;00:00;0344410;ASLJCROIX ARGENT MONTPELLIER;0136761;ISTRES PROVENCE VOLLEY;;;;GYMNASE ALAIN COLAS;;;
ACJEUNES;03;CFE007;2023-12-17;11:00;0307732;NIMES VOLLEY-BALL;0842425;U.S. PONTET VOLLEY AVENIR;;;;GASTON LESSUT;PABLO MAXIME;GRAS JEAN-MARIE;
ACJEUNES;03;CFE008;2023-12-17;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0349150;LATTES ASPTT MONTPELLIER V.A.C;;;;GASTON LESSUT;;;
ACJEUNES;03;CFE009;2023-12-17;00:00;0307732;NIMES VOLLEY-BALL;0349150;LATTES ASPTT MONTPELLIER V.A.C;;;;GASTON LESSUT;;;
ACJEUNES;03;CFF007;2023-12-17;11:00;0340015;BEZIERS VOLLEY;0349336;SAINT-GELY VOLLEY-BALL;;;;FOUR A CHAUX;MARTA MICHAEL;DEFFRASNES GABRIEL;
ACJEUNES;03;CFF008;2023-12-17;00:00;0349336;SAINT-GELY VOLLEY-BALL;0136082;VITROLLES SPORTS VOLLEY-BALL;;;;FOUR A CHAUX;;;
ACJEUNES;03;CFF009;2023-12-17;00:00;0340015;BEZIERS VOLLEY;0136082;VITROLLES SPORTS VOLLEY-BALL;;;;FOUR A CHAUX;;;
ACJEUNES;03;CFG007;2023-12-17;11:00;0819413;VOLLEY CLUB BASTIDIEN;0319689;A.S. DE L'UNION VOLLEY-BALL;;;;MUNICIPALE RAYMOND BRESSOLLE;SAUVY JEAN-PAUL;PINONDELLE BENJAMIN;
ACJEUNES;03;CFG008;2023-12-17;00:00;0319689;A.S. DE L'UNION VOLLEY-BALL;0117968;VOLLEY-BALL GRUISSAN;;;;MUNICIPALE RAYMOND BRESSOLLE;;;
ACJEUNES;03;CFG009;2023-12-17;00:00;0819413;VOLLEY CLUB BASTIDIEN;0117968;VOLLEY-BALL GRUISSAN;;;;MUNICIPALE RAYMOND BRESSOLLE;;;
ACJEUNES;03;CFH007;2023-12-17;11:00;0317037;GRENADE VOLLEY BALL;0319191;VOLLEY BALMA QUINT FONSEGRIVES;;;;GYMNASE DU COLLEGE GRAND SELVE;SOLER CAMILLE;NIEL MAXIME;
ACJEUNES;03;CFH008;2023-12-17;00:00;0319191;VOLLEY BALMA QUINT FONSEGRIVES;0345002;ASBAM MONTPELLIER;;;;GYMNASE DU COLLEGE GRAND SELVE;;;
ACJEUNES;03;CFH009;2023-12-17;00:00;0317037;GRENADE VOLLEY BALL;0345002;ASBAM MONTPELLIER;;;;GYMNASE DU COLLEGE GRAND SELVE;;;
ACJEUNES;03;CFI007;2023-12-17;11:00;0649575;FOYER RURAL DE GER;0645948;UNION BEARNAISE;;;;SALLE DES SPORTS;FLAMMANG EMMA;GRAEFF PHILIPPE;
ACJEUNES;03;CFI008;2023-12-17;00:00;0645948;UNION BEARNAISE;0335197;SPORT ATHLETIQUE MERIGNACAIS;;;;SALLE DES SPORTS;;;
ACJEUNES;03;CFI009;2023-12-17;00:00;0649575;FOYER RURAL DE GER;0335197;SPORT ATHLETIQUE MERIGNACAIS;;;;SALLE DES SPORTS;;;
