Entit�;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;BFA001;2021-10-17;11:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0062701;ASS SPORTIVE DE MONACO; 0/2;8-25,13-25;21-50;BERTONE;MAZEAU RICHARD;;
ACJEUNES;01;BFA002;2021-10-17;00:00;0062701;ASS SPORTIVE DE MONACO;0839557;FREJUS VAR VOLLEY; 2/0;25-17,25-17;50-34;BERTONE;MAZEAU RICHARD;;
ACJEUNES;01;BFA003;2021-10-17;00:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0839557;FREJUS VAR VOLLEY; 1/2;18-25,25-20,9-15;52-60;BERTONE;MAZEAU RICHARD;;
ACJEUNES;01;BFB001;2021-10-17;09:00;0068454;MUNICIPAL OLYMPIQUE MOUGINS;0067689;US CAGNES VOLLEY-BALL; 2/1;21-25,25-12,15-12;61-49;ROGER DUHALDE;LESAIN FROMENTIN LAETITIA;;
ACJEUNES;01;BFB002;2021-10-17;00:00;0067689;US CAGNES VOLLEY-BALL;0837903;UNION ATHLETIQUE VALETTOISE; 2/0;25-13,25-12;50-25;ROGER DUHALDE;LESAIN FROMENTIN LAETITIA;;
ACJEUNES;01;BFB003;2021-10-17;00:00;0068454;MUNICIPAL OLYMPIQUE MOUGINS;0837903;UNION ATHLETIQUE VALETTOISE; 2/0;25-11,25-9;50-20;ROGER DUHALDE;LESAIN FROMENTIN LAETITIA;;
ACJEUNES;01;BFC001;2021-10-17;11:00;0067686;VOLERO LE CANNET COTE D'AZUR;0064168;VOLLEY-BALL STADE LAURENTIN; 2/0;25-5,25-5;50-10;GYMNASE PATRICK TAMBAY;RAOUNI RAJAA;;
ACJEUNES;01;BFC002;2021-10-17;00:00;0064168;VOLLEY-BALL STADE LAURENTIN;0836446;SAINTE-MAXIME COGOLIN VOLLEY; 0/2;10-25,9-25;19-50;GYMNASE PATRICK TAMBAY;RAOUNI RAJAA;;
ACJEUNES;01;BFC003;2021-10-17;00:00;0067686;VOLERO LE CANNET COTE D'AZUR;0836446;SAINTE-MAXIME COGOLIN VOLLEY; 1/2;26-24,19-25,13-15;58-64;GYMNASE PATRICK TAMBAY;RAOUNI RAJAA;;
ACJEUNES;01;BFD001;2021-10-17;11:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0134290;MARTIGUES VOLLEY-BALL; 2/0;25-5,25-9;50-14;LEO LAGRANGE;CADOUR LAETITIA;;
ACJEUNES;01;BFD002;2021-10-17;00:00;0134290;MARTIGUES VOLLEY-BALL;0833350;VOLLEY PRADETAN GARDEEN; 1/2;18-25,25-18,9-15;52-58;LEO LAGRANGE;CADOUR LAETITIA;;
ACJEUNES;01;BFD003;2021-10-17;00:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0833350;VOLLEY PRADETAN GARDEEN; 2/0;25-7,25-12;50-19;LEO LAGRANGE;CADOUR LAETITIA;;
ACJEUNES;01;BFE001;2021-10-17;11:00;0132346;MARIGNANE VOLLEY-BALL;0136761;ISTRES PROVENCE VOLLEY; 1/2;19-25,25-21,10-15;54-61;CARESTIER;BIGOT CARINE;;
ACJEUNES;01;BFE002;2021-10-17;00:00;0136761;ISTRES PROVENCE VOLLEY;0837251;VOLLEY BALL OLLIOULAIS; 2/0;25-8,25-13;50-21;CARESTIER;;;
ACJEUNES;01;BFE003;2021-10-17;00:00;0132346;MARIGNANE VOLLEY-BALL;0837251;VOLLEY BALL OLLIOULAIS; 2/0;25-7,25-8;50-15;CARESTIER;;;
ACJEUNES;01;BFF001;2021-10-17;11:00;0138311;BOUC-BEL-AIR VOLLEY-BALL;0138032;PAYS D'AIX VENELLES V.B.; 0/2;20-25,23-25;43-50;GYMNASE CARCASSONE;BOUKHOBZA RENE;;
ACJEUNES;01;BFF002;2021-10-17;00:00;0138032;PAYS D'AIX VENELLES V.B.;0848651;VOLLEY BEAUCAIRE TARASCON (LE) GRES; 2/0;25-14,25-15;50-29;GYMNASE CARCASSONE;;;
ACJEUNES;01;BFF003;2021-10-17;00:00;0138311;BOUC-BEL-AIR VOLLEY-BALL;0848651;VOLLEY BEAUCAIRE TARASCON (LE) GRES; 2/0;25-17,25-11;50-28;GYMNASE CARCASSONE;;;
ACJEUNES;01;BFG001;2021-10-17;11:00;0842404;JONQUIERES VOLLEY-BALL;0132351;SALON VOLLEY; P/2;0-25,0-25;0-50;ESPACE PIERRE PETIT;BOURELY AUDREY;;
ACJEUNES;01;BFG002;2021-10-17;00:00;0132351;SALON VOLLEY;0077976;US ALBENASSIENNE V.B.; 2/0;25-15,25-13;50-28;ESPACE PIERRE PETIT;BOURELY AUDREY;;
ACJEUNES;01;BFG003;2021-10-17;00:00;0842404;JONQUIERES VOLLEY-BALL;0077976;US ALBENASSIENNE V.B.; P/2;0-25,0-25;0-50;ESPACE PIERRE PETIT;BOURELY AUDREY;;
ACJEUNES;01;BFH001;2021-10-17;11:00;0696380;AS CALUIRE ET CUIRE;0698439;FIDESIENNE VOLLEY BALL; 0/2;15-25,13-25;28-50;ANDRE CUZIN;MOUHAMED YASSINE;;
ACJEUNES;01;BFH002;2021-10-17;00:00;0698439;FIDESIENNE VOLLEY BALL;0268573;VOLLEY-BALL ROMANAIS; 2/0;25-20,25-23;50-43;ANDRE CUZIN;MOUHAMED YASSINE;;
ACJEUNES;01;BFH003;2021-10-17;00:00;0696380;AS CALUIRE ET CUIRE;0268573;VOLLEY-BALL ROMANAIS; 0/2;16-25,14-25;30-50;ANDRE CUZIN;MOUHAMED YASSINE;;
ACJEUNES;01;BFI001;2021-10-17;11:00;0426381;OLYM FOREZIEN ST CYPRIEN;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 1/2;25-18,21-25,16-18;62-61;GYMNASE MUNICIPAL;BALANCHE MATHIEU;;
ACJEUNES;01;BFI002;2021-10-17;00:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0698828;VBC FRANCHEVILLE OUEST LYONNAIS; 0/2;4-25,8-25;12-50;GYMNASE MUNICIPAL;BALANCHE MATHIEU;;
ACJEUNES;01;BFI003;2021-10-17;00:00;0426381;OLYM FOREZIEN ST CYPRIEN;0698828;VBC FRANCHEVILLE OUEST LYONNAIS; 0/2;12-25,19-25;31-50;GYMNASE MUNICIPAL;BALANCHE MATHIEU;;
ACJEUNES;01;BFJ001;2021-10-17;11:00;0388899;UN.SP.VALLEE DE LA GRESSE;0380027;VOLLEY LA TOUR DU PIN; 0/2;22-25,21-25;43-50;MARIO FOSSA;CHARRIERE FABIEN;;
ACJEUNES;01;BFJ002;2021-10-17;00:00;0380027;VOLLEY LA TOUR DU PIN;0380045;TOUVET VOLLEY-BALL; 2/0;25-9,25-13;50-22;MARIO FOSSA;CHARRIERE FABIEN;;
ACJEUNES;01;BFJ003;2021-10-17;00:00;0388899;UN.SP.VALLEE DE LA GRESSE;0380045;TOUVET VOLLEY-BALL; 2/0;28-26,25-16;53-42;MARIO FOSSA;CHARRIERE FABIEN;;
ACJEUNES;01;BFK001;2021-10-17;11:00;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;0695668;VOLLEY BRON @ LYON LUMIERE; 0/2;12-25,11-25;23-50;SAINT EXUPERY;ROLAND DOMINIQUE;;
ACJEUNES;01;BFK002;2021-10-17;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0714076;VBC CHALON SUR SAONE; 2/0;25-9,25-9;50-18;SAINT EXUPERY;ROLAND DOMINIQUE;;
ACJEUNES;01;BFK003;2021-10-17;00:00;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;0714076;VBC CHALON SUR SAONE; 2/0;25-10,25-9;50-19;SAINT EXUPERY;ROLAND DOMINIQUE;;
ACJEUNES;01;BFL001;2021-10-17;11:00;0686392;VOLLEY MULHOUSE ALSACE;0683731;VOLLEY-BALL CLUB DU RHIN; 2/0;25-6,25-6;50-12;GYMNASE MONTAIGNE;HOFFNER LUCAS;;
ACJEUNES;01;BFL002;2021-10-17;00:00;0683731;VOLLEY-BALL CLUB DU RHIN;0219695;DIJON TALANT VOLLEY-BALL; 2/0;25-0,25-0;50-0;GYMNASE MONTAIGNE;HOFFNER LUCAS;;
ACJEUNES;01;BFL003;2021-10-17;00:00;0686392;VOLLEY MULHOUSE ALSACE;0219695;DIJON TALANT VOLLEY-BALL; 2/0;25-0,25-0;50-0;GYMNASE MONTAIGNE;HOFFNER LUCAS;;
ACJEUNES;01;BFM001;2021-10-17;11:00;0883725;SAINT DIE DES VOSGES VOLLEY BALL;0671561;IMANA VOLLEY; 2/0;25-7,25-16;50-23;COSEC MICHEL PLINGUIER;RANDY MATT�O;;
ACJEUNES;01;BFM002;2021-10-17;00:00;0671561;IMANA VOLLEY;0544386;UNION SPORTIVE DU JARNISY; 0/2;13-25,19-25;32-50;COSEC MICHEL PLINGUIER;RANDY MATT�O;;
ACJEUNES;01;BFM003;2021-10-17;00:00;0883725;SAINT DIE DES VOSGES VOLLEY BALL;0544386;UNION SPORTIVE DU JARNISY; 2/0;25-18,25-16;50-34;COSEC MICHEL PLINGUIER;RANDY MATT�O;;
