Entit�;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;JFA001;2021-11-14;11:00;0357501;OLYMPIQUE CLUB CESSONAIS;0148994;ELAN SPORTIF DE CARPIQUET DE VOLLEY; 1/2;20-25,25-23,13-15;58-63;HALLE DES SPORTS DU LYC�E;CHABROL JEROME;SCHAUB MARIE-CATHERINE;
ACJEUNES;01;JFA002;2021-11-14;00:00;0148994;ELAN SPORTIF DE CARPIQUET DE VOLLEY;0293600;SAINT-RENAN IROISE VOLLEY; 2/0;25-10,25-4;50-14;HALLE DES SPORTS DU LYC�E;SCHAUB MARIE-CATHERINE;CHABROL JEROME;
ACJEUNES;01;JFA003;2021-11-14;00:00;0357501;OLYMPIQUE CLUB CESSONAIS;0293600;SAINT-RENAN IROISE VOLLEY; 2/0;25-7,25-9;50-16;HALLE DES SPORTS DU LYC�E;CHABROL JEROME;SCHAUB MARIE-CATHERINE;
ACJEUNES;01;JFB001;2021-11-14;11:00;0761497;AGGLO SUD VOLLEY-BALL 76;0279428;EVREUX VOLLEY-BALL; 0/2;14-25,22-25;36-50;GYMNASE ROBESPIERRE;BENOIST ALYSSA;BENCHAKROUNE SORAYA;
ACJEUNES;01;JFB002;2021-11-14;00:00;0279428;EVREUX VOLLEY-BALL;0928481;LEVALLOIS SPORTING CLUB; 2/0;25-12,25-20;50-32;GYMNASE ROBESPIERRE;BENCHAKROUNE SORAYA;BENOIST ALYSSA;
ACJEUNES;01;JFB003;2021-11-14;00:00;0761497;AGGLO SUD VOLLEY-BALL 76;0928481;LEVALLOIS SPORTING CLUB; 0/2;22-25,18-25;40-50;GYMNASE ROBESPIERRE;BENOIST ALYSSA;BENCHAKROUNE SORAYA;
ACJEUNES;01;JFC001;2021-11-14;11:00;0491492;SPORTING CLUB DE L OUEST;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION; 0/2;19-25,16-25;35-50;SALLE JEAN ROUSSEAU;JOBARD DAVID;PLARD MAXIME;
ACJEUNES;01;JFC002;2021-11-14;00:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0377244;JOUE VOLLEY-BALL; 2/0;25-0,25-1;50-1;SALLE JEAN ROUSSEAU;PLARD MAXIME;JOBARD DAVID;
ACJEUNES;01;JFC003;2021-11-14;00:00;0491492;SPORTING CLUB DE L OUEST;0377244;JOUE VOLLEY-BALL; 2/0;25-1,25-9;50-10;SALLE JEAN ROUSSEAU;JOBARD DAVID;PLARD MAXIME;
ACJEUNES;01;JFD001;2021-11-14;11:00;0177925;LA ROCHELLE VOLLEY BALL;0798259;VOLLEY-BALL PEXINOIS NIORT; 2/0;25-9,25-15;50-24;GYMNASE DES PARCS;LERICHE JEAN-CHRISTOPHE;LE ROY PHILIPPE;
ACJEUNES;01;JFD002;2021-11-14;00:00;0798259;VOLLEY-BALL PEXINOIS NIORT;0862442;CEP POITIERS/ST BENOIT V.B.; 2/0;25-15,25-20;50-35;GYMNASE DES PARCS;LERICHE JEAN-CHRISTOPHE;LE ROY PHILIPPE;
ACJEUNES;01;JFD003;2021-11-14;00:00;0177925;LA ROCHELLE VOLLEY BALL;0862442;CEP POITIERS/ST BENOIT V.B.; 2/0;25-19,25-10;50-29;GYMNASE DES PARCS;LE ROY PHILIPPE;LERICHE JEAN-CHRISTOPHE;
ACJEUNES;01;JFE001;2021-11-14;11:00;0334980;UNION SPORTIVE TALENCAISE;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 0/2;10-25,14-25;24-50;L�O LAGRANGE;GHENIMI NOUR'AMIR;BENAZET JEAN-MARIE;
ACJEUNES;01;JFE002;2021-11-14;00:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0649194;LES GENETS DE MESPLEDE; 2/0;25-8,25-19;50-27;L�O LAGRANGE;BENAZET JEAN-MARIE;GHENIMI NOUR'AMIR;
ACJEUNES;01;JFE003;2021-11-14;00:00;0334980;UNION SPORTIVE TALENCAISE;0649194;LES GENETS DE MESPLEDE; 0/2;18-25,18-25;36-50;L�O LAGRANGE;GHENIMI NOUR'AMIR;BENAZET JEAN-MARIE;
ACJEUNES;01;JFF001;2021-11-14;11:00;0198049;C.A. BRIVE/CORREZE VOLLEY;0476720;AL VILLENEUVE SUR LOT; 2/1;25-18,19-25,15-10;59-53;ROLLINAT;DESSALLES CLEMENT;AUCLAIR ROMAIN;
ACJEUNES;01;JFF002;2021-11-14;00:00;0476720;AL VILLENEUVE SUR LOT;0634740;VOLLEY BALL CLUB CHAMALIERES; 0/2;21-25,16-25;37-50;ROLLINAT;AUCLAIR ROMAIN;DESSALLES CLEMENT;
ACJEUNES;01;JFF003;2021-11-14;00:00;0198049;C.A. BRIVE/CORREZE VOLLEY;0634740;VOLLEY BALL CLUB CHAMALIERES; 0/2;20-25,15-25;35-50;ROLLINAT;DESSALLES CLEMENT;AUCLAIR ROMAIN;
ACJEUNES;01;JFG001;2021-11-14;11:00;0319689;A.S. DE L'UNION VOLLEY-BALL;0826760;BEAUMONT LAVIT LOMAGNE VOLLEY-BALL; 2/0;25-0,25-0;50-0;C300;JEANNE RODRIGUE;VIGNES LO�C;
ACJEUNES;01;JFG002;2021-11-14;00:00;0826760;BEAUMONT LAVIT LOMAGNE VOLLEY-BALL;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS; 0/2;0-25,0-25;0-50;C300;JEANNE RODRIGUE;VIGNES LO�C;
ACJEUNES;01;JFG003;2021-11-14;00:00;0319689;A.S. DE L'UNION VOLLEY-BALL;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS; 2/0;25-12,25-16;50-28;C300;JEANNE RODRIGUE;VIGNES LO�C;
ACJEUNES;01;JFH001;2021-11-14;11:00;0348857;BOUSQUET BEDARIEUX V.B.;0340015;BEZIERS VOLLEY; 0/2;11-25,15-25;26-50;RENE CHAR;BERTRAND JOELLE;ROYO LINDA;
ACJEUNES;01;JFH002;2021-11-14;00:00;0340015;BEZIERS VOLLEY;0818902;U.S. CADALENOISE V.B.; 2/0;25-18,25-14;50-32;RENE CHAR;ROYO LINDA;BERTRAND JOELLE;
ACJEUNES;01;JFH003;2021-11-14;00:00;0348857;BOUSQUET BEDARIEUX V.B.;0818902;U.S. CADALENOISE V.B.; 0/2;23-25,17-25;40-50;RENE CHAR;BERTRAND JOELLE;ROYO LINDA;
ACJEUNES;01;JFI001;2021-11-14;11:00;0343330;ARAGO DE SETE VOLLEY-BALL;0344036;AGDE VOLLEY BALL; 2/1;25-15,17-25,15-12;57-52;HALLE LOUIS MARTY;MOHAMED SAID;BONNET DAVID;
ACJEUNES;01;JFI002;2021-11-14;00:00;0344036;AGDE VOLLEY BALL;0136761;ISTRES PROVENCE VOLLEY; 0/2;9-25,19-25;28-50;HALLE LOUIS MARTY;BONNET DAVID;MOHAMED SAID;
ACJEUNES;01;JFI003;2021-11-14;00:00;0343330;ARAGO DE SETE VOLLEY-BALL;0136761;ISTRES PROVENCE VOLLEY; 0/2;21-25,20-25;41-50;HALLE LOUIS MARTY;MOHAMED SAID;BONNET DAVID;
ACJEUNES;01;JFJ001;2021-11-14;11:00;0307732;NIMES VOLLEY-BALL;0138032;PAYS D'AIX VENELLES V.B.; 2/0;25-18,25-23;50-41;GASTON LESSUT;COHEN WILFRID;ROURE ALAIN;
ACJEUNES;01;JFJ002;2021-11-14;00:00;0138032;PAYS D'AIX VENELLES V.B.;0382201;GRENOBLE V.UNIVERSITE CLUB; 2/0;25-7,25-12;50-19;GASTON LESSUT;COHEN WILFRID;ROURE ALAIN;
ACJEUNES;01;JFJ003;2021-11-14;00:00;0307732;NIMES VOLLEY-BALL;0382201;GRENOBLE V.UNIVERSITE CLUB; 2/0;25-15,25-12;50-27;GASTON LESSUT;ROURE ALAIN;COHEN WILFRID;
