Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;CFA001;2025-10-12;11:00;0496228;ATHLETIQUE CLUB LONGUEEN;0490026;ENTENTE NORD OUEST ANJOU V.B.; 2/0;25-8,25-8;50-16;SALLE DE LA TÊTE NOIRE;COUPRY ROMAIN;;
ACJEUNES;01;CFA002;2025-10-12;00:00;0490026;ENTENTE NORD OUEST ANJOU V.B.;0869249;CISSE VOLLEY-BALL; 0/2;11-25,9-25;20-50;SALLE DE LA TÊTE NOIRE;COUPRY ROMAIN;;
ACJEUNES;01;CFA003;2025-10-12;00:00;0496228;ATHLETIQUE CLUB LONGUEEN;0869249;CISSE VOLLEY-BALL; 2/0;25-17,25-19;50-36;SALLE DE LA TÊTE NOIRE;COUPRY ROMAIN;;
ACJEUNES;01;CFB001;2025-10-12;11:00;0858359;EVEIL SPORTIF FLORENTIN VOLLEY-BALL;0858891;LA ROCHE/YON VOLLEY-BALL; 0/2;19-25,25-27;44-52;SALLE MILLÉNIUM;MAGDELEINE ETHAN;LEPREUX GENNETAY THOMAS;
ACJEUNES;01;CFB002;2025-10-12;00:00;0858891;LA ROCHE/YON VOLLEY-BALL;0440054;ASB.REZE VOLLEY 44; 2/0;25-23,25-17;50-40;SALLE MILLÉNIUM;LEPREUX GENNETAY THOMAS;MAGDELEINE ETHAN;
ACJEUNES;01;CFB003;2025-10-12;00:00;0858359;EVEIL SPORTIF FLORENTIN VOLLEY-BALL;0440054;ASB.REZE VOLLEY 44; 1/2;20-25,25-20,11-15;56-60;SALLE MILLÉNIUM;LEPREUX GENNETAY THOMAS;MAGDELEINE ETHAN;
ACJEUNES;01;CFC001;2025-10-12;11:00;0856001;AIZENAY VOLLEY-BALL;0854977;SABLES ETUDIANTS CLUB VOLLEY-BALL; 0/2;10-25,16-25;26-50;OMEGA;PASTEAU ALICE;PIGNON FABRICE;
ACJEUNES;01;CFC002;2025-10-12;00:00;0854977;SABLES ETUDIANTS CLUB VOLLEY-BALL;0448821;US BOUGUENAIS VOLLEY-BALL; 2/1;25-23,17-25,16-14;58-62;OMEGA;PASTEAU ALICE;PIGNON FABRICE;
ACJEUNES;01;CFC003;2025-10-12;00:00;0856001;AIZENAY VOLLEY-BALL;0448821;US BOUGUENAIS VOLLEY-BALL; 0/2;14-25,17-25;31-50;OMEGA;PIGNON FABRICE;PASTEAU ALICE;
ACJEUNES;01;CFD001;2025-10-12;11:00;0923631;MEUDON CHAVILLE SEVRES VOLLEY;0784696;AS VOLLEY-BALL VELIZY; 1/2;25-12,22-25,13-15;60-52;GYMNASE HALIMI;PARISOT PIERRE;;
ACJEUNES;01;CFD002;2025-10-12;00:00;0784696;AS VOLLEY-BALL VELIZY;0927924;C S M CLAMART; 2/0;25-13,25-13;50-26;GYMNASE HALIMI;PARISOT PIERRE;;
ACJEUNES;01;CFD003;2025-10-12;00:00;0923631;MEUDON CHAVILLE SEVRES VOLLEY;0927924;C S M CLAMART; 2/0;25-17,25-17;50-34;GYMNASE HALIMI;PARISOT PIERRE;;
ACJEUNES;01;CFE001;2025-10-12;10:00;0779890;US LOGNES VOLLEY-BALL;0777831;VC CHAMPS SUR MARNE; 2/0;25-7,25-14;50-21;GYMNASE DE LA MAILLIÈRE;BARAN YUSUF;;
ACJEUNES;01;CFE002;2025-10-12;00:00;0777831;VC CHAMPS SUR MARNE;0933876;USM. GAGNY VOLLEY; 0/2;10-25,17-25;27-50;GYMNASE DE LA MAILLIÈRE;BARAN YUSUF;;
ACJEUNES;01;CFE003;2025-10-12;00:00;0779890;US LOGNES VOLLEY-BALL;0933876;USM. GAGNY VOLLEY; 0/2;21-25,16-25;37-50;GYMNASE DE LA MAILLIÈRE;BARAN YUSUF;;
