Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;07;CMA019;2023-04-02;11:00;0351417;RENNES ETUDIANTS CLUB;0921672;SAINT-CLOUD PARIS SF;;;;COURTEMANCHE;;;;
ACJEUNES;07;CMA020;2023-04-02;00:00;0921672;SAINT-CLOUD PARIS SF;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;;;;COURTEMANCHE;;;;
ACJEUNES;07;CMA021;2023-04-02;00:00;0351417;RENNES ETUDIANTS CLUB;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;;;;COURTEMANCHE;;;;
ACJEUNES;07;CMB019;2023-04-02;11:00;0442477;AILES SP BOUGUENAIS REZE;0868442;VOUILLE VOLLEY BALL;;;;GYMNASE LIBERGE;;;;
ACJEUNES;07;CMB020;2023-04-02;00:00;0868442;VOUILLE VOLLEY BALL;0640001;LESCAR PROMOTION VOLLEY-BALL;;;;GYMNASE LIBERGE;;;;
ACJEUNES;07;CMB021;2023-04-02;00:00;0442477;AILES SP BOUGUENAIS REZE;0640001;LESCAR PROMOTION VOLLEY-BALL;;;;GYMNASE LIBERGE;;;;
ACJEUNES;07;CMC019;2023-04-02;11:00;0757777;PUC VOLLEY-BALL;0788680;AS. SP DE SARTROUVILLE;;;;CHARPY;;;;
ACJEUNES;07;CMC020;2023-04-02;00:00;0788680;AS. SP DE SARTROUVILLE;0839557;FREJUS VAR VOLLEY;;;;CHARPY;;;;
ACJEUNES;07;CMC021;2023-04-02;00:00;0757777;PUC VOLLEY-BALL;0839557;FREJUS VAR VOLLEY;;;;CHARPY;;;;
ACJEUNES;07;CMD019;2023-04-02;11:00;0927953;ASNIERES VOLLEY 92;0929372;PLESSIS-ROBINSON VOLLEY-BALL;;;;GYMNASE DES COURTILLES;;;;
ACJEUNES;07;CMD020;2023-04-02;00:00;0929372;PLESSIS-ROBINSON VOLLEY-BALL;0599848;DUNKERQUE GRAND LITTORAL V.B.;;;;GYMNASE DES COURTILLES;;;;
ACJEUNES;07;CMD021;2023-04-02;00:00;0927953;ASNIERES VOLLEY 92;0599848;DUNKERQUE GRAND LITTORAL V.B.;;;;GYMNASE DES COURTILLES;;;;
ACJEUNES;07;CME019;2023-04-02;11:00;0575650;MAIZIERES ATHLETIC CLUB VOLLEY-BALL;0674157;STRASBOURG UNIVERSITE CLUB;;;;COMPLEXE CAMILLE MATHIEU;;;;
ACJEUNES;07;CME020;2023-04-02;00:00;0674157;STRASBOURG UNIVERSITE CLUB;0132346;MARIGNANE VOLLEY-BALL;;;;COMPLEXE CAMILLE MATHIEU;;;;
ACJEUNES;07;CME021;2023-04-02;00:00;0575650;MAIZIERES ATHLETIC CLUB VOLLEY-BALL;0132346;MARIGNANE VOLLEY-BALL;;;;COMPLEXE CAMILLE MATHIEU;;;;
ACJEUNES;07;CMF019;2023-04-02;11:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0699603;ASUL LYON VOLLEY BALL;;;;RENE BAILLIEU;;;;
ACJEUNES;07;CMF020;2023-04-02;00:00;0699603;ASUL LYON VOLLEY BALL;0060007;AS CANNES VOLLEY-BALL;;;;RENE BAILLIEU;;;;
ACJEUNES;07;CMF021;2023-04-02;00:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0060007;AS CANNES VOLLEY-BALL;;;;RENE BAILLIEU;;;;
ACJEUNES;07;CMG019;2023-04-02;11:00;0355169;VOLLEY BALL CLUB MALOUIN;0957908;V.B. CLUB ERMONT;;;;MARVILLE;;;;
ACJEUNES;07;CMG020;2023-04-02;00:00;0957908;V.B. CLUB ERMONT;0622126;HARNES VOLLEY-BALL;;;;MARVILLE;;;;
ACJEUNES;07;CMG021;2023-04-02;00:00;0355169;VOLLEY BALL CLUB MALOUIN;0622126;HARNES VOLLEY-BALL;;;;MARVILLE;;;;
ACJEUNES;07;CMH019;2023-04-02;11:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0344410;ASLJCROIX ARGENT MONTPELLIER;;;;SALLE RENE FRIARD;;;;
ACJEUNES;07;CMH020;2023-04-02;00:00;0344410;ASLJCROIX ARGENT MONTPELLIER;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL;;;;SALLE RENE FRIARD;;;;
ACJEUNES;07;CMH021;2023-04-02;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL;;;;SALLE RENE FRIARD;;;;
