Entit�;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;BMA001;2023-10-15;13:00;0068669;ETOILE SPORTIVE DE VILLENEUVE;0067689;US CAGNES VOLLEY-BALL; 0/2;11-25,8-25;19-50;GRANELLE;TOMOU RONAN;;
ACJEUNES;01;BMA002;2023-10-15;00:00;0067689;US CAGNES VOLLEY-BALL;0060050;PHENIX MARITIMUM VOLLEY; 2/0;25-11,25-18;50-29;GRANELLE;TOMOU RONAN;;
ACJEUNES;01;BMA003;2023-10-15;00:00;0068669;ETOILE SPORTIVE DE VILLENEUVE;0060050;PHENIX MARITIMUM VOLLEY; 0/2;20-25,17-25;37-50;GRANELLE;TOMOU RONAN;;
ACJEUNES;01;BMB001;2023-10-15;10:00;0064168;VOLLEY-BALL STADE LAURENTIN;0062509;OLYMPIQUES ANTIBES JUAN PINS; 1/2;25-16,15-25,14-16;54-57;JOSEPH PAGNOL;RUBIN THOMAS;;
ACJEUNES;01;BMB002;2023-10-15;00:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0060007;AS CANNES VOLLEY-BALL; 0/2;10-25,7-25;17-50;JOSEPH PAGNOL;RUBIN THOMAS;;
ACJEUNES;01;BMB003;2023-10-15;00:00;0064168;VOLLEY-BALL STADE LAURENTIN;0060007;AS CANNES VOLLEY-BALL; 0/2;7-25,4-25;11-50;JOSEPH PAGNOL;RUBIN THOMAS;;
ACJEUNES;01;BMC001;2023-10-15;11:00;0066927;NICE VOLLEY-BALL;0060036;PAYS DE GRASSE VOLLEY-BALL; 0/2;22-25,21-25;43-50;ESTIENNE D'ORVES;THODENIUS MICHELLE;;
ACJEUNES;01;BMC002;2023-10-15;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;02A5803;GFCA VOLLEY-BALL; 0/2;21-25,14-25;35-50;ESTIENNE D'ORVES;THODENIUS MICHELLE;;
ACJEUNES;01;BMC003;2023-10-15;00:00;0066927;NICE VOLLEY-BALL;02A5803;GFCA VOLLEY-BALL; 2/1;25-23,20-25,15-10;60-58;ESTIENNE D'ORVES;THODENIUS MICHELLE;;
ACJEUNES;01;BMD001;2023-10-15;10:00;0839557;FREJUS VAR VOLLEY;0060008;MANDELIEU LA NAPOULE V.B.; 1/2;19-25,28-26,9-15;56-66;HALLE DES PORTS SAINT CROIX;LECHAT CHRISTINE;;
