Entit�;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;CFA001;2022-10-16;11:00;0833584;SAINT-RAPHAEL VAR VOLLEY-BALL;0068669;ETOILE SPORTIVE DE VILLENEUVE; 2/0;25-13,25-16;50-29;SALLE PIERRE CLERE;RICOME LAURENT;CHASSAGNARD QUENTIN;
ACJEUNES;01;CFA002;2022-10-16;00:00;0068669;ETOILE SPORTIVE DE VILLENEUVE;0837251;VOLLEY BALL OLLIOULAIS; 0/2;5-25,8-25;13-50;SALLE PIERRE CLERE;CHASSAGNARD QUENTIN;RICOME LAURENT;
ACJEUNES;01;CFA003;2022-10-16;00:00;0833584;SAINT-RAPHAEL VAR VOLLEY-BALL;0837251;VOLLEY BALL OLLIOULAIS; 0/2;7-25,9-25;16-50;SALLE PIERRE CLERE;RICOME LAURENT;CHASSAGNARD QUENTIN;
ACJEUNES;01;CFB001;2022-10-16;11:00;0062701;ASS SPORTIVE DE MONACO;0066927;NICE VOLLEY-BALL; 2/0;25-11,25-19;50-30;MONEGHETTI;LEBONNOIS NOAM;;
ACJEUNES;01;CFB002;2022-10-16;00:00;0066927;NICE VOLLEY-BALL;0060036;PAYS DE GRASSE VOLLEY-BALL; 0/2;16-25,18-25;34-50;MONEGHETTI;LEBONNOIS NOAM;;
ACJEUNES;01;CFB003;2022-10-16;00:00;0062701;ASS SPORTIVE DE MONACO;0060036;PAYS DE GRASSE VOLLEY-BALL; 1/2;25-19,26-28,14-16;65-63;MONEGHETTI;LEBONNOIS NOAM;;
ACJEUNES;01;CFC001;2022-10-16;13:00;0068454;MUNICIPAL OLYMPIQUE MOUGINS;0060008;MANDELIEU LA NAPOULE V.B.; 0/2;18-25,9-25;27-50;ROGER DUHALDE;ALBERT DAVID;;
ACJEUNES;01;CFC002;2022-10-16;00:00;0060008;MANDELIEU LA NAPOULE V.B.;0067689;US CAGNES VOLLEY-BALL; 2/0;25-4,25-23;50-27;ROGER DUHALDE;ALBERT DAVID;;
ACJEUNES;01;CFC003;2022-10-16;00:00;0068454;MUNICIPAL OLYMPIQUE MOUGINS;0067689;US CAGNES VOLLEY-BALL; 2/0;25-20,25-17;50-37;ROGER DUHALDE;ALBERT DAVID;;
ACJEUNES;01;CFD001;2022-10-16;11:00;0132346;MARIGNANE VOLLEY-BALL;0132366;MASSALIA VOLLEY; 2/0;25-5,25-9;50-14;CARESTIER;MAHJOUBI DOUNIESSE;;
