Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;BMA001;2026-09-26;14:30;0264643;MONTELIMAR VOLLEY;0264654;VALENCE ACE;;;;MARGUERITE DURAS;AUDIARD MICHEL;;
ACJEUNES;01;BMA002;2026-09-26;00:00;0264654;VALENCE ACE;0349271;MONTPELLIER CASTELNAU VOLLEY-BALL;;;;MARGUERITE DURAS;;;
ACJEUNES;01;BMA003;2026-09-26;00:00;0264643;MONTELIMAR VOLLEY;0349271;MONTPELLIER CASTELNAU VOLLEY-BALL;;;;MARGUERITE DURAS;;;
ACJEUNES;01;BMB001;2026-09-26;14:30;0382201;GRENOBLE V.UNIVERSITE CLUB;0385990;US ST EGREVOISE;;;;GYMNASE MALHERBE;OUECHTATI BASSAM;;
ACJEUNES;01;BMB002;2026-09-26;00:00;0385990;US ST EGREVOISE;0388899;UN.SP.VALLEE DE LA GRESSE;;;;GYMNASE MALHERBE;;;
ACJEUNES;01;BMB003;2026-09-26;00:00;0382201;GRENOBLE V.UNIVERSITE CLUB;0388899;UN.SP.VALLEE DE LA GRESSE;;;;GYMNASE MALHERBE;;;
ACJEUNES;01;BMC001;2026-09-26;14:30;0380007;VOLLEY-BALL CLUB APPRIEU;0385507;FONTAINE VOLLEY;;;;L'ENVOL;ROMANTZOFF NICOLAS;;
ACJEUNES;01;BMC002;2026-09-26;00:00;0385507;FONTAINE VOLLEY;0699603;ASUL LYON VOLLEY BALL;;;;L'ENVOL;;;
ACJEUNES;01;BMC003;2026-09-26;00:00;0380007;VOLLEY-BALL CLUB APPRIEU;0699603;ASUL LYON VOLLEY BALL;;;;L'ENVOL;;;
ACJEUNES;01;BMD001;2026-09-26;14:30;0420015;ENTENTE FOREZIENNE VOLLEY-BALL;0429687;CLUB ATHLETIQUE DE ST ETIENNE;;;;SOCIO-SPORTIVE;DEVIS MAXIME;;
ACJEUNES;01;BMD002;2026-09-26;00:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0698828;VBC FRANCHEVILLE OUEST LYONNAIS;;;;SOCIO-SPORTIVE;;;
ACJEUNES;01;BMD003;2026-09-26;00:00;0420015;ENTENTE FOREZIENNE VOLLEY-BALL;0698828;VBC FRANCHEVILLE OUEST LYONNAIS;;;;SOCIO-SPORTIVE;;;
ACJEUNES;01;BME001;2026-09-26;14:30;0695668;VOLLEY BRON @ LYON LUMIERE;0693493;LYON CROIX-ROUSSE VOLLEY;;;;MUGUET;CARREAU ESTELLE;;
ACJEUNES;01;BME002;2026-09-26;00:00;0693493;LYON CROIX-ROUSSE VOLLEY;0735001;AMICALE LAIQUE CHAMBERY V.B.;;;;MUGUET;;;
ACJEUNES;01;BME003;2026-09-26;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0735001;AMICALE LAIQUE CHAMBERY V.B.;;;;MUGUET;;;
ACJEUNES;01;BMF001;2026-09-26;14:30;0690044;VOLLEY VAL DE SAONE;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;;;;SALLE DES SPORTS;EMBAYA MAJED;;
ACJEUNES;01;BMF002;2026-09-26;00:00;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;0698293;U.S. MEYZIEU VOLLEY-BALL;;;;SALLE DES SPORTS;;;
ACJEUNES;01;BMF003;2026-09-26;00:00;0690044;VOLLEY VAL DE SAONE;0698293;U.S. MEYZIEU VOLLEY-BALL;;;;SALLE DES SPORTS;;;
ACJEUNES;01;BMG001;2026-09-26;14:30;0218956;CLUB SPOR. FONTAINE LES DIJON;0714076;VBC CHALON SUR SAONE;;;;GYMNASE DES CORTOTS;;;
ACJEUNES;01;BMG002;2026-09-26;00:00;0714076;VBC CHALON SUR SAONE;0102303;PATRONAGE LAIQUE 010 V.B.;;;;GYMNASE DES CORTOTS;;;
ACJEUNES;01;BMG003;2026-09-26;00:00;0218956;CLUB SPOR. FONTAINE LES DIJON;0102303;PATRONAGE LAIQUE 010 V.B.;;;;GYMNASE DES CORTOTS;;;
ACJEUNES;01;BMH001;2026-09-26;14:30;0223997;ASPTT LANNION;0228400;CESSON VOLLEY SAINT-BRIEUC COTES D'ARMOR;;;;SALLE MICHEL CONDOM;;;
ACJEUNES;01;BMH002;2026-09-26;00:00;0228400;CESSON VOLLEY SAINT-BRIEUC COTES D'ARMOR;0299370;QUIMPER VOLLEY 29;;;;SALLE MICHEL CONDOM;;;
ACJEUNES;01;BMH003;2026-09-26;00:00;0223997;ASPTT LANNION;0299370;QUIMPER VOLLEY 29;;;;SALLE MICHEL CONDOM;;;
ACJEUNES;01;BMI001;2026-09-26;14:30;0358885;ENT.SP.CULT. MOULINS;0356181;AS DE CHANTEPIE;;;;SALLE DES SPORTS;;;
ACJEUNES;01;BMI002;2026-09-26;00:00;0356181;AS DE CHANTEPIE;0534442;ASPTT LAVAL;;;;SALLE DES SPORTS;;;
ACJEUNES;01;BMI003;2026-09-26;00:00;0358885;ENT.SP.CULT. MOULINS;0534442;ASPTT LAVAL;;;;SALLE DES SPORTS;;;
