Entit�;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;JFA001;2022-10-16;11:00;0351506;LES BLEUETS PORTES DE BRETAGNE VB;0491492;SPORTING CLUB DE L OUEST; 0/2;7-25,12-25;19-50;SALLE DES SPORTS;CHABROL JEROME;MARIN ANTHONY;
ACJEUNES;01;JFA002;2022-10-16;00:00;0491492;SPORTING CLUB DE L OUEST;0857865;MONTAIGU-VENDEE BOUFFERE VOLLEY-BALL; 2/0;25-10,25-14;50-24;SALLE DES SPORTS;MARIN ANTHONY;CHABROL JEROME;
ACJEUNES;01;JFA003;2022-10-16;00:00;0351506;LES BLEUETS PORTES DE BRETAGNE VB;0857865;MONTAIGU-VENDEE BOUFFERE VOLLEY-BALL; 2/0;25-22,25-15;50-37;SALLE DES SPORTS;CHABROL JEROME;MARIN ANTHONY;
ACJEUNES;01;JFB001;2022-10-16;11:00;0458478;SMOC ST-JEAN DE BRAYE;0917023;ENTENTE SPORTIVE YERROISE; 0/2;6-25,10-25;16-50;ESPACE MARCEL JORIOT;LANGELUS CHRISTINE;THOMAS PATRICE;
ACJEUNES;01;JFB002;2022-10-16;00:00;0917023;ENTENTE SPORTIVE YERROISE;0898444;SENS VOLLEY 89; 0/2;23-25,21-25;44-50;ESPACE MARCEL JORIOT;LANGELUS CHRISTINE;;
ACJEUNES;01;JFB003;2022-10-16;00:00;0458478;SMOC ST-JEAN DE BRAYE;0898444;SENS VOLLEY 89; 0/2;6-25,1-25;7-50;ESPACE MARCEL JORIOT;LANGELUS CHRISTINE;;
ACJEUNES;01;JFC001;2022-10-16;11:00;0455556;NEUVILLE SPORTS;0456398;U.S.ORLEANS VOLLEY-BALL; 2/0;25-21,25-17;50-38;COMPLEXE SPORTIF;PERCEVIC DRAGAN;;
ACJEUNES;01;JFC002;2022-10-16;00:00;0456398;U.S.ORLEANS VOLLEY-BALL;0279428;EVREUX VOLLEY-BALL; 0/2;7-25,9-25;16-50;COMPLEXE SPORTIF;PERCEVIC DRAGAN;;
ACJEUNES;01;JFC003;2022-10-16;00:00;0455556;NEUVILLE SPORTS;0279428;EVREUX VOLLEY-BALL; 0/2;19-25,12-25;31-50;COMPLEXE SPORTIF;PERCEVIC DRAGAN;;
ACJEUNES;01;JFD001;2022-10-16;14:30;0138032;PAYS D'AIX VENELLES V.B.;0842404;JONQUIERES VOLLEY-BALL; 2/0;25-7,25-14;50-21;HALLE DES SPORTS;MIELNIK THOMAS;BELDICO THOMAS;
ACJEUNES;01;JFD002;2022-10-16;00:00;0842404;JONQUIERES VOLLEY-BALL;0136761;ISTRES PROVENCE VOLLEY; 0/2;6-25,15-25;21-50;HALLE DES SPORTS;BELDICO THOMAS;MIELNIK THOMAS;
ACJEUNES;01;JFD003;2022-10-16;00:00;0138032;PAYS D'AIX VENELLES V.B.;0136761;ISTRES PROVENCE VOLLEY; 2/0;25-18,25-16;50-34;HALLE DES SPORTS;BELDICO THOMAS;MIELNIK THOMAS;
ACJEUNES;01;JFE001;2022-10-16;11:00;0698769;PAT. LAIQUE VILLETTE PAUL BERT;0382201;GRENOBLE V.UNIVERSITE CLUB; 0/2;13-25,14-25;27-50;TONY BERTRAND;SOUAK LYDIA;TURKI ILLIECE;
ACJEUNES;01;JFE002;2022-10-16;00:00;0382201;GRENOBLE V.UNIVERSITE CLUB;0420015;ENTENTE FOREZIENNE VOLLEY-BALL; 2/0;25-9,25-6;50-15;TONY BERTRAND;SOUAK LYDIA;;
