Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;BFA001;2022-10-16;14:00;0883902;CAM D'EPINAL;0883725;SAINT DIE DES VOSGES VOLLEY BALL; 0/2;10-25,7-25;17-50;GYMNASE LAPICQUE;RANDY MATTÉO;;
ACJEUNES;01;BFA002;2022-10-16;00:00;0883725;SAINT DIE DES VOSGES VOLLEY BALL;0714076;VBC CHALON SUR SAONE; 2/0;25-5,25-14;50-19;GYMNASE LAPICQUE;RANDY MATTÉO;;
ACJEUNES;01;BFA003;2022-10-16;00:00;0883902;CAM D'EPINAL;0714076;VBC CHALON SUR SAONE; 2/0;25-21,25-12;50-33;GYMNASE LAPICQUE;RANDY MATTÉO;;
ACJEUNES;01;BFB001;2022-10-16;11:00;0688103;VOLLEY-BALL PFASTATT;0686625;AS SP ENTREMONT RIXHEIM; 0/2;16-25,7-25;23-50;COSEC;SAHIR SYLIA;;
ACJEUNES;01;BFB002;2022-10-16;00:00;0686625;AS SP ENTREMONT RIXHEIM;0687706;VOLLEY-BALL CLUB D'ENSISHEIM; 2/0;25-9,25-11;50-20;COSEC;SAHIR SYLIA;;
ACJEUNES;01;BFB003;2022-10-16;00:00;0688103;VOLLEY-BALL PFASTATT;0687706;VOLLEY-BALL CLUB D'ENSISHEIM; 0/2;21-25,23-25;44-50;COSEC;SAHIR SYLIA;;
ACJEUNES;01;BFC001;2022-10-16;11:00;0673909;SPORT CLUB SELESTAT V.B.;0686394;VBC KINGERSHEIM; 0/2;16-25,9-25;25-50;GYMNASE KOEBERLÉ;MARCINIAK GUILLAUME;;
ACJEUNES;01;BFC002;2022-10-16;00:00;0686394;VBC KINGERSHEIM;0686392;VOLLEY MULHOUSE ALSACE; 1/2;25-20,16-25,11-15;52-60;GYMNASE KOEBERLÉ;MARCINIAK GUILLAUME;;
ACJEUNES;01;BFC003;2022-10-16;00:00;0673909;SPORT CLUB SELESTAT V.B.;0686392;VOLLEY MULHOUSE ALSACE; 0/2;10-25,9-25;19-50;GYMNASE KOEBERLÉ;MARCINIAK GUILLAUME;;
ACJEUNES;01;BFD001;2022-10-16;11:00;0674390;CER.SPORT.TRICOLORE SAVERNE;0674157;STRASBOURG UNIVERSITE CLUB; 0/2;22-25,22-25;44-50;GYMNASE DES SOURCES;COSSON FREDERIC;;
