Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;MFA001;2022-10-09;09:30;0757954;PARIS AMICALE CAMOU;0925271;ISSY LES MOULINEAUX V.B.; 2/0;25-4,25-9;50-13;DUPLEIX;ZURBACH KILIAN;;
ACJEUNES;01;MFA002;2022-10-09;00:00;0925271;ISSY LES MOULINEAUX V.B.;0943861;CNM CHARENTON; 0/2;10-25,15-25;25-50;DUPLEIX;ZURBACH KILIAN;;
ACJEUNES;01;MFA003;2022-10-09;00:00;0757954;PARIS AMICALE CAMOU;0943861;CNM CHARENTON; 2/0;25-3,25-7;50-10;DUPLEIX;ZURBACH KILIAN;;
ACJEUNES;01;MFB001;2022-10-09;11:00;0454144;ETUDIANT CLUB ORLEANAIS;0455556;NEUVILLE SPORTS; 0/2;3-25,4-25;7-50;GYMNASE ARGONAUTE;BOTRALAHY DEVILLE FREDERICK;LANGELUS CHRISTINE;
ACJEUNES;01;MFB002;2022-10-09;00:00;0455556;NEUVILLE SPORTS;0286397;CHATEAUDUN VOLLEY-BALL; 2/0;25-10,25-14;50-24;GYMNASE ARGONAUTE;LANGELUS CHRISTINE;BOTRALAHY DEVILLE FREDERICK;
ACJEUNES;01;MFB003;2022-10-09;00:00;0454144;ETUDIANT CLUB ORLEANAIS;0286397;CHATEAUDUN VOLLEY-BALL; 0/2;20-25,16-25;36-50;GYMNASE ARGONAUTE;BOTRALAHY DEVILLE FREDERICK;LANGELUS CHRISTINE;
ACJEUNES;01;MFC001;2022-10-09;11:00;0923757;ASS SPORTIVE FONTENAYSIENNE;0757777;PUC VOLLEY-BALL; 0/2;9-25,2-25;11-50;HALLE SPORTIVE DU PANORAMA;DAUGABEL EMILIE;;
ACJEUNES;01;MFC002;2022-10-09;00:00;0757777;PUC VOLLEY-BALL;0912701;PORTES DE L'ESSONNE VOLLEY-BALL; 2/0;25-5,25-15;50-20;HALLE SPORTIVE DU PANORAMA;DAUGABEL EMILIE;;
ACJEUNES;01;MFC003;2022-10-09;00:00;0923757;ASS SPORTIVE FONTENAYSIENNE;0912701;PORTES DE L'ESSONNE VOLLEY-BALL; 2/0;25-22,25-23;50-45;HALLE SPORTIVE DU PANORAMA;DAUGABEL EMILIE;;
ACJEUNES;01;MFD001;2022-10-09;10:00;0931960;PANTIN VOLLEY;0750043;SPORTING CLUB NORD PARISIEN; 2/0;25-18,25-12;50-30;MAURICE BAQUET;PIGNAC JEANNE;;
ACJEUNES;01;MFD002;2022-10-09;00:00;0750043;SPORTING CLUB NORD PARISIEN;0779890;US LOGNES VOLLEY-BALL; 0/2;19-25,13-25;32-50;MAURICE BAQUET;PIGNAC JEANNE;;
ACJEUNES;01;MFD003;2022-10-09;00:00;0931960;PANTIN VOLLEY;0779890;US LOGNES VOLLEY-BALL; 0/2;18-25,21-25;39-50;MAURICE BAQUET;PIGNAC JEANNE;;
ACJEUNES;01;MFE001;2022-10-09;11:00;0938427;NOISY LE GRAND VOLLEY-BALL;0776894;VB TORCY MARNE LA VALLEE; 2/0;25-15,25-23;50-38;GYMNASE DES COTEAUX;REGARD SANDRINE;;
ACJEUNES;01;MFE002;2022-10-09;00:00;0776894;VB TORCY MARNE LA VALLEE;0927953;ASNIERES VOLLEY 92; 0/2;15-25,8-25;23-50;GYMNASE DES COTEAUX;REGARD SANDRINE;;
ACJEUNES;01;MFE003;2022-10-09;00:00;0938427;NOISY LE GRAND VOLLEY-BALL;0927953;ASNIERES VOLLEY 92; 0/2;17-25,14-25;31-50;GYMNASE DES COTEAUX;REGARD SANDRINE;;
ACJEUNES;01;MFF001;2022-10-09;11:00;0922431;ACBB;0784696;AS VOLLEY-BALL VELIZY; 0/2;9-25,10-25;19-50;COSEC DES DOMINICAINES;MAZZON JEREMY;;
ACJEUNES;01;MFF002;2022-10-09;00:00;0784696;AS VOLLEY-BALL VELIZY;0946784;VINCENNES VOLLEY CLUB; 2/0;25-23,25-19;50-42;COSEC DES DOMINICAINES;MAZZON JEREMY;;
ACJEUNES;01;MFF003;2022-10-09;00:00;0922431;ACBB;0946784;VINCENNES VOLLEY CLUB; 0/2;29-31,18-25;47-56;COSEC DES DOMINICAINES;MAZZON JEREMY;;
ACJEUNES;01;MFG001;2022-10-09;11:00;0929372;PLESSIS-ROBINSON VOLLEY-BALL;0921673;ANTONY VOLLEY; 2/0;25-6,25-9;50-15;JOLIOT CURIE;EMERY SAMMY;;
ACJEUNES;01;MFG002;2022-10-09;00:00;0921673;ANTONY VOLLEY;0941104;ENTENTE SPORTIVE DE VILLIERS; 0/2;22-25,12-25;34-50;JOLIOT CURIE;EMERY SAMMY;;
ACJEUNES;01;MFG003;2022-10-09;00:00;0929372;PLESSIS-ROBINSON VOLLEY-BALL;0941104;ENTENTE SPORTIVE DE VILLIERS; 2/0;25-8,25-13;50-21;JOLIOT CURIE;EMERY SAMMY;;
ACJEUNES;01;MFH001;2022-10-09;11:00;0921672;SAINT-CLOUD PARIS SF;0758726;SPORTING CLUB PARIS VOLLEY; 2/0;25-4,25-12;50-16;GYMNASE VERHAEREN;QUINTIN ELIOT;;
ACJEUNES;01;MFH002;2022-10-09;00:00;0758726;SPORTING CLUB PARIS VOLLEY;0786162;VOLLEY-CLUB PLAISIR-VILLEPREUX; 2/1;26-24,19-25,15-13;60-62;GYMNASE VERHAEREN;QUINTIN ELIOT;;
ACJEUNES;01;MFH003;2022-10-09;00:00;0921672;SAINT-CLOUD PARIS SF;0786162;VOLLEY-CLUB PLAISIR-VILLEPREUX; 2/0;25-5,25-7;50-12;GYMNASE VERHAEREN;QUINTIN ELIOT;;
ACJEUNES;01;MFI001;2022-10-09;11:00;0941410;VIE AU GRAND AIR DE ST MAUR;0917024;ASSOCIATION VOLLEY-BALL DU VAL D'YERRES; 2/1;19-25,25-18,17-15;61-58;BROSSOLETTE;SILVEIRA SOARES LAIS;;
ACJEUNES;01;MFI002;2022-10-09;00:00;0917024;ASSOCIATION VOLLEY-BALL DU VAL D'YERRES;0783185;VESINET STADE ST-GERMANOIS VB; 2/0;25-15,25-21;50-36;BROSSOLETTE;SILVEIRA SOARES LAIS;;
ACJEUNES;01;MFI003;2022-10-09;00:00;0941410;VIE AU GRAND AIR DE ST MAUR;0783185;VESINET STADE ST-GERMANOIS VB; 2/0;25-15,25-23;50-38;BROSSOLETTE;SILVEIRA SOARES LAIS;;
ACJEUNES;01;MFJ001;2022-10-09;11:00;0293600;SAINT-RENAN IROISE VOLLEY;0299615;HEOL SANTEC; 0/2;22-25,10-25;32-50;SALLE GUYADER;KERAUTRET MATTEO;STREE ARTHUR;
ACJEUNES;01;MFJ002;2022-10-09;00:00;0299615;HEOL SANTEC;0299370;QUIMPER VOLLEY 29; 0/2;16-25,23-25;39-50;SALLE GUYADER;KERAUTRET MATTEO;STREE ARTHUR;
ACJEUNES;01;MFJ003;2022-10-09;00:00;0293600;SAINT-RENAN IROISE VOLLEY;0299370;QUIMPER VOLLEY 29; 0/2;14-25,12-25;26-50;SALLE GUYADER;STREE ARTHUR;KERAUTRET MATTEO;
ACJEUNES;01;MFK001;2022-10-09;11:00;0228400;CESSON VOLLEY SAINT-BRIEUC COTES D'ARMOR;0223997;ASPTT LANNION; 2/0;25-18,25-6;50-24;GYMNASE DE BEAUFEUILLAGE;LECLERC ARNAUD;ALIX POL;
ACJEUNES;01;MFK002;2022-10-09;00:00;0223997;ASPTT LANNION;0352962;JEANNE D ARC DE RENNES; 1/2;15-25,25-19,6-15;46-59;GYMNASE DE BEAUFEUILLAGE;ALIX POL;LECLERC ARNAUD;
ACJEUNES;01;MFK003;2022-10-09;00:00;0228400;CESSON VOLLEY SAINT-BRIEUC COTES D'ARMOR;0352962;JEANNE D ARC DE RENNES; 2/0;25-7,25-9;50-16;GYMNASE DE BEAUFEUILLAGE;LECLERC ARNAUD;ALIX POL;
ACJEUNES;01;MFL001;2022-10-09;10:00;0567745;PAYS D'AURAY VOLLEY-BALL;0564003;VANNES VOLLEY 56; 2/0;25-14,25-13;50-27;SALLE DE LA FORÊT;COULIN NINON;GAUDEL MARC;
ACJEUNES;01;MFL002;2022-10-09;00:00;0564003;VANNES VOLLEY 56;0293606;KLOAR-AVEN VB 29; 2/0;25-9,25-10;50-19;SALLE DE LA FORÊT;COULIN NINON;GAUDEL MARC;
ACJEUNES;01;MFL003;2022-10-09;00:00;0567745;PAYS D'AURAY VOLLEY-BALL;0293606;KLOAR-AVEN VB 29; 2/0;25-5,25-8;50-13;SALLE DE LA FORÊT;COULIN NINON;GAUDEL MARC;
ACJEUNES;01;MFM001;2022-10-09;10:00;0351478;SAINT-MEDARD TORCE VOLLEY-BALL;0351417;RENNES ETUDIANTS CLUB; 0/2;14-25,7-25;21-50;SDP LOUVIGNÉ DE BAIS;ANTONIO LOUKAS;MARIN CATHERINE;
ACJEUNES;01;MFM002;2022-10-09;00:00;0351417;RENNES ETUDIANTS CLUB;0355169;VOLLEY BALL CLUB MALOUIN; 2/0;25-8,25-8;50-16;SDP LOUVIGNÉ DE BAIS;ANTONIO LOUKAS;MARIN CATHERINE;
ACJEUNES;01;MFM003;2022-10-09;00:00;0351478;SAINT-MEDARD TORCE VOLLEY-BALL;0355169;VOLLEY BALL CLUB MALOUIN; 2/0;25-17,25-9;50-26;SDP LOUVIGNÉ DE BAIS;ANTONIO LOUKAS;MARIN CATHERINE;
ACJEUNES;01;MFN001;2022-10-09;10:00;0358314;MONTGERMONT VOLLEY-BALL CLUB;0351447;LOUVIGNE DE BAIS VOLLEY-BALL; 1/2;23-25,25-16,13-15;61-56;COMPLEXE DE LA DUCHESSE ANNE;DE SAGAZAN OLIVIER;FOUCHARD LUCAS;
ACJEUNES;01;MFN002;2022-10-09;00:00;0351447;LOUVIGNE DE BAIS VOLLEY-BALL;0351428;E.SP. CANTON DE PIPRIAC V.B.; 0/2;12-25,26-28;38-53;COMPLEXE DE LA DUCHESSE ANNE;FOUCHARD LUCAS;DE SAGAZAN OLIVIER;
ACJEUNES;01;MFN003;2022-10-09;00:00;0358314;MONTGERMONT VOLLEY-BALL CLUB;0351428;E.SP. CANTON DE PIPRIAC V.B.; 0/2;15-25,18-25;33-50;COMPLEXE DE LA DUCHESSE ANNE;DE SAGAZAN OLIVIER;;
ACJEUNES;01;MFO001;2022-10-09;09:00;0495345;AS SAINT-BARTHELEMY D'ANJOU V.B.;0491492;SPORTING CLUB DE L OUEST; 1/2;10-25,25-23,12-15;47-63;SALLE DE LA GEMMETRIE;ETOURNAY ROMAIN;;
ACJEUNES;01;MFO002;2022-10-09;00:00;0491492;SPORTING CLUB DE L OUEST;0534442;ASPTT LAVAL; 2/1;26-24,23-25,15-6;64-55;SALLE DE LA GEMMETRIE;ETOURNAY ROMAIN;;
ACJEUNES;01;MFO003;2022-10-09;00:00;0495345;AS SAINT-BARTHELEMY D'ANJOU V.B.;0534442;ASPTT LAVAL; 0/2;14-25,15-25;29-50;SALLE DE LA GEMMETRIE;ETOURNAY ROMAIN;;
ACJEUNES;01;MFP001;2022-10-09;11:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0857865;MONTAIGU-VENDEE BOUFFERE VOLLEY-BALL; 2/0;25-0,25-0;50-0;JEAN JAHAN 2;SEVILEANU BOUREL ROMANN;OLIVIER BENOIT;
ACJEUNES;01;MFP002;2022-10-09;00:00;0857865;MONTAIGU-VENDEE BOUFFERE VOLLEY-BALL;0449605;ST NAZAIRE VB ATLANTIQUE; 0/2;4-25,16-25;20-50;JEAN JAHAN 2;OLIVIER BENOIT;SEVILEANU BOUREL ROMANN;
ACJEUNES;01;MFP003;2022-10-09;00:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0449605;ST NAZAIRE VB ATLANTIQUE; 2/0;25-10,25-14;50-24;JEAN JAHAN 2;SEVILEANU BOUREL ROMANN;OLIVIER BENOIT;
ACJEUNES;01;MFQ001;2022-10-09;11:00;0858359;EVEIL SPORTIF FLORENTIN VOLLEY-BALL;0858891;LA ROCHE/YON VOLLEY-BALL; 2/1;25-15,17-25,15-7;57-47;SALLE MILLÉNIUM;BLANLOEIL ROMANE;RICHARD MAELYNE;
ACJEUNES;01;MFQ002;2022-10-09;00:00;0858891;LA ROCHE/YON VOLLEY-BALL;0795925;NIORT VOLLEY BALL; 2/0;25-18,25-10;50-28;SALLE MILLÉNIUM;BLANLOEIL ROMANE;RICHARD MAELYNE;
ACJEUNES;01;MFQ003;2022-10-09;00:00;0858359;EVEIL SPORTIF FLORENTIN VOLLEY-BALL;0795925;NIORT VOLLEY BALL; 2/0;25-11,25-18;50-29;SALLE MILLÉNIUM;RICHARD MAELYNE;BLANLOEIL ROMANE;
ACJEUNES;01;MFR001;2022-10-09;11:00;0856917;A.S.L. VENDEE VOLLEY-BALL;0858707;VENDRENNES VOLLEY-BALL; 2/0;25-13,25-9;50-22;OCEANE;GUICHARD SEGARD ENOLA;LOIZEAU VALENTINE;
ACJEUNES;01;MFR002;2022-10-09;00:00;0858707;VENDRENNES VOLLEY-BALL;0497783;ENTENTE CHOLETAISE VOLLEY-BALL; 0/2;1-25,13-25;14-50;OCEANE;GUICHARD SEGARD ENOLA;LOIZEAU VALENTINE;
ACJEUNES;01;MFR003;2022-10-09;00:00;0856917;A.S.L. VENDEE VOLLEY-BALL;0497783;ENTENTE CHOLETAISE VOLLEY-BALL; 2/0;25-22,25-18;50-40;OCEANE;LOIZEAU VALENTINE;GUICHARD SEGARD ENOLA;
ACJEUNES;01;MFS001;2022-10-09;11:00;0338606;VOLLEY BALL CLUB LE HAILLAN;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 2/0;25-6,25-11;50-17;BEL AIR;BILLOTTE EMELINE;CLAVIER ARNAUD;
ACJEUNES;01;MFS002;2022-10-09;00:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0330014;J.S.A. BORDEAUX; 0/2;24-26,17-25;41-51;BEL AIR;BILLOTTE EMELINE;CLAVIER ARNAUD;
ACJEUNES;01;MFS003;2022-10-09;00:00;0338606;VOLLEY BALL CLUB LE HAILLAN;0330014;J.S.A. BORDEAUX; 2/0;25-10,25-15;50-25;BEL AIR;CLAVIER ARNAUD;BILLOTTE EMELINE;
ACJEUNES;01;MFT001;2022-10-09;10:00;0334980;UNION SPORTIVE TALENCAISE;0335197;SPORT ATHLETIQUE MERIGNACAIS; 0/2;11-25,8-25;19-50;LÉO LAGRANGE;ESSILINI ANAIS;GUILLAUMIN YANNIS;
ACJEUNES;01;MFT002;2022-10-09;00:00;0335197;SPORT ATHLETIQUE MERIGNACAIS;0476720;AL VILLENEUVE SUR LOT; 2/0;25-7,25-18;50-25;LÉO LAGRANGE;GUILLAUMIN YANNIS;ESSILINI ANAIS;
ACJEUNES;01;MFT003;2022-10-09;00:00;0334980;UNION SPORTIVE TALENCAISE;0476720;AL VILLENEUVE SUR LOT; 0/2;22-25,20-25;42-50;LÉO LAGRANGE;ESSILINI ANAIS;GUILLAUMIN YANNIS;
ACJEUNES;01;MFU001;2022-10-09;11:00;0862447;ALTERNA STADE POITEVIN VOLLEY BALL;0869249;CISSE VOLLEY-BALL; 2/0;25-7,25-8;50-15;LAWSON BODY;PINOGES GUY;CHATAIGNEAU BERNARD;
ACJEUNES;01;MFU002;2022-10-09;00:00;0869249;CISSE VOLLEY-BALL;0866049;UNION SPORTIVE VIVONNE; 0/2;13-25,13-25;26-50;LAWSON BODY;PINOGES GUY;CHATAIGNEAU BERNARD;
ACJEUNES;01;MFU003;2022-10-09;00:00;0862447;ALTERNA STADE POITEVIN VOLLEY BALL;0866049;UNION SPORTIVE VIVONNE; 0/2;13-25,16-25;29-50;LAWSON BODY;CHATAIGNEAU BERNARD;PINOGES GUY;
ACJEUNES;01;MFV001;2022-10-09;10:00;0640001;LESCAR PYRENEES VOLLEY-BALL;0646282;MJC LES FLEURS DE PAU; 0/2;18-25,14-25;32-50;COMPLEXE SPORTIF DU MOULIN;BRAIN JEROME;JUAREZ MESSINA SAYRI;
ACJEUNES;01;MFV002;2022-10-09;00:00;0646282;MJC LES FLEURS DE PAU;0645951;VOLLEY BALL DU LUY DE BEARN; 2/0;25-12,25-14;50-26;COMPLEXE SPORTIF DU MOULIN;BRAIN JEROME;JUAREZ MESSINA SAYRI;
ACJEUNES;01;MFV003;2022-10-09;00:00;0640001;LESCAR PYRENEES VOLLEY-BALL;0645951;VOLLEY BALL DU LUY DE BEARN; 2/1;25-23,19-25,15-12;59-60;COMPLEXE SPORTIF DU MOULIN;JUAREZ MESSINA SAYRI;BRAIN JEROME;
