Entit�;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;JMA001;2022-10-16;11:00;0067689;US CAGNES VOLLEY-BALL;0066927;NICE VOLLEY-BALL; 0/2;16-25,23-25;39-50;JULES VERNE;TOUSSAINT ANDRE-LUC;;
ACJEUNES;01;JMA002;2022-10-16;00:00;0066927;NICE VOLLEY-BALL;0060008;MANDELIEU LA NAPOULE V.B.; 2/0;25-12,25-17;50-29;JULES VERNE;TOUSSAINT ANDRE-LUC;;
ACJEUNES;01;JMA003;2022-10-16;00:00;0067689;US CAGNES VOLLEY-BALL;0060008;MANDELIEU LA NAPOULE V.B.; 0/2;18-25,15-25;33-50;JULES VERNE;TOUSSAINT ANDRE-LUC;;
ACJEUNES;01;JMB001;2022-10-16;14:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0060007;AS CANNES VOLLEY-BALL; 0/2;7-25,8-25;15-50;BERTONE;TOURNAIRE GUY;;
ACJEUNES;01;JMB002;2022-10-16;00:00;0060007;AS CANNES VOLLEY-BALL;0064168;VOLLEY-BALL STADE LAURENTIN; 2/0;25-9,25-15;50-24;BERTONE;TOURNAIRE GUY;;
ACJEUNES;01;JMB003;2022-10-16;00:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0064168;VOLLEY-BALL STADE LAURENTIN; 0/2;24-26,21-25;45-51;BERTONE;TOURNAIRE GUY;;
ACJEUNES;01;JMC001;2022-10-16;11:00;0134290;MARTIGUES VOLLEY-BALL;0132365;AIX UNIVERSITE CLUB 13 VOLLEY-BALL; 2/1;25-23,25-27,15-10;65-60;JULIEN OLIVE;MONTAGNESE OLIVIER;LEQUINT MAXIME;
ACJEUNES;01;JMC002;2022-10-16;00:00;0132365;AIX UNIVERSITE CLUB 13 VOLLEY-BALL;0488321;MENDE VOLLEY LOZERE; 1/2;13-25,25-23,8-15;46-63;JULIEN OLIVE;MONTAGNESE OLIVIER;LEQUINT MAXIME;
ACJEUNES;01;JMC003;2022-10-16;00:00;0134290;MARTIGUES VOLLEY-BALL;0488321;MENDE VOLLEY LOZERE; 0/2;17-25,15-25;32-50;JULIEN OLIVE;LEQUINT MAXIME;MONTAGNESE OLIVIER;
ACJEUNES;01;JMD001;2022-10-16;11:00;0132351;SALON VOLLEY;0349271;MONTPELLIER CASTELNAU VOLLEY UNIVERSITE CLUB; 0/2;11-25,8-25;19-50;LURIAN;MBARKI BILAL;KHELLAF FREDERIC;
ACJEUNES;01;JMD002;2022-10-16;00:00;0349271;MONTPELLIER CASTELNAU VOLLEY UNIVERSITE CLUB;0264643;MONTELIMAR VOLLEY; 2/0;25-12,25-12;50-24;LURIAN;KHELLAF FREDERIC;MBARKI BILAL;
ACJEUNES;01;JMD003;2022-10-16;00:00;0132351;SALON VOLLEY;0264643;MONTELIMAR VOLLEY; 2/0;25-17,25-21;50-38;LURIAN;MBARKI BILAL;KHELLAF FREDERIC;
ACJEUNES;01;JME001;2022-10-16;12:00;0343330;ARAGO DE SETE VOLLEY-BALL;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL; 1/2;25-21,20-25,10-15;55-61;HALLE LOUIS MARTY;BOURGUIBI ABDESAMAD;GAY PHILIPPE;
ACJEUNES;01;JME002;2022-10-16;00:00;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL;0139175;AUBAGNE CARNOUX VOLLEY-BALL; 2/0;25-12,25-17;50-29;HALLE LOUIS MARTY;GAY PHILIPPE;BOURGUIBI ABDESAMAD;
