Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;07;MMA019;2022-04-10;11:00;0839557;FREJUS VAR VOLLEY;0757777;PUC VOLLEY-BALL; 2/0;25-16,25-9;50-25;HALLE DES PORTS SAINT CROIX;BELDICO THOMAS;LE NOTRE GABRIEL;;
ACJEUNES;07;MMA020;2022-04-10;00:00;0757777;PUC VOLLEY-BALL;0929372;PLESSIS-ROBINSON VOLLEY-BALL; 0/2;11-25,19-25;30-50;HALLE DES PORTS SAINT CROIX;BELDICO THOMAS;LE NOTRE GABRIEL;;
ACJEUNES;07;MMA021;2022-04-10;00:00;0839557;FREJUS VAR VOLLEY;0929372;PLESSIS-ROBINSON VOLLEY-BALL; 2/1;25-23,19-25,18-16;62-64;HALLE DES PORTS SAINT CROIX;LE NOTRE GABRIEL;BELDICO THOMAS;;
ACJEUNES;07;MMB019;2022-04-10;10:00;0351428;E.SP. CANTON DE PIPRIAC V.B.;0343330;ARAGO DE SETE VOLLEY-BALL; 0/2;10-25,15-25;25-50;COMPLEXE DES TERRES ROUGES;CHARAUD PASCAL;CHABROL JEROME;;
ACJEUNES;07;MMB020;2022-04-10;00:00;0343330;ARAGO DE SETE VOLLEY-BALL;0132348;MARSEILLE VOLLEY 13; 2/0;25-19,25-16;50-35;COMPLEXE DES TERRES ROUGES;CHABROL JEROME;CHARAUD PASCAL;;
ACJEUNES;07;MMB021;2022-04-10;00:00;0351428;E.SP. CANTON DE PIPRIAC V.B.;0132348;MARSEILLE VOLLEY 13; 1/2;21-25,25-20,10-15;56-60;COMPLEXE DES TERRES ROUGES;CHARAUD PASCAL;CHABROL JEROME;;
ACJEUNES;07;MMC019;2022-04-10;11:00;0374861;TOURS VOLLEY-BALL;0286397;CHATEAUDUN VOLLEY-BALL; 2/0;25-17,26-24;51-41;SALLE GRENON;DE PARIS SÉBASTIEN;NAVARRO LUCAS;;
ACJEUNES;07;MMC020;2022-04-10;00:00;0286397;CHATEAUDUN VOLLEY-BALL;0674157;STRASBOURG UNIVERSITE CLUB; 1/2;29-27,16-25,13-15;58-67;SALLE GRENON;DE PARIS SÉBASTIEN;NAVARRO LUCAS;;
ACJEUNES;07;MMC021;2022-04-10;00:00;0374861;TOURS VOLLEY-BALL;0674157;STRASBOURG UNIVERSITE CLUB; 2/0;25-17,25-20;50-37;SALLE GRENON;NAVARRO LUCAS;DE PARIS SÉBASTIEN;;
ACJEUNES;07;MMD019;2022-04-10;11:00;0788680;AS. SP DE SARTROUVILLE;0946784;VINCENNES VOLLEY CLUB; 2/0;25-21,25-23;50-44;CARNOT;DE CASTRO MIGUEL;MARTUCCIELLO MICHEL;;
ACJEUNES;07;MMD020;2022-04-10;00:00;0946784;VINCENNES VOLLEY CLUB;0060007;AS CANNES VOLLEY-BALL; 0/2;22-25,26-28;48-53;CARNOT;DE CASTRO MIGUEL;MARTUCCIELLO MICHEL;;
ACJEUNES;07;MMD021;2022-04-10;00:00;0788680;AS. SP DE SARTROUVILLE;0060007;AS CANNES VOLLEY-BALL; 0/2;21-25,22-25;43-50;CARNOT;MARTUCCIELLO MICHEL;DE CASTRO MIGUEL;;
ACJEUNES;07;MME019;2022-04-10;11:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0693332;V.B. VILLEFRANCHE BEAUJOLAIS; 2/0;27-25,25-10;52-35;GYMNASE DE LA CHENAIE;TOUSSAINT ANDRE-LUC;THODENIUS MICHELLE;;
ACJEUNES;07;MME020;2022-04-10;00:00;0693332;V.B. VILLEFRANCHE BEAUJOLAIS;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 2/0;25-23,25-22;50-45;GYMNASE DE LA CHENAIE;TOUSSAINT ANDRE-LUC;THODENIUS MICHELLE;;
ACJEUNES;07;MME021;2022-04-10;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 2/0;25-10,25-16;50-26;GYMNASE DE LA CHENAIE;THODENIUS MICHELLE;TOUSSAINT ANDRE-LUC;;
