Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;04;MMA010;2022-01-23;12:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0136082;VITROLLES SPORTS VOLLEY-BALL; 2/0;25-10,25-23;50-33;SALLE RENE FRIARD;TORRE PIETRO;RAMBAUD JORDAN;;
ACJEUNES;04;MMA011;2022-01-23;00:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0343330;ARAGO DE SETE VOLLEY-BALL; 0/2;17-25,16-25;33-50;SALLE RENE FRIARD;TORRE PIETRO;RAMBAUD JORDAN;;
ACJEUNES;04;MMA012;2022-01-23;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0343330;ARAGO DE SETE VOLLEY-BALL; 0/2;21-25,33-35;54-60;SALLE RENE FRIARD;RAMBAUD JORDAN;TORRE PIETRO;;
ACJEUNES;04;MMB010;2022-01-23;11:00;0839557;FREJUS VAR VOLLEY;0060007;AS CANNES VOLLEY-BALL; 2/0;25-22,25-21;50-43;HALLE DES PORTS SAINT CROIX;PIRIOU THIERRY;FERRE CHRISTOPHE;;
ACJEUNES;04;MMB011;2022-01-23;00:00;0060007;AS CANNES VOLLEY-BALL;0345002;ASBAM MONTPELLIER; 2/0;25-9,25-13;50-22;HALLE DES PORTS SAINT CROIX;PIRIOU THIERRY;FERRE CHRISTOPHE;;
ACJEUNES;04;MMB012;2022-01-23;00:00;0839557;FREJUS VAR VOLLEY;0345002;ASBAM MONTPELLIER; 2/1;20-25,25-20,15-6;60-51;HALLE DES PORTS SAINT CROIX;FERRE CHRISTOPHE;PIRIOU THIERRY;;
ACJEUNES;04;MMC010;2022-01-23;11:00;0698828;VBC FRANCHEVILLE OUEST LYONNAIS;0132348;MARSEILLE VOLLEY 13; 0/2;17-25,27-29;44-54;COMPLEXE SPORTIF;ZANETTI ARNAUD;CHAREYRON LUCAS;;
ACJEUNES;04;MMC011;2022-01-23;00:00;0132348;MARSEILLE VOLLEY 13;0686394;VBC KINGERSHEIM; 2/0;25-20,25-20;50-40;COMPLEXE SPORTIF;CHAREYRON LUCAS;ZANETTI ARNAUD;;
ACJEUNES;04;MMC012;2022-01-23;00:00;0698828;VBC FRANCHEVILLE OUEST LYONNAIS;0686394;VBC KINGERSHEIM; 0/2;10-25,19-25;29-50;COMPLEXE SPORTIF;ZANETTI ARNAUD;CHAREYRON LUCAS;;
ACJEUNES;04;MMD010;2022-01-30;11:00;0744930;ANNEMASSE VOLLEY 74;0693332;V.B. VILLEFRANCHE BEAUJOLAIS; 0/2;9-25,17-25;26-50;DES GLIERES;BIGANT JEAN-FRANCOIS;BERGEON MARIE;;
ACJEUNES;04;MMD011;2022-01-30;00:00;0693332;V.B. VILLEFRANCHE BEAUJOLAIS;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 1/2;29-27,18-25,14-16;61-68;DES GLIERES;BIGANT JEAN-FRANCOIS;BERGEON MARIE;;
ACJEUNES;04;MMD012;2022-01-30;00:00;0744930;ANNEMASSE VOLLEY 74;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 0/2;9-25,17-25;26-50;DES GLIERES;BERGEON MARIE;BIGANT JEAN-FRANCOIS;;
ACJEUNES;04;MME010;2022-01-23;11:00;0695668;VOLLEY BRON @ LYON LUMIERE;0674157;STRASBOURG UNIVERSITE CLUB; 0/2;15-25,17-25;32-50;CHARRON;CHEVALIER CARLA;JAVANSHIR MASSOUD;;
ACJEUNES;04;MME011;2022-01-23;00:00;0674157;STRASBOURG UNIVERSITE CLUB;0921672;SAINT-CLOUD PARIS SF; 1/2;15-25,25-15,8-15;48-55;CHARRON;JAVANSHIR MASSOUD;CHEVALIER CARLA;;
ACJEUNES;04;MME012;2022-01-23;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0921672;SAINT-CLOUD PARIS SF; 0/2;12-25,15-25;27-50;CHARRON;CHEVALIER CARLA;JAVANSHIR MASSOUD;;
ACJEUNES;04;MMF010;2022-01-23;11:00;0788680;AS. SP DE SARTROUVILLE;0912762;VOLLEY-BALL DE MILLY LA FORET; 2/0;25-16,25-8;50-24;CARNOT;TOURNIER YVES;DUMONT ELSA;;
