Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;03;CMA007;2022-12-11;11:00;0062701;ASS SPORTIVE DE MONACO;0060036;PAYS DE GRASSE VOLLEY-BALL; 0/2;14-25,12-25;26-50;MONEGHETTI;ALBERT DAVID;LEBONNOIS NOAM;;
ACJEUNES;03;CMA008;2022-12-11;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE; 2/0;25-22,25-15;50-37;MONEGHETTI;LEBONNOIS NOAM;ALBERT DAVID;;
ACJEUNES;03;CMA009;2022-12-11;00:00;0062701;ASS SPORTIVE DE MONACO;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE; 1/2;21-25,25-21,6-15;52-61;MONEGHETTI;ALBERT DAVID;LEBONNOIS NOAM;;
ACJEUNES;03;CMB007;2022-12-11;11:00;0060007;AS CANNES VOLLEY-BALL;0839557;FREJUS VAR VOLLEY; 0/2;21-25,15-25;36-50;COTEAUX;PIETRASIK THEO;RANCHAL LILIAN;;
ACJEUNES;03;CMB008;2022-12-11;00:00;0839557;FREJUS VAR VOLLEY;0833350;VOLLEY PRADETAN GARDEEN; 2/0;25-19,25-19;50-38;COTEAUX;RANCHAL LILIAN;PIETRASIK THEO;;
ACJEUNES;03;CMB009;2022-12-11;00:00;0060007;AS CANNES VOLLEY-BALL;0833350;VOLLEY PRADETAN GARDEEN; 2/0;25-18,25-13;50-31;COTEAUX;PIETRASIK THEO;RANCHAL LILIAN;;
ACJEUNES;03;CMC007;2022-12-11;11:00;0139148;VOLLEY-BALL ARLESIEN;0132348;MARSEILLE VOLLEY 13; 0/2;19-25,14-25;33-50;FOURNIER;CHOINARD MICHAEL;DEBAGH REDWAN;;
ACJEUNES;03;CMC008;2022-12-11;00:00;0132348;MARSEILLE VOLLEY 13;02A5803;GFCA VOLLEY-BALL; 2/0;25-17,25-13;50-30;FOURNIER;DEBAGH REDWAN;CHOINARD MICHAEL;;
ACJEUNES;03;CMC009;2022-12-11;00:00;0139148;VOLLEY-BALL ARLESIEN;02A5803;GFCA VOLLEY-BALL; 2/0;25-18,25-15;50-33;FOURNIER;CHOINARD MICHAEL;DEBAGH REDWAN;;
ACJEUNES;03;CMD007;2022-12-11;11:00;0429072;VOLLEY BALL VILLARS;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 0/2;14-25,14-25;28-50;RENE SOUCHON;KAFIZ MOHAND;BUVAT JEANNE;;
ACJEUNES;03;CMD008;2022-12-11;00:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD); 1/2;21-25,29-27,5-15;55-67;RENE SOUCHON;BUVAT JEANNE;KAFIZ MOHAND;;
ACJEUNES;03;CMD009;2022-12-11;00:00;0429072;VOLLEY BALL VILLARS;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD); 0/2;19-25,7-25;26-50;RENE SOUCHON;KAFIZ MOHAND;BUVAT JEANNE;;
ACJEUNES;03;CME007;2022-12-11;11:00;0745091;ANNECY VOLLEY BALL;0385990;US ST EGREVOISE; 0/2;16-25,21-25;37-50;CHARLES BAUDELAIRE;MINNE RAPHAELLE;SCHWEIZER GUILLAUME;;
ACJEUNES;03;CME008;2022-12-11;00:00;0385990;US ST EGREVOISE;0698752;CLUB SPORTIF DE DECINES; 2/0;25-5,25-4;50-9;CHARLES BAUDELAIRE;SCHWEIZER GUILLAUME;MINNE RAPHAELLE;;
ACJEUNES;03;CME009;2022-12-11;00:00;0745091;ANNECY VOLLEY BALL;0698752;CLUB SPORTIF DE DECINES; 2/0;25-10,25-14;50-24;CHARLES BAUDELAIRE;MINNE RAPHAELLE;SCHWEIZER GUILLAUME;;
ACJEUNES;03;CMF007;2022-12-11;11:00;0699603;ASUL LYON VOLLEY BALL;0382201;GRENOBLE V.UNIVERSITE CLUB; 2/1;25-20,21-25,15-11;61-56;PETIT PALAIS DE GERLAND;GLADINES VIKSHA-ALIX;DESAYES JEAN-PHILIPPE;;
ACJEUNES;03;CMF008;2022-12-11;00:00;0382201;GRENOBLE V.UNIVERSITE CLUB;0426457;C.O. SMASHEURS MONTBRISON V.B.; 2/0;25-20,25-18;50-38;PETIT PALAIS DE GERLAND;DESAYES JEAN-PHILIPPE;GLADINES VIKSHA-ALIX;;
ACJEUNES;03;CMF009;2022-12-11;00:00;0699603;ASUL LYON VOLLEY BALL;0426457;C.O. SMASHEURS MONTBRISON V.B.; 2/0;25-16,25-7;50-23;PETIT PALAIS DE GERLAND;DESAYES JEAN-PHILIPPE;GLADINES VIKSHA-ALIX;;
ACJEUNES;03;CMG007;2022-12-11;13:00;0015366;VOLLEY CLUB MEXIMIEUX;0695668;VOLLEY BRON @ LYON LUMIERE; 0/2;15-25,18-25;33-50;HALLE DES SPORTS;MOUZAIA ABDELMADJID;TOUH AMINE;;
ACJEUNES;03;CMG008;2022-12-11;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0693332;V.B. VILLEFRANCHE BEAUJOLAIS; 0/2;11-25,12-25;23-50;HALLE DES SPORTS;TOUH AMINE;MOUZAIA ABDELMADJID;;
ACJEUNES;03;CMG009;2022-12-11;00:00;0015366;VOLLEY CLUB MEXIMIEUX;0693332;V.B. VILLEFRANCHE BEAUJOLAIS; 0/2;16-25,15-25;31-50;HALLE DES SPORTS;MOUZAIA ABDELMADJID;TOUH AMINE;;
ACJEUNES;03;CMH007;2022-12-11;11:00;0255795;BESANCON VOLLEY-BALL;0885362;STADE ATHLETIQUE SPINALIEN; 1/2;16-25,31-29,10-15;57-69;MALCOMBE;SUAREZ MIGUEL-ANGEL;LEGER OLIVIER;;
ACJEUNES;03;CMH008;2022-12-11;00:00;0885362;STADE ATHLETIQUE SPINALIEN;0744930;ANNEMASSE VOLLEY 74; 2/0;25-12,25-16;50-28;MALCOMBE;LEGER OLIVIER;SUAREZ MIGUEL-ANGEL;;
ACJEUNES;03;CMH009;2022-12-11;00:00;0255795;BESANCON VOLLEY-BALL;0744930;ANNEMASSE VOLLEY 74; 2/0;25-22,25-16;50-38;MALCOMBE;SUAREZ MIGUEL-ANGEL;LEGER OLIVIER;;
ACJEUNES;03;CMI007;2022-12-11;11:00;0686394;VBC KINGERSHEIM;0255807;ASPTT BESANCON; 2/0;25-6,25-12;50-18;COSEC;PAGLIERI JOEL;TARRACOR JACQUES;;
ACJEUNES;03;CMI008;2022-12-11;00:00;0255807;ASPTT BESANCON;0714053;VOLLEY CLUB MACONNAIS; 1/2;18-25,25-19,7-15;50-59;COSEC;PAGLIERI JOEL;TARRACOR JACQUES;;
ACJEUNES;03;CMI009;2022-12-11;00:00;0686394;VBC KINGERSHEIM;0714053;VOLLEY CLUB MACONNAIS; 2/0;25-20,25-14;50-34;COSEC;TARRACOR JACQUES;PAGLIERI JOEL;;
