Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;04;MMA010;2023-01-22;11:00;0330014;J.S.A. BORDEAUX;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION; 1/2;8-25,25-21,17-19;50-65;SALLE MAITRE JEAN;DOMINGUEZ MARTIAL;DRISSI MANIANI EL-MEHDI;;
ACJEUNES;04;MMA011;2023-01-22;00:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0114939;NARBONNE VOLLEY; 0/2;8-25,12-25;20-50;SALLE MAITRE JEAN;DRISSI MANIANI EL-MEHDI;DOMINGUEZ MARTIAL;;
ACJEUNES;04;MMA012;2023-01-22;00:00;0330014;J.S.A. BORDEAUX;0114939;NARBONNE VOLLEY; 0/2;11-25,21-25;32-50;SALLE MAITRE JEAN;DRISSI MANIANI EL-MEHDI;DOMINGUEZ MARTIAL;;
ACJEUNES;04;MMB010;2023-01-22;11:00;0334980;UNION SPORTIVE TALENCAISE;0177925;LA ROCHELLE VOLLEY BALL; 2/1;28-26,23-25,15-10;66-61;LÉO LAGRANGE;YANG OLIVASINEXAY;MOREAU JACQUES;;
ACJEUNES;04;MMB011;2023-01-22;00:00;0177925;LA ROCHELLE VOLLEY BALL;0640001;LESCAR PROMOTION VOLLEY-BALL; 0/2;14-25,16-25;30-50;LÉO LAGRANGE;YANG OLIVASINEXAY;MOREAU JACQUES;;
ACJEUNES;04;MMB012;2023-01-22;00:00;0334980;UNION SPORTIVE TALENCAISE;0640001;LESCAR PROMOTION VOLLEY-BALL; 0/2;20-25,22-25;42-50;LÉO LAGRANGE;MOREAU JACQUES;YANG OLIVASINEXAY;;
ACJEUNES;04;MMC010;2023-01-22;11:00;0345002;ASBAM MONTPELLIER;0132346;MARIGNANE VOLLEY-BALL; 2/0;25-19,25-21;50-40;GYMNASE LES ARTS;MARTA MICHAEL;PAUTET GUILLAUME;;
ACJEUNES;04;MMC011;2023-01-22;00:00;0132346;MARIGNANE VOLLEY-BALL;0648903;JURANCON CHAPELLE ROUSSE V.B.; 2/0;25-7,25-11;50-18;GYMNASE LES ARTS;MARTA MICHAEL;PAUTET GUILLAUME;;
ACJEUNES;04;MMC012;2023-01-22;00:00;0345002;ASBAM MONTPELLIER;0648903;JURANCON CHAPELLE ROUSSE V.B.; 2/0;25-3,25-8;50-11;GYMNASE LES ARTS;PAUTET GUILLAUME;MARTA MICHAEL;;
ACJEUNES;04;MMD010;2023-01-22;11:00;0060007;AS CANNES VOLLEY-BALL;0839557;FREJUS VAR VOLLEY; 0/2;15-25,16-25;31-50;COTEAUX;THOMAS AMANDINE;LORENZELLI NICOLAS;;
ACJEUNES;04;MMD011;2023-01-22;00:00;0839557;FREJUS VAR VOLLEY;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 2/0;25-16,26-24;51-40;COTEAUX;LORENZELLI NICOLAS;THOMAS AMANDINE;;
ACJEUNES;04;MMD012;2023-01-22;00:00;0060007;AS CANNES VOLLEY-BALL;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 1/2;25-10,10-25,13-15;48-50;COTEAUX;LORENZELLI NICOLAS;THOMAS AMANDINE;;
ACJEUNES;04;MME010;2023-01-22;10:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0836296;DRAGUIGNAN UNION CLUB VAR VB; 1/2;20-25,25-17,10-15;55-57;LEO LAGRANGE;ROSSELLO REMY;SIEGL FREDERIC;;
ACJEUNES;04;MME011;2023-01-22;00:00;0836296;DRAGUIGNAN UNION CLUB VAR VB;0745091;ANNECY VOLLEY BALL; 2/0;25-13,25-15;50-28;LEO LAGRANGE;SIEGL FREDERIC;ROSSELLO REMY;;
ACJEUNES;04;MME012;2023-01-22;00:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0745091;ANNECY VOLLEY BALL; 2/0;25-11,25-13;50-24;LEO LAGRANGE;MUNOZ ELISABETH;BERNARD MANON;;
ACJEUNES;04;MMF010;2023-01-22;10:00;0842425;U.S. PONTET VOLLEY AVENIR;0307732;NIMES VOLLEY-BALL; 2/1;22-25,25-16,17-15;64-56;LA GRAVIERE;NYABEYE JEAN-JUNIOR;SALADIN CHRISTELLE;;
ACJEUNES;04;MMF011;2023-01-22;00:00;0307732;NIMES VOLLEY-BALL;0696380;AS CALUIRE ET CUIRE; 2/0;25-11,25-19;50-30;LA GRAVIERE;SALADIN CHRISTELLE;NYABEYE JEAN-JUNIOR;;
ACJEUNES;04;MMF012;2023-01-22;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0696380;AS CALUIRE ET CUIRE; 2/0;25-12,25-16;50-28;LA GRAVIERE;NYABEYE JEAN-JUNIOR;SALADIN CHRISTELLE;;
ACJEUNES;04;MMG010;2023-01-22;11:00;0693332;V.B. VILLEFRANCHE BEAUJOLAIS;0699603;ASUL LYON VOLLEY BALL; 2/0;25-14,26-24;51-38;SAINT-EXUPÉRY;DARFEUILLE JEROME;GAIGE BRUNO;;
ACJEUNES;04;MMG011;2023-01-22;00:00;0699603;ASUL LYON VOLLEY BALL;0132348;MARSEILLE VOLLEY 13; 0/2;13-25,11-25;24-50;SAINT-EXUPÉRY;DARFEUILLE JEROME;GAIGE BRUNO;;
ACJEUNES;04;MMG012;2023-01-22;00:00;0693332;V.B. VILLEFRANCHE BEAUJOLAIS;0132348;MARSEILLE VOLLEY 13; 0/2;11-25,12-25;23-50;SAINT-EXUPÉRY;GAIGE BRUNO;DARFEUILLE JEROME;;
ACJEUNES;04;MMH010;2023-01-22;11:00;0695668;VOLLEY BRON @ LYON LUMIERE;0382205;PAYS VOIRONNAIS VOLLEY - PVV; 2/0;25-22,25-19;50-41;CHARRON;GLADINES VIKSHA-ALIX;GLADINES VIKSHA-ALIX;;
