Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;02;MMA004;2022-11-06;11:00;0648903;JURANCON CHAPELLE ROUSSE V.B.;0640001;LESCAR PROMOTION VOLLEY-BALL; 0/2;2-25,14-25;16-50;GYMNASE GUYNEMER;VIDAL BRUNO;CALMICU DAN;;
ACJEUNES;02;MMA005;2022-11-06;00:00;0640001;LESCAR PROMOTION VOLLEY-BALL;0476720;AL VILLENEUVE SUR LOT; 2/0;25-4,25-11;50-15;GYMNASE GUYNEMER;VIDAL BRUNO;CALMICU DAN;;
ACJEUNES;02;MMA006;2022-11-06;00:00;0648903;JURANCON CHAPELLE ROUSSE V.B.;0476720;AL VILLENEUVE SUR LOT; 2/1;21-25,25-20,15-13;61-58;GYMNASE GUYNEMER;CALMICU DAN;VIDAL BRUNO;;
ACJEUNES;02;MMB004;2022-11-06;11:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0330014;J.S.A. BORDEAUX; 1/2;25-18,22-25,12-15;59-58;PIERRE FAVRE;BRANDELON DOMINIQUE;MOREAU JACQUES;;
ACJEUNES;02;MMB005;2022-11-06;00:00;0330014;J.S.A. BORDEAUX;0866049;UNION SPORTIVE VIVONNE; 2/0;25-22,25-22;50-44;PIERRE FAVRE;BRANDELON DOMINIQUE;MOREAU JACQUES;;
ACJEUNES;02;MMB006;2022-11-06;00:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0866049;UNION SPORTIVE VIVONNE; 2/0;25-7,25-17;50-24;PIERRE FAVRE;MOREAU JACQUES;BRANDELON DOMINIQUE;;
ACJEUNES;02;MMC004;2022-11-06;11:00;0826762;MONTAUBAN VOLLEY-BALL 82;0115113;UNION SPORTIVE ROUBIANAISE; 0/2;21-25,18-25;39-50;PALAIS DES SPORTS;LARRIEU DAVID;FEUILLOLAY ENORA;;
ACJEUNES;02;MMC005;2022-11-06;00:00;0115113;UNION SPORTIVE ROUBIANAISE;0334980;UNION SPORTIVE TALENCAISE; 0/2;11-25,12-25;23-50;PALAIS DES SPORTS;FEUILLOLAY ENORA;LARRIEU DAVID;;
ACJEUNES;02;MMC006;2022-11-06;00:00;0826762;MONTAUBAN VOLLEY-BALL 82;0334980;UNION SPORTIVE TALENCAISE; 0/2;18-25,17-25;35-50;PALAIS DES SPORTS;LARRIEU DAVID;FEUILLOLAY ENORA;;
ACJEUNES;02;MMD004;2022-11-06;11:00;0668034;VOLLEY BALL ST ESTEVE;0114939;NARBONNE VOLLEY; 0/2;16-25,19-25;35-50;FRISON ROCHE;CROS JONATHAN;;;
ACJEUNES;02;MMD005;2022-11-06;00:00;0114939;NARBONNE VOLLEY;0319125;SPORTING CLUB PLAISANCE TOUCH; 2/0;25-18,25-14;50-32;FRISON ROCHE;CROS JONATHAN;;;
ACJEUNES;02;MMD006;2022-11-06;00:00;0668034;VOLLEY BALL ST ESTEVE;0319125;SPORTING CLUB PLAISANCE TOUCH; 2/0;25-14,25-16;50-30;FRISON ROCHE;CROS JONATHAN;;;
