Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;06;MMA016;2023-03-12;11:00;0640001;LESCAR PROMOTION VOLLEY-BALL;0307732;NIMES VOLLEY-BALL; 2/0;25-20,25-13;50-33;PAUL FORT;FLAMMANG EMMA;BOULÉE PAUL;;
ACJEUNES;06;MMA017;2023-03-12;00:00;0307732;NIMES VOLLEY-BALL;0449605;ST NAZAIRE VB ATLANTIQUE; 2/0;25-17,29-27;54-44;PAUL FORT;BOULÉE PAUL;SAVOY VALERIE;;
ACJEUNES;06;MMA018;2023-03-12;00:00;0640001;LESCAR PROMOTION VOLLEY-BALL;0449605;ST NAZAIRE VB ATLANTIQUE; 2/0;25-14,25-21;50-35;PAUL FORT;FLAMMANG EMMA;BOULÉE PAUL;;
ACJEUNES;06;MMB016;2023-03-12;11:00;0345002;ASBAM MONTPELLIER;0334980;UNION SPORTIVE TALENCAISE; 2/1;25-14,23-25,15-8;63-47;GYMNASE LES ARTS;COHEN WILFRID;PAUTET GUILLAUME;;
ACJEUNES;06;MMB017;2023-03-12;00:00;0334980;UNION SPORTIVE TALENCAISE;0927953;ASNIERES VOLLEY 92; 1/2;25-12,16-25,12-15;53-52;GYMNASE LES ARTS;PAUTET GUILLAUME;COHEN WILFRID;;
ACJEUNES;06;MMB018;2023-03-12;00:00;0345002;ASBAM MONTPELLIER;0927953;ASNIERES VOLLEY 92; 2/0;25-15,25-12;50-27;GYMNASE LES ARTS;PAUTET GUILLAUME;COHEN WILFRID;;
ACJEUNES;06;MMC016;2023-03-19;11:00;0836296;DRAGUIGNAN UNION CLUB VAR VB;0842425;U.S. PONTET VOLLEY AVENIR; 2/1;22-25,25-18,15-13;62-56;GYMNASE COLLÈGE ROSTAND;MONTAGNESE OLIVIER;CHOUTY TARA;;
ACJEUNES;06;MMC017;2023-03-19;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0943861;CNM CHARENTON; 2/0;25-21,25-21;50-42;GYMNASE COLLÈGE ROSTAND;MONTAGNESE OLIVIER;CHOUTY TARA;;
ACJEUNES;06;MMC018;2023-03-19;00:00;0836296;DRAGUIGNAN UNION CLUB VAR VB;0943861;CNM CHARENTON; 0/2;29-31,15-25;44-56;GYMNASE COLLÈGE ROSTAND;CHOUTY TARA;MONTAGNESE OLIVIER;;
ACJEUNES;06;MMD016;2023-03-12;10:00;0839557;FREJUS VAR VOLLEY;0060036;PAYS DE GRASSE VOLLEY-BALL; 0/2;23-25,24-26;47-51;HALLE DES PORTS SAINT CROIX;BELDICO THOMAS;MONTAGNESE OLIVIER;;
ACJEUNES;06;MMD017;2023-03-12;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0921672;SAINT-CLOUD PARIS SF; 2/0;25-21,25-19;50-40;HALLE DES PORTS SAINT CROIX;MONTAGNESE OLIVIER;BELDICO THOMAS;;
ACJEUNES;06;MMD018;2023-03-12;00:00;0839557;FREJUS VAR VOLLEY;0921672;SAINT-CLOUD PARIS SF; 2/0;25-11,25-21;50-32;HALLE DES PORTS SAINT CROIX;BELDICO THOMAS;MONTAGNESE OLIVIER;;
ACJEUNES;06;MME016;2023-03-19;11:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0132348;MARSEILLE VOLLEY 13; 2/0;25-19,28-26;53-45;LEO LAGRANGE;GURRIET GILLES;BOULANGER JONAS;;
ACJEUNES;06;MME017;2023-03-19;00:00;0132348;MARSEILLE VOLLEY 13;0757777;PUC VOLLEY-BALL; 0/2;19-25,19-25;38-50;LEO LAGRANGE;GURRIET GILLES;BOULANGER JONAS;;
ACJEUNES;06;MME018;2023-03-19;00:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0757777;PUC VOLLEY-BALL; 2/1;21-25,25-12,16-14;62-51;LEO LAGRANGE;BOULANGER JONAS;GURRIET GILLES;;
ACJEUNES;06;MMF016;2023-03-12;11:00;0686394;VBC KINGERSHEIM;0912762;VOLLEY-BALL DE MILLY LA FORET; 2/0;25-14,25-23;50-37;COSEC;SIFFERLEN YVES;PAGLIERI JOEL;;
ACJEUNES;06;MMF017;2023-03-12;00:00;0912762;VOLLEY-BALL DE MILLY LA FORET;0596135;VOLLEY CLUB DE CAMBRAI; 1/2;20-25,25-20,11-15;56-60;COSEC;SIFFERLEN YVES;PAGLIERI JOEL;;
ACJEUNES;06;MMF018;2023-03-12;00:00;0686394;VBC KINGERSHEIM;0596135;VOLLEY CLUB DE CAMBRAI; 2/0;25-15,25-22;50-37;COSEC;SIFFERLEN YVES;PAGLIERI JOEL;;
ACJEUNES;06;MMG016;2023-03-19;11:00;0788680;AS. SP DE SARTROUVILLE;0132346;MARIGNANE VOLLEY-BALL; 0/2;22-25,22-25;44-50;CARNOT;CREPEL STEPHANE;OCTAVIE LUDIVINE;;
ACJEUNES;06;MMG017;2023-03-19;00:00;0132346;MARIGNANE VOLLEY-BALL;0912770;ASV - ARTS ET SPORTS A VILLEBON; 2/0;25-14,25-22;50-36;CARNOT;OCTAVIE LUDIVINE;CREPEL STEPHANE;;
ACJEUNES;06;MMG018;2023-03-19;00:00;0788680;AS. SP DE SARTROUVILLE;0912770;ASV - ARTS ET SPORTS A VILLEBON; 2/0;25-19,25-22;50-41;CARNOT;CREPEL STEPHANE;OCTAVIE LUDIVINE;;
ACJEUNES;06;MMH016;2023-03-12;11:00;0946784;VINCENNES VOLLEY CLUB;0491492;SPORTING CLUB DE L OUEST; 2/0;25-11,25-15;50-26;CENTRE SPORTIF G. POMPIDOU;ANDRIANANDRAINA BRILLANT;BELARBI ZAIM;;
ACJEUNES;06;MMH017;2023-03-12;00:00;0491492;SPORTING CLUB DE L OUEST;0114939;NARBONNE VOLLEY; 0/2;19-25,19-25;38-50;CENTRE SPORTIF G. POMPIDOU;ANDRIANANDRAINA BRILLANT;BELARBI ZAIM;;
ACJEUNES;06;MMH018;2023-03-12;00:00;0946784;VINCENNES VOLLEY CLUB;0114939;NARBONNE VOLLEY; 1/2;25-18,11-25,13-15;49-58;CENTRE SPORTIF G. POMPIDOU;BELARBI ZAIM;ANDRIANANDRAINA BRILLANT;;
ACJEUNES;06;MMI016;2023-03-12;11:00;0761503;MAROMME CANTELEU VOLLEY 76;0929372;PLESSIS-ROBINSON VOLLEY-BALL; 0/2;14-25,4-25;18-50;LESUEUR;SCHEUBER DOMINIQUE;ANDJOUH LOUENAS;;
ACJEUNES;06;MMI017;2023-03-12;00:00;0929372;PLESSIS-ROBINSON VOLLEY-BALL;0622126;HARNES VOLLEY-BALL; 2/0;25-9,25-11;50-20;LESUEUR;ANDJOUH LOUENAS;SCHEUBER DOMINIQUE;;
ACJEUNES;06;MMI018;2023-03-12;00:00;0761503;MAROMME CANTELEU VOLLEY 76;0622126;HARNES VOLLEY-BALL; 1/2;25-21,21-25,11-15;57-61;LESUEUR;SCHEUBER DOMINIQUE;ANDJOUH LOUENAS;;
ACJEUNES;06;MMJ016;2023-03-12;11:00;0351417;RENNES ETUDIANTS CLUB;0374861;TOURS VOLLEY-BALL; 0/2;17-25,21-25;38-50;GYMNASE MOTTE BRÛLON;PANSART CHRYSTELE;SAUDRAIS LUCAS;;
ACJEUNES;06;MMJ017;2023-03-12;00:00;0374861;TOURS VOLLEY-BALL;0628128;LOISIRS INTER SPORT ST PIERRE; 2/1;25-12,19-25,16-14;60-51;GYMNASE MOTTE BRÛLON;SAUDRAIS LUCAS;PANSART CHRYSTELE;;
ACJEUNES;06;MMJ018;2023-03-12;00:00;0351417;RENNES ETUDIANTS CLUB;0628128;LOISIRS INTER SPORT ST PIERRE; 2/0;25-23,26-24;51-47;GYMNASE MOTTE BRÛLON;PANSART CHRYSTELE;SAUDRAIS LUCAS;;
