Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;07;MMA019;2023-04-09;11:00;0114939;NARBONNE VOLLEY;0836296;DRAGUIGNAN UNION CLUB VAR VB; 2/0;25-21,25-21;50-42;PALAIS DU TRAVAIL;DUCARNE MICHAEL;BONNET DAVID;;
ACJEUNES;07;MMA020;2023-04-09;00:00;0836296;DRAGUIGNAN UNION CLUB VAR VB;0788680;AS. SP DE SARTROUVILLE; 2/1;26-24,28-30,17-15;71-69;PALAIS DU TRAVAIL;DUCARNE MICHAEL;BONNET DAVID;;
ACJEUNES;07;MMA021;2023-04-09;00:00;0114939;NARBONNE VOLLEY;0788680;AS. SP DE SARTROUVILLE; 2/0;27-25,25-19;52-44;PALAIS DU TRAVAIL;BONNET DAVID;DUCARNE MICHAEL;;
ACJEUNES;07;MMB019;2023-04-09;11:00;0842425;U.S. PONTET VOLLEY AVENIR;0839557;FREJUS VAR VOLLEY; 0/2;22-25,17-25;39-50;LA GRAVIERE;LLACER GAELLE;DARTHOUX JEROME;;
ACJEUNES;07;MMB020;2023-04-09;00:00;0839557;FREJUS VAR VOLLEY;0686394;VBC KINGERSHEIM; 0/2;20-25,15-25;35-50;LA GRAVIERE;DARTHOUX JEROME;LLACER GAELLE;;
ACJEUNES;07;MMB021;2023-04-09;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0686394;VBC KINGERSHEIM; 2/1;25-23,26-28,15-13;66-64;LA GRAVIERE;LLACER GAELLE;DARTHOUX JEROME;;
ACJEUNES;07;MMC019;2023-04-09;11:00;0132346;MARIGNANE VOLLEY-BALL;0307732;NIMES VOLLEY-BALL; 2/0;25-21,25-18;50-39;CARESTIER;BOULANGER JONAS;DUSSERRE ENZO;;
ACJEUNES;07;MMC020;2023-04-09;00:00;0307732;NIMES VOLLEY-BALL;0946784;VINCENNES VOLLEY CLUB; 2/0;25-22,25-14;50-36;CARESTIER;BOULANGER JONAS;DUSSERRE ENZO;;
ACJEUNES;07;MMC021;2023-04-09;00:00;0132346;MARIGNANE VOLLEY-BALL;0946784;VINCENNES VOLLEY CLUB; 2/0;25-22,25-18;50-40;CARESTIER;DUSSERRE ENZO;BOULANGER JONAS;;
ACJEUNES;07;MMD019;2023-04-09;10:00;0757777;PUC VOLLEY-BALL;0351417;RENNES ETUDIANTS CLUB; 2/1;23-25,25-10,15-12;63-47;CHARPY;RAGOT JULIETTE;GREUILLET LAURENCE;;
ACJEUNES;07;MMD020;2023-04-09;00:00;0351417;RENNES ETUDIANTS CLUB;0345002;ASBAM MONTPELLIER; 0/2;14-25,24-26;38-51;CHARPY;RAGOT JULIETTE;GREUILLET LAURENCE;;
ACJEUNES;07;MMD021;2023-04-09;00:00;0757777;PUC VOLLEY-BALL;0345002;ASBAM MONTPELLIER; 2/0;25-22,25-19;50-41;CHARPY;GREUILLET LAURENCE;RAGOT JULIETTE;;
ACJEUNES;07;MME019;2023-04-09;11:00;0927953;ASNIERES VOLLEY 92;0136082;VITROLLES SPORTS VOLLEY-BALL; 1/2;25-13,14-25,10-15;49-53;GYMNASE DES COURTILLES;SALINAS KRYSTINA;BARAN YUSUF;;
ACJEUNES;07;MME020;2023-04-09;00:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0640001;LESCAR PROMOTION VOLLEY-BALL; 0/2;19-25,11-25;30-50;GYMNASE DES COURTILLES;BARAN YUSUF;SALINAS KRYSTINA;;
ACJEUNES;07;MME021;2023-04-09;00:00;0927953;ASNIERES VOLLEY 92;0640001;LESCAR PROMOTION VOLLEY-BALL; 0/2;33-35,20-25;53-60;GYMNASE DES COURTILLES;SALINAS KRYSTINA;BARAN YUSUF;;
ACJEUNES;07;MMF019;2023-04-09;11:00;0929372;PLESSIS-ROBINSON VOLLEY-BALL;0596135;VOLLEY CLUB DE CAMBRAI; 2/0;25-3,25-18;50-21;OMNISPORTS;MOURIER MARTIN;TOUSSAINT THOMAS;;
ACJEUNES;07;MMF020;2023-04-09;00:00;0596135;VOLLEY CLUB DE CAMBRAI;0374861;TOURS VOLLEY-BALL; 0/2;20-25,21-25;41-50;OMNISPORTS;MOURIER MARTIN;TOUSSAINT THOMAS;;
ACJEUNES;07;MMF021;2023-04-09;00:00;0929372;PLESSIS-ROBINSON VOLLEY-BALL;0374861;TOURS VOLLEY-BALL; 2/0;25-11,25-17;50-28;OMNISPORTS;TOUSSAINT THOMAS;MOURIER MARTIN;;
ACJEUNES;07;MMG019;2023-04-09;11:00;0943861;CNM CHARENTON;0622126;HARNES VOLLEY-BALL; 2/1;16-25,25-19,15-12;56-56;NELSON PAILLOU;DE CASTRO MIGUEL;BELARBI LENAIS;;
ACJEUNES;07;MMG020;2023-04-09;00:00;0622126;HARNES VOLLEY-BALL;0060036;PAYS DE GRASSE VOLLEY-BALL; 0/2;8-25,24-26;32-51;NELSON PAILLOU;DE CASTRO MIGUEL;BELARBI LENAIS;;
ACJEUNES;07;MMG021;2023-04-09;00:00;0943861;CNM CHARENTON;0060036;PAYS DE GRASSE VOLLEY-BALL; 1/2;25-18,15-25,11-15;51-58;NELSON PAILLOU;BELARBI LENAIS;DE CASTRO MIGUEL;;
