Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;03;MMA007;2022-12-04;11:00;0640001;LESCAR PROMOTION VOLLEY-BALL;0330014;J.S.A. BORDEAUX; 2/0;25-13,25-15;50-28;PAUL FORT;SAES MARIE;FLAMMANG EMMA;;
ACJEUNES;03;MMA008;2022-12-04;00:00;0330014;J.S.A. BORDEAUX;0319125;SPORTING CLUB PLAISANCE TOUCH; 2/0;25-0,25-0;50-0;PAUL FORT;FLAMMANG EMMA;;;
ACJEUNES;03;MMA009;2022-12-04;00:00;0640001;LESCAR PROMOTION VOLLEY-BALL;0319125;SPORTING CLUB PLAISANCE TOUCH; 2/0;25-0,25-0;50-0;PAUL FORT;FLAMMANG EMMA;SAES MARIE;;
ACJEUNES;03;MMB007;2022-12-04;11:00;0177925;LA ROCHELLE VOLLEY BALL;0449605;ST NAZAIRE VB ATLANTIQUE; 1/2;21-25,25-22,13-15;59-62;GYMNASE DES PARCS;ROLAND PATRICK;ROLAND TROUPEAU NATHALIE;;
ACJEUNES;03;MMB008;2022-12-04;00:00;0449605;ST NAZAIRE VB ATLANTIQUE;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 2/0;26-24,25-13;51-37;GYMNASE DES PARCS;;;;
ACJEUNES;03;MMB009;2022-12-04;00:00;0177925;LA ROCHELLE VOLLEY BALL;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 2/1;25-21,21-25,15-4;61-50;GYMNASE DES PARCS;ROLAND PATRICK;ROLAND TROUPEAU NATHALIE;;
ACJEUNES;03;MMC007;2022-12-04;11:00;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;0307732;NIMES VOLLEY-BALL; 0/2;5-25,16-25;21-50;LA CAYRIE;YAFFA AMARA;SAUVY JEAN-PAUL;;
ACJEUNES;03;MMC008;2022-12-04;00:00;0307732;NIMES VOLLEY-BALL;0648903;JURANCON CHAPELLE ROUSSE V.B.; 2/0;25-9,25-17;50-26;LA CAYRIE;SAUVY JEAN-PAUL;YAFFA AMARA;;
ACJEUNES;03;MMC009;2022-12-04;00:00;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;0648903;JURANCON CHAPELLE ROUSSE V.B.; 0/2;24-26,27-29;51-55;LA CAYRIE;SAUVY JEAN-PAUL;YAFFA AMARA;;
ACJEUNES;03;MMD007;2022-12-04;11:00;0114939;NARBONNE VOLLEY;0115113;UNION SPORTIVE ROUBIANAISE; 2/0;25-6,25-22;50-28;PALAIS DU TRAVAIL;MOHAMED SAID;KRELIFA BRAHIM;;
ACJEUNES;03;MMD008;2022-12-04;00:00;0115113;UNION SPORTIVE ROUBIANAISE;0345002;ASBAM MONTPELLIER; 0/2;13-25,15-25;28-50;PALAIS DU TRAVAIL;MOHAMED SAID;KRELIFA BRAHIM;;
ACJEUNES;03;MMD009;2022-12-04;00:00;0114939;NARBONNE VOLLEY;0345002;ASBAM MONTPELLIER; 2/0;25-14,25-13;50-27;PALAIS DU TRAVAIL;KRELIFA BRAHIM;MOHAMED SAID;;
ACJEUNES;03;MME007;2022-12-04;11:00;0132348;MARSEILLE VOLLEY 13;0060007;AS CANNES VOLLEY-BALL; 2/0;25-13,25-9;50-22;GYMNASE DE LA ROSE FUVEAU;LLADERES JACQUES;RODRIGUEZ THEO;;
ACJEUNES;03;MME008;2022-12-04;00:00;0060007;AS CANNES VOLLEY-BALL;0343330;ARAGO DE SETE VOLLEY-BALL; 2/1;25-22,19-25,15-11;59-58;GYMNASE DE LA ROSE FUVEAU;LLADERES JACQUES;RODRIGUEZ THEO;;
ACJEUNES;03;MME009;2022-12-04;00:00;0132348;MARSEILLE VOLLEY 13;0343330;ARAGO DE SETE VOLLEY-BALL; 2/1;22-25,25-19,15-11;62-55;GYMNASE DE LA ROSE FUVEAU;RODRIGUEZ THEO;LLADERES JACQUES;;
