Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;08;MMA022;2023-04-23;11:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0842425;U.S. PONTET VOLLEY AVENIR; 2/1;27-25,13-25,15-12;55-62;CHENAIE;BLANC EMMANUEL;;;
ACJEUNES;08;MMA023;2023-04-23;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0114939;NARBONNE VOLLEY; 0/2;17-25,15-25;32-50;CHENAIE;BLANC EMMANUEL;;;
ACJEUNES;08;MMA024;2023-04-23;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0114939;NARBONNE VOLLEY; 0/2;20-25,22-25;42-50;CHENAIE;BLANC EMMANUEL;;;
ACJEUNES;08;MMB022;2023-05-07;11:00;0640001;LESCAR PROMOTION VOLLEY-BALL;0345002;ASBAM MONTPELLIER; 2/1;15-25,25-14,16-14;56-53;PAUL FORT;VIDAL BRUNO;FLAMMANG EMMA;;
ACJEUNES;08;MMB023;2023-05-07;00:00;0345002;ASBAM MONTPELLIER;0836296;DRAGUIGNAN UNION CLUB VAR VB; 2/0;25-13,25-16;50-29;PAUL FORT;VIDAL BRUNO;FLAMMANG EMMA;;
ACJEUNES;08;MMB024;2023-05-07;00:00;0640001;LESCAR PROMOTION VOLLEY-BALL;0836296;DRAGUIGNAN UNION CLUB VAR VB; 2/0;25-17,25-19;50-36;PAUL FORT;FLAMMANG EMMA;VIDAL BRUNO;;
ACJEUNES;08;MMC022;2023-04-23;11:00;0686394;VBC KINGERSHEIM;0929372;PLESSIS-ROBINSON VOLLEY-BALL; 0/2;12-25,17-25;29-50;COSEC;SIFFERLEN YVES;HOFFNER LUCAS;;
ACJEUNES;08;MMC023;2023-04-23;00:00;0929372;PLESSIS-ROBINSON VOLLEY-BALL;0136082;VITROLLES SPORTS VOLLEY-BALL; 2/0;25-11,25-11;50-22;COSEC;HOFFNER LUCAS;SIFFERLEN YVES;;
ACJEUNES;08;MMC024;2023-04-23;00:00;0686394;VBC KINGERSHEIM;0136082;VITROLLES SPORTS VOLLEY-BALL; 0/2;24-26,12-25;36-51;COSEC;SIFFERLEN YVES;HOFFNER LUCAS;;
ACJEUNES;08;MMD022;2023-04-23;11:00;0307732;NIMES VOLLEY-BALL;0839557;FREJUS VAR VOLLEY; 2/0;25-12,25-14;50-26;GASTON LESSUT;MOHAMED SAID;GAY PHILIPPE;;
ACJEUNES;08;MMD023;2023-04-23;00:00;0839557;FREJUS VAR VOLLEY;0757777;PUC VOLLEY-BALL; 0/2;21-25,17-25;38-50;GASTON LESSUT;MOHAMED SAID;GAY PHILIPPE;;
ACJEUNES;08;MMD024;2023-04-23;00:00;0307732;NIMES VOLLEY-BALL;0757777;PUC VOLLEY-BALL; 2/0;25-16,25-21;50-37;GASTON LESSUT;GAY PHILIPPE;MOHAMED SAID;;
ACJEUNES;08;MME022;2023-04-23;11:00;0374861;TOURS VOLLEY-BALL;0943861;CNM CHARENTON; 2/0;25-15,25-21;50-36;SALLE DANTON;DE PARIS SÉBASTIEN;THOMAS PATRICE;;
ACJEUNES;08;MME023;2023-04-23;00:00;0943861;CNM CHARENTON;0132346;MARIGNANE VOLLEY-BALL; 0/2;23-25,4-25;27-50;SALLE DANTON;DE PARIS SÉBASTIEN;THOMAS PATRICE;;
ACJEUNES;08;MME024;2023-04-23;00:00;0374861;TOURS VOLLEY-BALL;0132346;MARIGNANE VOLLEY-BALL; 1/2;21-25,25-23,10-15;56-63;SALLE DANTON;THOMAS PATRICE;DE PARIS SÉBASTIEN;;
