Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;CMA001;2022-10-16;11:00;0066927;NICE VOLLEY-BALL;0062701;ASS SPORTIVE DE MONACO; 1/2;25-17,17-25,7-15;49-57;ESTIENNE D'ORVES;MAMERI FAHIM;RAT BENJAMIN;;
ACJEUNES;01;CMA002;2022-10-16;00:00;0062701;ASS SPORTIVE DE MONACO;0068669;ETOILE SPORTIVE DE VILLENEUVE; 2/0;25-0,25-0;50-0;ESTIENNE D'ORVES;RAT BENJAMIN;MAMERI FAHIM;;
ACJEUNES;01;CMA003;2022-10-16;00:00;0066927;NICE VOLLEY-BALL;0068669;ETOILE SPORTIVE DE VILLENEUVE; 2/0;25-0,25-0;50-0;ESTIENNE D'ORVES;MAMERI FAHIM;RAT BENJAMIN;;
ACJEUNES;01;CMB001;2022-10-16;12:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0067689;US CAGNES VOLLEY-BALL; 2/0;25-6,25-10;50-16;SALLE OMNISPORTS;RUBIN THOMAS;RAMBAUD JORDAN;;
ACJEUNES;01;CMB002;2022-10-16;00:00;0067689;US CAGNES VOLLEY-BALL;0062509;OLYMPIQUES ANTIBES JUAN PINS; 1/2;18-25,25-21,8-15;51-61;SALLE OMNISPORTS;RUBIN THOMAS;RAMBAUD JORDAN;;
ACJEUNES;01;CMB003;2022-10-16;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0062509;OLYMPIQUES ANTIBES JUAN PINS; 2/0;25-11,25-14;50-25;SALLE OMNISPORTS;RAMBAUD JORDAN;RUBIN THOMAS;;
ACJEUNES;01;CMC001;2022-10-16;15:00;0839557;FREJUS VAR VOLLEY;0833351;VIDAUBAN VOLLEY-BALL; 2/0;25-8,25-8;50-16;HALLE DES PORTS SAINT CROIX;PIETRASIK THEO;HAMZA CELIA;;
ACJEUNES;01;CMC002;2022-10-16;00:00;0833351;VIDAUBAN VOLLEY-BALL;02A5803;GFCA VOLLEY-BALL; 1/2;22-25,25-22,8-15;55-62;HALLE DES PORTS SAINT CROIX;PIETRASIK THEO;HAMZA CELIA;;
ACJEUNES;01;CMC003;2022-10-16;00:00;0839557;FREJUS VAR VOLLEY;02A5803;GFCA VOLLEY-BALL; 2/0;25-6,25-14;50-20;HALLE DES PORTS SAINT CROIX;HAMZA CELIA;PIETRASIK THEO;;
ACJEUNES;01;CMD001;2022-10-16;11:00;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE;0833350;VOLLEY PRADETAN GARDEEN; 2/0;25-11,25-14;50-25;GYMNASE DE COSTEBELLE;LIMACHER LIONEL;PAGET ALENA;;
ACJEUNES;01;CMD002;2022-10-16;00:00;0833350;VOLLEY PRADETAN GARDEEN;0836296;DRAGUIGNAN UNION CLUB VAR VB; 2/0;25-16,25-18;50-34;GYMNASE DE COSTEBELLE;LIMACHER LIONEL;PAGET ALENA;;
ACJEUNES;01;CMD003;2022-10-16;00:00;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE;0836296;DRAGUIGNAN UNION CLUB VAR VB; 2/0;25-14,25-17;50-31;GYMNASE DE COSTEBELLE;PAGET ALENA;LIMACHER LIONEL;;
ACJEUNES;01;CME001;2022-10-16;11:00;0132365;AIX UNIVERSITE CLUB 13 VOLLEY-BALL;0139175;AUBAGNE CARNOUX VOLLEY-BALL; 2/0;25-23,27-25;52-48;HALLE CARCASSONNE;BOULBES ALICE;VERBENA EMMA;;
ACJEUNES;01;CME002;2022-10-16;00:00;0139175;AUBAGNE CARNOUX VOLLEY-BALL;0837251;VOLLEY BALL OLLIOULAIS; 0/2;16-25,19-25;35-50;HALLE CARCASSONNE;VERBENA EMMA;BOULBES ALICE;;
