Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;04;CMA010;2023-01-14;14:00;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE;0839557;FREJUS VAR VOLLEY; 0/2;19-25,23-25;42-50;GYMNASE DE COSTEBELLE;CHOUTY TARA;CIMAN MARTIN;;
ACJEUNES;04;CMA011;2023-01-14;00:00;0839557;FREJUS VAR VOLLEY;0132346;MARIGNANE VOLLEY-BALL; 0/2;21-25,21-25;42-50;GYMNASE DE COSTEBELLE;CIMAN MARTIN;CHOUTY TARA;;
ACJEUNES;04;CMA012;2023-01-14;00:00;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE;0132346;MARIGNANE VOLLEY-BALL; 0/2;21-25,23-25;44-50;GYMNASE DE COSTEBELLE;CIMAN MARTIN;CHOUTY TARA;;
ACJEUNES;04;CMB010;2023-01-08;11:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0060007;AS CANNES VOLLEY-BALL; 0/2;24-26,18-25;42-51;CHENAIE;PIETRASIK THEO;RANCHAL LILIAN;;
ACJEUNES;04;CMB011;2023-01-08;00:00;0060007;AS CANNES VOLLEY-BALL;0132348;MARSEILLE VOLLEY 13; 2/0;25-15,25-22;50-37;CHENAIE;RANCHAL LILIAN;PIETRASIK THEO;;
ACJEUNES;04;CMB012;2023-01-08;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0132348;MARSEILLE VOLLEY 13; 2/0;25-16,25-12;50-28;CHENAIE;RANCHAL LILIAN;PIETRASIK THEO;;
ACJEUNES;04;CMC010;2023-01-08;11:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0699603;ASUL LYON VOLLEY BALL; 1/2;25-23,19-25,15-17;59-65;GYMNASE VILLEBOEUF;BALANCHE MATHIEU;DARET JEAN-PIERRE;;
ACJEUNES;04;CMC011;2023-01-08;00:00;0699603;ASUL LYON VOLLEY BALL;0385990;US ST EGREVOISE; 2/0;25-23,25-23;50-46;GYMNASE VILLEBOEUF;DARET JEAN-PIERRE;BALANCHE MATHIEU;;
ACJEUNES;04;CMC012;2023-01-08;00:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0385990;US ST EGREVOISE; 0/2;27-29,15-25;42-54;GYMNASE VILLEBOEUF;BALANCHE MATHIEU;DARET JEAN-PIERRE;;
ACJEUNES;04;CMD010;2023-01-08;11:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0745091;ANNECY VOLLEY BALL; 2/0;25-9,25-13;50-22;RENE BAILLIEU;DARFEUILLE JEROME;MEUNIER JEREMIE;;
ACJEUNES;04;CMD011;2023-01-08;00:00;0745091;ANNECY VOLLEY BALL;0255795;BESANCON VOLLEY-BALL; 2/0;25-23,25-21;50-44;RENE BAILLIEU;DARFEUILLE JEROME;MEUNIER JEREMIE;;
ACJEUNES;04;CMD012;2023-01-08;00:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0255795;BESANCON VOLLEY-BALL; 2/1;25-12,22-25,15-8;62-45;RENE BAILLIEU;MEUNIER JEREMIE;DARFEUILLE JEROME;;
ACJEUNES;04;CME010;2023-01-08;11:00;0693332;V.B. VILLEFRANCHE BEAUJOLAIS;0714053;VOLLEY CLUB MACONNAIS; 2/0;25-12,25-16;50-28;GYMNASE COMMUNAUTAIRE DE LIMAS;CAILLY LABUSSIERE TIGRAN;MONNOT CYRILLE;;
ACJEUNES;04;CME011;2023-01-08;00:00;0714053;VOLLEY CLUB MACONNAIS;0382201;GRENOBLE V.UNIVERSITE CLUB; 0/2;20-25,14-25;34-50;GYMNASE COMMUNAUTAIRE DE LIMAS;CAILLY LABUSSIERE TIGRAN;MONNOT CYRILLE;;
ACJEUNES;04;CME012;2023-01-08;00:00;0693332;V.B. VILLEFRANCHE BEAUJOLAIS;0382201;GRENOBLE V.UNIVERSITE CLUB; 2/0;25-19,25-17;50-36;GYMNASE COMMUNAUTAIRE DE LIMAS;MONNOT CYRILLE;CAILLY LABUSSIERE TIGRAN;;
ACJEUNES;04;CMF010;2023-01-08;11:00;0695668;VOLLEY BRON @ LYON LUMIERE;0139148;VOLLEY-BALL ARLESIEN; 1/2;25-20,21-25,14-16;60-61;CHARRON;SEGUY NICOLAS;GLADINES VIKSHA-ALIX;;
ACJEUNES;04;CMF011;2023-01-08;00:00;0139148;VOLLEY-BALL ARLESIEN;0686394;VBC KINGERSHEIM; 2/0;25-23,25-23;50-46;CHARRON;GLADINES VIKSHA-ALIX;SEGUY NICOLAS;;
ACJEUNES;04;CMF012;2023-01-08;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0686394;VBC KINGERSHEIM; 0/2;19-25,19-25;38-50;CHARRON;SEGUY NICOLAS;GLADINES VIKSHA-ALIX;;
ACJEUNES;04;CMG010;2023-01-08;11:00;0885362;STADE ATHLETIQUE SPINALIEN;0674157;STRASBOURG UNIVERSITE CLUB; 0/2;16-25,20-25;36-50;VIVIANI;MOZON LORRAINE;MAUBE HUET EVAN;;
ACJEUNES;04;CMG011;2023-01-08;00:00;0674157;STRASBOURG UNIVERSITE CLUB;0608712;COMPIEGNE VOLLEY; 2/0;25-18,25-15;50-33;VIVIANI;MAUBE HUET EVAN;MOZON LORRAINE;;
ACJEUNES;04;CMG012;2023-01-08;00:00;0885362;STADE ATHLETIQUE SPINALIEN;0608712;COMPIEGNE VOLLEY; 1/2;18-25,25-23,14-16;57-64;VIVIANI;MAUBE HUET EVAN;MOZON LORRAINE;;
ACJEUNES;04;CMH010;2023-01-08;11:00;0575650;MAIZIERES ATHLETIC CLUB VOLLEY-BALL;0884751;ASS SPORTIVE DE GERARDMER; 2/0;25-13,25-18;50-31;COMPLEXE CAMILLE MATHIEU;POLET VIKTORIJA;LABENNE TIPHAINE;;
ACJEUNES;04;CMH011;2023-01-08;00:00;0884751;ASS SPORTIVE DE GERARDMER;0027343;VILLERS COTTERETS VOLLEY-BALL; 0/2;13-25,18-25;31-50;COMPLEXE CAMILLE MATHIEU;POLET VIKTORIJA;LABENNE TIPHAINE;;
ACJEUNES;04;CMH012;2023-01-08;00:00;0575650;MAIZIERES ATHLETIC CLUB VOLLEY-BALL;0027343;VILLERS COTTERETS VOLLEY-BALL; 2/0;28-26,25-14;53-40;COMPLEXE CAMILLE MATHIEU;LABENNE TIPHAINE;POLET VIKTORIJA;;
ACJEUNES;04;CMI010;2023-01-08;11:00;0628128;LOISIRS INTER SPORT ST PIERRE;0622126;HARNES VOLLEY-BALL; 0/2;23-25,23-25;46-50;SALLE QUINET;MALVETTI TONI;WINCKEL ANTOINE;;
ACJEUNES;04;CMI011;2023-01-08;00:00;0622126;HARNES VOLLEY-BALL;0950027;I.A.F.V.O.; 2/0;25-17,25-15;50-32;SALLE QUINET;WINCKEL ANTOINE;MALVETTI TONI;;
ACJEUNES;04;CMI012;2023-01-08;00:00;0628128;LOISIRS INTER SPORT ST PIERRE;0950027;I.A.F.V.O.; 2/0;25-18,25-17;50-35;SALLE QUINET;MALVETTI TONI;WINCKEL ANTOINE;;
ACJEUNES;04;CMJ010;2023-01-08;11:00;0599844;MOUVEMENT VOLLEY BALL;0593336;ST MICHEL SPORTS MARQUETTE; 2/1;25-13,21-25,15-12;61-50;SALLE JULES FERRY;DECORDE CEDRIC;BRILLEMAN ERIC;;
