Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;02;JMA004;2023-12-17;11:00;0067689;US CAGNES VOLLEY-BALL;0060007;AS CANNES VOLLEY-BALL;;;;JULES VERNE;;;;
ACJEUNES;02;JMA005;2023-12-17;00:00;0060007;AS CANNES VOLLEY-BALL;0062701;ASS SPORTIVE DE MONACO;;;;JULES VERNE;;;;
ACJEUNES;02;JMA006;2023-12-17;00:00;0067689;US CAGNES VOLLEY-BALL;0062701;ASS SPORTIVE DE MONACO;;;;JULES VERNE;;;;
ACJEUNES;02;JMB004;2023-12-17;11:00;0132348;MARSEILLE VOLLEY 13;0839557;FREJUS VAR VOLLEY;;;;GYMNASE DE LA ROSE FUVEAU;;;;
ACJEUNES;02;JMB005;2023-12-17;00:00;0839557;FREJUS VAR VOLLEY;0066927;NICE VOLLEY-BALL;;;;GYMNASE DE LA ROSE FUVEAU;;;;
ACJEUNES;02;JMB006;2023-12-17;00:00;0132348;MARSEILLE VOLLEY 13;0066927;NICE VOLLEY-BALL;;;;GYMNASE DE LA ROSE FUVEAU;;;;
ACJEUNES;02;JMC004;2023-12-17;11:00;0349271;MONTPELLIER CASTELNAU VOLLEY UNIVERSITE CLUB;0819685;PUYLAURENS VOLLEY BALL;;;;CHABAN DELMAS;MARSAL JULIEN;GRAPPIN STEPHANIE;;
ACJEUNES;02;JMC005;2023-12-17;00:00;0819685;PUYLAURENS VOLLEY BALL;0264641;SPORTS ET LOISIRS DE MARGES;;;;CHABAN DELMAS;;;;
ACJEUNES;02;JMC006;2023-12-17;00:00;0349271;MONTPELLIER CASTELNAU VOLLEY UNIVERSITE CLUB;0264641;SPORTS ET LOISIRS DE MARGES;;;;CHABAN DELMAS;;;;
ACJEUNES;02;JMD004;2023-12-17;11:00;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL;0344410;ASLJCROIX ARGENT MONTPELLIER;;;;PALAIS DES SPORTS ANDRE BROUAT;;;;
ACJEUNES;02;JMD005;2023-12-17;00:00;0344410;ASLJCROIX ARGENT MONTPELLIER;0334980;UNION SPORTIVE TALENCAISE;;;;PALAIS DES SPORTS ANDRE BROUAT;;;;
ACJEUNES;02;JMD006;2023-12-17;00:00;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL;0334980;UNION SPORTIVE TALENCAISE;;;;PALAIS DES SPORTS ANDRE BROUAT;;;;
ACJEUNES;02;JME004;2023-12-17;11:00;0424347;FIRMINY VOLLEY-BALL;0429072;VOLLEY BALL VILLARS;;;;GM1 LA TARDIVE;JEANNON DANIEL;TROJAT GIL;;
ACJEUNES;02;JME005;2023-12-17;00:00;0429072;VOLLEY BALL VILLARS;0699603;ASUL LYON VOLLEY BALL;;;;GM1 LA TARDIVE;;;;
ACJEUNES;02;JME006;2023-12-17;00:00;0424347;FIRMINY VOLLEY-BALL;0699603;ASUL LYON VOLLEY BALL;;;;GM1 LA TARDIVE;;;;
ACJEUNES;02;JMF004;2023-12-17;11:00;0698293;U.S. MEYZIEU VOLLEY-BALL;0698828;VBC FRANCHEVILLE OUEST LYONNAIS;;;;GYMNASE GALOIS;PEROTTI MARC;CHAREYRON LUCAS;;
ACJEUNES;02;JMF005;2023-12-17;00:00;0698828;VBC FRANCHEVILLE OUEST LYONNAIS;0385990;US ST EGREVOISE;;;;GYMNASE GALOIS;;;;
ACJEUNES;02;JMF006;2023-12-17;00:00;0698293;U.S. MEYZIEU VOLLEY-BALL;0385990;US ST EGREVOISE;;;;GYMNASE GALOIS;;;;
ACJEUNES;02;JMG004;2023-12-17;11:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0382203;CA VOLLEY BALL JALIOROMAIN;;;;RENE BAILLIEU;GUEDIKIAN STEVENS;DREVOT ARTHUR;;
ACJEUNES;02;JMG005;2023-12-17;00:00;0382203;CA VOLLEY BALL JALIOROMAIN;0387013;UNION AS. SEYSSINOISE V.B.;;;;RENE BAILLIEU;;;;
ACJEUNES;02;JMG006;2023-12-17;00:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0387013;UNION AS. SEYSSINOISE V.B.;;;;RENE BAILLIEU;;;;
ACJEUNES;02;JMH004;2023-12-17;11:00;0255803;VOLLEY SAINT VITOIS;0542783;GRAND NANCY VOLLEY-BALL;;;;GYMNASE VAUTROT;;;;
ACJEUNES;02;JMH005;2023-12-17;00:00;0542783;GRAND NANCY VOLLEY-BALL;0693938;CLUB RHODIA VAISE;;;;GYMNASE VAUTROT;;;;
ACJEUNES;02;JMH006;2023-12-17;00:00;0255803;VOLLEY SAINT VITOIS;0693938;CLUB RHODIA VAISE;;;;GYMNASE VAUTROT;;;;
ACJEUNES;02;JMI004;2023-12-17;11:00;0523906;CHAUMONT VOLLEY-BALL 52;0675289;A.S. VALLEE DE LA SAUER;;;;JEAN MASSON;;;;
ACJEUNES;02;JMI005;2023-12-17;00:00;0675289;A.S. VALLEE DE LA SAUER;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;;;;JEAN MASSON;;;;
ACJEUNES;02;JMI006;2023-12-17;00:00;0523906;CHAUMONT VOLLEY-BALL 52;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;;;;JEAN MASSON;;;;
ACJEUNES;02;JMJ004;2023-12-17;11:00;0675406;VOLLEY-BALL CLUB STRASBOURG VBCS;0255795;BESANCON VOLLEY-BALL;;;;JEAN NICOLAS MULLER;;;;
ACJEUNES;02;JMJ005;2023-12-17;00:00;0255795;BESANCON VOLLEY-BALL;0510012;REIMS VOLLEY 51;;;;JEAN NICOLAS MULLER;;;;
ACJEUNES;02;JMJ006;2023-12-17;00:00;0675406;VOLLEY-BALL CLUB STRASBOURG VBCS;0510012;REIMS VOLLEY 51;;;;JEAN NICOLAS MULLER;;;;
ACJEUNES;02;JMK004;2023-12-17;11:00;0593336;ST MICHEL SPORTS MARQUETTE;0590025;AMICALE CENTRE HELLEMMES VOLLEY-BALL;;;;CENTRE SPORTIF;;;;
ACJEUNES;02;JMK005;2023-12-17;00:00;0590025;AMICALE CENTRE HELLEMMES VOLLEY-BALL;0628128;LOISIRS INTER SPORT ST PIERRE;;;;CENTRE SPORTIF;;;;
