Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;03;BFA007;2023-12-17;11:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0060008;MANDELIEU LA NAPOULE V.B.;;;;SALLE RENE FRIARD;;;;
ACJEUNES;03;BFA008;2023-12-17;00:00;0060008;MANDELIEU LA NAPOULE V.B.;0138350;COUDOUX VELAUX LA FARE VOLLEY-BALL;;;;SALLE RENE FRIARD;;;;
ACJEUNES;03;BFA009;2023-12-17;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0138350;COUDOUX VELAUX LA FARE VOLLEY-BALL;;;;SALLE RENE FRIARD;;;;
ACJEUNES;03;BFB007;2023-12-17;11:00;0836446;SAINTE-MAXIME COGOLIN VOLLEY;0061297;RACING CLUB DE CANNES;;;;LES BOSQUETTES;;;;
ACJEUNES;03;BFB008;2023-12-17;00:00;0061297;RACING CLUB DE CANNES;0067686;VOLERO LE CANNET COTE D'AZUR;;;;LES BOSQUETTES;;;;
ACJEUNES;03;BFB009;2023-12-17;00:00;0836446;SAINTE-MAXIME COGOLIN VOLLEY;0067686;VOLERO LE CANNET COTE D'AZUR;;;;LES BOSQUETTES;;;;
ACJEUNES;03;BFC007;2023-12-17;11:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0134290;MARTIGUES VOLLEY-BALL;;;;LEO LAGRANGE;;;;
ACJEUNES;03;BFC008;2023-12-17;00:00;0134290;MARTIGUES VOLLEY-BALL;0067689;US CAGNES VOLLEY-BALL;;;;LEO LAGRANGE;;;;
ACJEUNES;03;BFC009;2023-12-17;00:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0067689;US CAGNES VOLLEY-BALL;;;;LEO LAGRANGE;;;;
ACJEUNES;03;BFD007;2023-12-17;11:00;0138032;PAYS D'AIX VENELLES V.B.;0138311;BOUC-BEL-AIR VOLLEY-BALL;;;;HALLE DES SPORTS;;;;
ACJEUNES;03;BFD008;2023-12-17;00:00;0138311;BOUC-BEL-AIR VOLLEY-BALL;0848651;VOLLEY BEAUCAIRE TARASCON (LE) GRES;;;;HALLE DES SPORTS;;;;
ACJEUNES;03;BFD009;2023-12-17;00:00;0138032;PAYS D'AIX VENELLES V.B.;0848651;VOLLEY BEAUCAIRE TARASCON (LE) GRES;;;;HALLE DES SPORTS;;;;
ACJEUNES;03;BFE007;2023-12-17;11:00;0077976;US ALBENASSIENNE V.B.;0698828;VBC FRANCHEVILLE OUEST LYONNAIS;;;;ROQUA;GARCIA GERARD;;;
ACJEUNES;03;BFE008;2023-12-17;00:00;0698828;VBC FRANCHEVILLE OUEST LYONNAIS;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;;;;ROQUA;;;;
ACJEUNES;03;BFE009;2023-12-17;00:00;0077976;US ALBENASSIENNE V.B.;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;;;;ROQUA;;;;
ACJEUNES;03;BFF007;2023-12-17;11:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0268573;VOLLEY-BALL ROMANAIS;;;;GYMNASE VILLEBOEUF;MAISONNETTE MATHIEU;;;
ACJEUNES;03;BFF008;2023-12-17;00:00;0268573;VOLLEY-BALL ROMANAIS;0387013;UNION AS. SEYSSINOISE V.B.;;;;GYMNASE VILLEBOEUF;;;;
ACJEUNES;03;BFF009;2023-12-17;00:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0387013;UNION AS. SEYSSINOISE V.B.;;;;GYMNASE VILLEBOEUF;;;;
ACJEUNES;03;BFG007;2023-12-17;11:00;0695668;VOLLEY BRON @ LYON LUMIERE;0634740;VOLLEY BALL CLUB CHAMALIERES;;;;GYMNASE DARGENT;BASSET LIONEL;;;
ACJEUNES;03;BFG008;2023-12-17;00:00;0634740;VOLLEY BALL CLUB CHAMALIERES;0136761;ISTRES PROVENCE VOLLEY;;;;GYMNASE DARGENT;;;;
ACJEUNES;03;BFG009;2023-12-17;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0136761;ISTRES PROVENCE VOLLEY;;;;GYMNASE DARGENT;;;;
ACJEUNES;03;BFH007;2023-12-17;11:00;0543620;VANDOEUVRE-NANCY VOLLEY-BALL;0544386;UNION SPORTIVE DU JARNISY;;;;MONPLAISIR;PEYRICHOU HUGO;;;
ACJEUNES;03;BFH008;2023-12-17;00:00;0544386;UNION SPORTIVE DU JARNISY;0674157;STRASBOURG UNIVERSITE CLUB;;;;MONPLAISIR;;;;
ACJEUNES;03;BFH009;2023-12-17;00:00;0543620;VANDOEUVRE-NANCY VOLLEY-BALL;0674157;STRASBOURG UNIVERSITE CLUB;;;;MONPLAISIR;;;;
ACJEUNES;03;BFI007;2023-12-17;11:00;0686394;VBC KINGERSHEIM;0686392;VOLLEY MULHOUSE ALSACE;;;;COSEC;;;;
ACJEUNES;03;BFI008;2023-12-17;00:00;0686392;VOLLEY MULHOUSE ALSACE;0579612;TERVILLE FLORANGE OLYMPIQUE;;;;COSEC;;;;
ACJEUNES;03;BFI009;2023-12-17;00:00;0686394;VBC KINGERSHEIM;0579612;TERVILLE FLORANGE OLYMPIQUE;;;;COSEC;;;;
ACJEUNES;03;BFJ007;2023-12-17;11:00;0686625;AS SP ENTREMONT RIXHEIM;0883725;SAINT DIE DES VOSGES VOLLEY BALL;;;;COSEC;;;;
