Entit�;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
LICA;05;PMAA017;2023-11-05;14:00;0839557;FREJUS VAR VOLLEY;0060007;AS CANNES VOLLEY-BALL; 3/0;25-21,25-22,25-15;75-58;SAINTE CROIX;BELDICO THOMAS;BRAMERIE EMILE;;
LICA;05;PMAA018;2023-11-04;18:00;0836296;DRAGUIGNAN UNION CLUB VAR VB;0062701;ASS SPORTIVE DE MONACO; 1/3;21-25,25-21,27-29,20-25;93-100;SALLE CARBONNEL;CHASSAGNARD QUENTIN;RICOME LAURENT;;
LICA;05;PMAA019;2023-11-04;20:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0060036;PAYS DE GRASSE VOLLEY-BALL; 3/2;25-18,25-18,17-25,23-25,15-9;105-95;BERTONE;RANCHAL DORIAN;RUBIN THOMAS;;
LICA;05;PMAA020;2023-11-04;20:30;0060008;MANDELIEU LA NAPOULE V.B.;0067689;US CAGNES VOLLEY-BALL; 3/1;25-23,20-25,25-15,25-21;95-84;LES MIMOSAS;THODENIUS MICHELLE;THODENIUS MICHELLE;;
