Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;06;MMA016;2024-02-18;11:00;0114939;NARBONNE VOLLEY;0343330;ARAGO DE SETE VOLLEY-BALL;;;;PALAIS DU TRAVAIL;MARTA MICHAEL;BONNET DAVID;
ACJEUNES;06;MMA017;2024-02-18;00:00;0343330;ARAGO DE SETE VOLLEY-BALL;0564003;VANNES VOLLEY 56;;;;PALAIS DU TRAVAIL;;;
ACJEUNES;06;MMA018;2024-02-18;00:00;0114939;NARBONNE VOLLEY;0564003;VANNES VOLLEY 56;;;;PALAIS DU TRAVAIL;;;
ACJEUNES;06;MMB016;2024-02-18;11:00;0307732;NIMES VOLLEY-BALL;0132346;MARIGNANE VOLLEY-BALL;;;;GASTON LESSUT;GAY PHILIPPE;KRELIFA BRAHIM;
ACJEUNES;06;MMB017;2024-02-18;00:00;0132346;MARIGNANE VOLLEY-BALL;0927953;ASNIERES VOLLEY 92;;;;GASTON LESSUT;;;
ACJEUNES;06;MMB018;2024-02-18;00:00;0307732;NIMES VOLLEY-BALL;0927953;ASNIERES VOLLEY 92;;;;GASTON LESSUT;;;
ACJEUNES;06;MMC016;2024-02-18;11:00;0345002;ASBAM MONTPELLIER;0842425;U.S. PONTET VOLLEY AVENIR;;;;GYMNASE LES ARTS;TRONET ENGUERRAND;MARSAL JULIEN;
ACJEUNES;06;MMC017;2024-02-18;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0784696;AS VOLLEY-BALL VELIZY;;;;GYMNASE LES ARTS;;;
ACJEUNES;06;MMC018;2024-02-18;00:00;0345002;ASBAM MONTPELLIER;0784696;AS VOLLEY-BALL VELIZY;;;;GYMNASE LES ARTS;;;
ACJEUNES;06;MMD016;2024-02-18;11:00;0066927;NICE VOLLEY-BALL;0668467;PERPIGNAN ROUSSILLON V.B;;;;PALMEIRA-GIAMARCHI;;;
ACJEUNES;06;MMD017;2024-02-18;00:00;0668467;PERPIGNAN ROUSSILLON V.B;0757777;PUC VOLLEY-BALL;;;;PALMEIRA-GIAMARCHI;;;
ACJEUNES;06;MMD018;2024-02-18;00:00;0066927;NICE VOLLEY-BALL;0757777;PUC VOLLEY-BALL;;;;PALMEIRA-GIAMARCHI;;;
ACJEUNES;06;MME016;2024-02-18;11:00;0442477;AILES SP BOUGUENAIS REZE;0374861;TOURS VOLLEY-BALL;;;;GYMNASE LIBERGE;;;
ACJEUNES;06;MME017;2024-02-18;00:00;0374861;TOURS VOLLEY-BALL;0946784;VINCENNES VOLLEY CLUB;;;;GYMNASE LIBERGE;;;
ACJEUNES;06;MME018;2024-02-18;00:00;0442477;AILES SP BOUGUENAIS REZE;0946784;VINCENNES VOLLEY CLUB;;;;GYMNASE LIBERGE;;;
ACJEUNES;06;MMF016;2024-02-18;11:00;0595712;VOLLEY CLUB SAINT POLOIS;0912762;VOLLEY-BALL DE MILLY LA FORET;;;;SALLE DE LA FERME MARCHAND;COPPIN JEAN-PAUL;DE WALSCHE WILFRID;
ACJEUNES;06;MMF017;2024-02-18;00:00;0912762;VOLLEY-BALL DE MILLY LA FORET;0449605;ST NAZAIRE VB ATLANTIQUE;;;;SALLE DE LA FERME MARCHAND;;;
ACJEUNES;06;MMF018;2024-02-18;00:00;0595712;VOLLEY CLUB SAINT POLOIS;0449605;ST NAZAIRE VB ATLANTIQUE;;;;SALLE DE LA FERME MARCHAND;;;
ACJEUNES;06;MMG016;2024-02-18;11:00;0921672;SAINT-CLOUD PARIS SF;0788680;AS. SP DE SARTROUVILLE;;;;GYMNASE VERHAEREN;JAKIMOV VERIKA;MAHE ROMARIC;
ACJEUNES;06;MMG017;2024-02-18;00:00;0788680;AS. SP DE SARTROUVILLE;0590036;VOLLEY CLUB DE VALENCIENNES;;;;GYMNASE VERHAEREN;;;
ACJEUNES;06;MMG018;2024-02-18;00:00;0921672;SAINT-CLOUD PARIS SF;0590036;VOLLEY CLUB DE VALENCIENNES;;;;GYMNASE VERHAEREN;;;
ACJEUNES;06;MMH016;2024-02-18;11:00;0929372;PLESSIS-ROBINSON VOLLEY-BALL;0628128;LOISIRS INTER SPORT ST PIERRE;;;;OMNISPORTS;CHANTEUR VALERIE;;
ACJEUNES;06;MMH017;2024-02-18;00:00;0628128;LOISIRS INTER SPORT ST PIERRE;0695668;VOLLEY BRON @ LYON LUMIERE;;;;OMNISPORTS;;;
ACJEUNES;06;MMH018;2024-02-18;00:00;0929372;PLESSIS-ROBINSON VOLLEY-BALL;0695668;VOLLEY BRON @ LYON LUMIERE;;;;OMNISPORTS;;;
