Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;03;CMA007;2023-12-17;11:00;0060008;MANDELIEU LA NAPOULE V.B.;0060007;AS CANNES VOLLEY-BALL;;;;GYMNASE DES MIMOSAS;;;;
ACJEUNES;03;CMA008;2023-12-17;00:00;0060007;AS CANNES VOLLEY-BALL;0136082;VITROLLES SPORTS VOLLEY-BALL;;;;GYMNASE DES MIMOSAS;;;;
ACJEUNES;03;CMA009;2023-12-17;00:00;0060008;MANDELIEU LA NAPOULE V.B.;0136082;VITROLLES SPORTS VOLLEY-BALL;;;;GYMNASE DES MIMOSAS;;;;
ACJEUNES;03;CMB007;2023-12-17;11:00;0067689;US CAGNES VOLLEY-BALL;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE;;;;JULES VERNE;;;;
ACJEUNES;03;CMB008;2023-12-17;00:00;0839914;VOLLEY CLUB HYERES/PIERREFEU LA LONDE;0833350;VOLLEY PRADETAN GARDEEN;;;;JULES VERNE;;;;
ACJEUNES;03;CMB009;2023-12-17;00:00;0067689;US CAGNES VOLLEY-BALL;0833350;VOLLEY PRADETAN GARDEEN;;;;JULES VERNE;;;;
ACJEUNES;03;CMC007;2023-12-17;11:00;0837251;VOLLEY BALL OLLIOULAIS;0839557;FREJUS VAR VOLLEY;;;;PIEMONTESI;;;;
ACJEUNES;03;CMC008;2023-12-17;00:00;0839557;FREJUS VAR VOLLEY;0066927;NICE VOLLEY-BALL;;;;PIEMONTESI;;;;
ACJEUNES;03;CMC009;2023-12-17;00:00;0837251;VOLLEY BALL OLLIOULAIS;0066927;NICE VOLLEY-BALL;;;;PIEMONTESI;;;;
ACJEUNES;03;CMD007;2023-12-17;11:00;0307732;NIMES VOLLEY-BALL;0349271;MONTPELLIER CASTELNAU VOLLEY UNIVERSITE CLUB;;;;GASTON LESSUT;PITOU PASCAL;BOURGUIBI ABDESAMAD;;
ACJEUNES;03;CMD008;2023-12-17;00:00;0349271;MONTPELLIER CASTELNAU VOLLEY UNIVERSITE CLUB;0132346;MARIGNANE VOLLEY-BALL;;;;GASTON LESSUT;;;;
ACJEUNES;03;CMD009;2023-12-17;00:00;0307732;NIMES VOLLEY-BALL;0132346;MARIGNANE VOLLEY-BALL;;;;GASTON LESSUT;;;;
ACJEUNES;03;CME007;2023-12-17;11:00;0668467;PERPIGNAN ROUSSILLON V.B;0343330;ARAGO DE SETE VOLLEY-BALL;;;;GYMNASE ANDRE ALSINA;HACCOUN STESSY;ROYO LINDA;;
ACJEUNES;03;CME008;2023-12-17;00:00;0343330;ARAGO DE SETE VOLLEY-BALL;0344410;ASLJCROIX ARGENT MONTPELLIER;;;;GYMNASE ANDRE ALSINA;;;;
ACJEUNES;03;CME009;2023-12-17;00:00;0668467;PERPIGNAN ROUSSILLON V.B;0344410;ASLJCROIX ARGENT MONTPELLIER;;;;GYMNASE ANDRE ALSINA;;;;
ACJEUNES;03;CMF007;2023-12-17;11:00;0842425;U.S. PONTET VOLLEY AVENIR;0132348;MARSEILLE VOLLEY 13;;;;LA GRAVIERE;;;;
ACJEUNES;03;CMF008;2023-12-17;00:00;0132348;MARSEILLE VOLLEY 13;0345002;ASBAM MONTPELLIER;;;;LA GRAVIERE;;;;
ACJEUNES;03;CMF009;2023-12-17;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0345002;ASBAM MONTPELLIER;;;;LA GRAVIERE;;;;
ACJEUNES;03;CMG007;2023-12-17;11:00;0817326;CASTRES MASSAGUEL VOLLEY BALL CLUB;0826762;MONTAUBAN VOLLEY-BALL 82;;;;COSEC RENE FERRAN;;;;
ACJEUNES;03;CMG008;2023-12-17;00:00;0826762;MONTAUBAN VOLLEY-BALL 82;0114939;NARBONNE VOLLEY;;;;COSEC RENE FERRAN;;;;
ACJEUNES;03;CMG009;2023-12-17;00:00;0817326;CASTRES MASSAGUEL VOLLEY BALL CLUB;0114939;NARBONNE VOLLEY;;;;COSEC RENE FERRAN;;;;
