Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;04;MMA010;2024-01-07;10:00;0177925;LA ROCHELLE VOLLEY BALL;0534442;ASPTT LAVAL; 0/2;15-25,21-25;36-50;GYMNASE DES PARCS;ALBERQUE BASTIEN;BARRAUX CHARLIE;
ACJEUNES;04;MMA011;2024-01-07;00:00;0534442;ASPTT LAVAL;0640001;LESCAR PROMOTION VOLLEY-BALL; 1/2;25-17,20-25,8-15;53-57;GYMNASE DES PARCS;BARRAUX CHARLIE;ALBERQUE BASTIEN;
ACJEUNES;04;MMA012;2024-01-07;00:00;0177925;LA ROCHELLE VOLLEY BALL;0640001;LESCAR PROMOTION VOLLEY-BALL; 0/2;14-25,25-27;39-52;GYMNASE DES PARCS;BARRAUX CHARLIE;ALBERQUE BASTIEN;
ACJEUNES;04;MMB010;2024-01-07;11:00;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;0343330;ARAGO DE SETE VOLLEY-BALL; 0/2;10-25,18-25;28-50;COSEC;LARRIEU DAVID;LARRIEU CLARA;
ACJEUNES;04;MMB011;2024-01-07;00:00;0343330;ARAGO DE SETE VOLLEY-BALL;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 2/0;25-15,25-12;50-27;COSEC;LARRIEU CLARA;LARRIEU DAVID;
ACJEUNES;04;MMB012;2024-01-07;00:00;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 0/2;19-25,12-25;31-50;COSEC;LARRIEU DAVID;LARRIEU CLARA;
ACJEUNES;04;MMC010;2024-01-07;11:00;0347228;ENTENTE CASTRIES VOLLEY BALL;0132346;MARIGNANE VOLLEY-BALL; 0/2;13-25,16-25;29-50;GYMNASE B.BERTAUD;BOURGUIBI ABDESAMAD;PITOU PASCAL;
ACJEUNES;04;MMC011;2024-01-07;00:00;0132346;MARIGNANE VOLLEY-BALL;0668467;PERPIGNAN ROUSSILLON V.B; 2/0;25-21,25-18;50-39;GYMNASE B.BERTAUD;PITOU PASCAL;BOURGUIBI ABDESAMAD;
ACJEUNES;04;MMC012;2024-01-07;00:00;0347228;ENTENTE CASTRIES VOLLEY BALL;0668467;PERPIGNAN ROUSSILLON V.B; 0/2;6-25,17-25;23-50;GYMNASE B.BERTAUD;BOURGUIBI ABDESAMAD;PITOU PASCAL;
ACJEUNES;04;MMD010;2024-01-07;10:00;0345002;ASBAM MONTPELLIER;0114939;NARBONNE VOLLEY; 2/0;25-22,25-19;50-41;GYMNASE LES ARTS;STAN CLAUDIU;TRONET ENGUERRAND;
