Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;02;MFA004;2023-11-05;11:00;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;0698828;VBC FRANCHEVILLE OUEST LYONNAIS; 2/0;25-18,25-16;50-34;SAINT EXUPERY;BRUYERE ISABELLE;CHAFFA JOLY LÉNIE;;
ACJEUNES;02;MFA005;2023-11-05;00:00;0698828;VBC FRANCHEVILLE OUEST LYONNAIS;0714076;VBC CHALON SUR SAONE; 2/0;25-10,25-14;50-24;SAINT EXUPERY;BRUYERE ISABELLE;CHAFFA JOLY LÉNIE;;
ACJEUNES;02;MFA006;2023-11-05;00:00;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;0714076;VBC CHALON SUR SAONE; 2/0;25-5,25-6;50-11;SAINT EXUPERY;CHAFFA JOLY LÉNIE;BRUYERE ISABELLE;;
ACJEUNES;02;MFB004;2023-11-05;11:00;0015366;VOLLEY CLUB MEXIMIEUX;0695668;VOLLEY BRON @ LYON LUMIERE; 0/2;5-25,15-25;20-50;GYMNASE MUNICIPAL;GARCIA GERARD;BOUIS ANTONIN;;
ACJEUNES;02;MFB005;2023-11-05;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0388899;UN.SP.VALLEE DE LA GRESSE; 2/0;25-12,25-15;50-27;GYMNASE MUNICIPAL;GARCIA GERARD;BOUIS ANTONIN;;
ACJEUNES;02;MFB006;2023-11-05;00:00;0015366;VOLLEY CLUB MEXIMIEUX;0388899;UN.SP.VALLEE DE LA GRESSE; 0/2;6-25,3-25;9-50;GYMNASE MUNICIPAL;GARCIA GERARD;BOUIS ANTONIN;;
ACJEUNES;02;MFC004;2023-11-05;11:00;0696380;AS CALUIRE ET CUIRE;0420015;ENTENTE FOREZIENNE VOLLEY-BALL; 2/0;25-6,25-17;50-23;ANDRE CUZIN;BEKKARA MOHAMED;BERTHOMIEU MÉLISSANDE;;
ACJEUNES;02;MFC005;2023-11-05;00:00;0420015;ENTENTE FOREZIENNE VOLLEY-BALL;0380045;TOUVET VOLLEY-BALL; 0/2;23-25,20-25;43-50;ANDRE CUZIN;BEKKARA MOHAMED;BERTHOMIEU MÉLISSANDE;;
ACJEUNES;02;MFC006;2023-11-05;00:00;0696380;AS CALUIRE ET CUIRE;0380045;TOUVET VOLLEY-BALL; 2/0;25-11,25-16;50-27;ANDRE CUZIN;BERTHOMIEU MÉLISSANDE;BEKKARA MOHAMED;;
ACJEUNES;02;MFD004;2023-11-05;11:00;0745091;ANNECY VOLLEY BALL;0380027;VOLLEY LA TOUR DU PIN; 2/1;25-21,13-25,16-14;54-60;BERTHOLLET;DUPONT PASCAL;PEPSHI BULZA;;
ACJEUNES;02;MFD005;2023-11-05;00:00;0380027;VOLLEY LA TOUR DU PIN;0385507;FONTAINE VOLLEY; 2/0;25-18,25-5;50-23;BERTHOLLET;DUPONT PASCAL;PEPSHI BULZA;;
ACJEUNES;02;MFD006;2023-11-05;00:00;0745091;ANNECY VOLLEY BALL;0385507;FONTAINE VOLLEY; 2/0;25-20,25-19;50-39;BERTHOLLET;PEPSHI BULZA;DUPONT PASCAL;;
ACJEUNES;02;MFE004;2023-11-05;11:00;0426457;C.O. SMASHEURS MONTBRISON V.B.;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 0/2;14-25,21-25;35-50;GYMNASE JEAN PIERRE CHERBLANC;ANDRE JEAN-PIERRE;DARFEUILLE JEROME;;
ACJEUNES;02;MFE005;2023-11-05;00:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0698439;FIDESIENNE VOLLEY BALL; 2/1;17-25,25-19,16-14;58-58;GYMNASE JEAN PIERRE CHERBLANC;DARFEUILLE JEROME;ANDRE JEAN-PIERRE;;
ACJEUNES;02;MFE006;2023-11-05;00:00;0426457;C.O. SMASHEURS MONTBRISON V.B.;0698439;FIDESIENNE VOLLEY BALL; 0/2;18-25,13-25;31-50;GYMNASE JEAN PIERRE CHERBLANC;ANDRE JEAN-PIERRE;DARFEUILLE JEROME;;
ACJEUNES;02;MFF004;2023-11-05;11:00;0268573;VOLLEY-BALL ROMANAIS;0079102;F.R.J.E.P. CHARNAS; 2/0;25-14,25-14;50-28;GYMNASE ROGER FRANCOIS;EL AMRAOUI MOHAMMED;MEUNIER JEREMIE;;
ACJEUNES;02;MFF005;2023-11-05;00:00;0079102;F.R.J.E.P. CHARNAS;0842424;AVIGNON VOLLEY BALL; 2/0;25-14,25-11;50-25;GYMNASE ROGER FRANCOIS;EL AMRAOUI MOHAMMED;MEUNIER JEREMIE;;
ACJEUNES;02;MFF006;2023-11-05;00:00;0268573;VOLLEY-BALL ROMANAIS;0842424;AVIGNON VOLLEY BALL; 2/0;25-14,25-10;50-24;GYMNASE ROGER FRANCOIS;MEUNIER JEREMIE;EL AMRAOUI MOHAMMED;;
