Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;02;MMA004;2023-11-05;10:00;0335197;SPORT ATHLETIQUE MERIGNACAIS;0330014;J.S.A. BORDEAUX; 2/0;25-6,25-16;50-22;DANIEL COLOMBIER;PERDRIAU PAULINE;MOREAU JACQUES;;
ACJEUNES;02;MMA005;2023-11-05;00:00;0330014;J.S.A. BORDEAUX;0334980;UNION SPORTIVE TALENCAISE; 0/2;11-25,25-27;36-52;DANIEL COLOMBIER;PERDRIAU PAULINE;MOREAU JACQUES;;
ACJEUNES;02;MMA006;2023-11-05;00:00;0335197;SPORT ATHLETIQUE MERIGNACAIS;0334980;UNION SPORTIVE TALENCAISE; 0/2;7-25,20-25;27-50;DANIEL COLOMBIER;PERDRIAU PAULINE;MOREAU JACQUES;;
ACJEUNES;02;MMB004;2023-11-05;11:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0338871;ENT. SPORTIVE BLANQUEFORTAISE; 2/1;26-24,23-25,15-9;64-58;PIERRE FAVRE;MOUDACHE LYES;MERCHED AKSAM;;
ACJEUNES;02;MMB005;2023-11-05;00:00;0338871;ENT. SPORTIVE BLANQUEFORTAISE;0640001;LESCAR PROMOTION VOLLEY-BALL; 0/2;22-25,11-25;33-50;PIERRE FAVRE;MOUDACHE LYES;MERCHED AKSAM;;
ACJEUNES;02;MMB006;2023-11-05;00:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0640001;LESCAR PROMOTION VOLLEY-BALL; 0/2;24-26,23-25;47-51;PIERRE FAVRE;MERCHED AKSAM;MOUDACHE LYES;;
ACJEUNES;02;MMC004;2023-11-05;09:30;0646282;MJC LES FLEURS DE PAU;0648903;JURANCON CHAPELLE ROUSSE V.B.; 0/2;0-25,0-25;0-50;LEO LAGRANGE;SAES MARIE;DARQUY DAVID;;
ACJEUNES;02;MMC005;2023-11-05;00:00;0648903;JURANCON CHAPELLE ROUSSE V.B.;0315117;MURET VOLLEY-BALL; 2/0;25-16,25-21;50-37;LEO LAGRANGE;DARQUY DAVID;SAES MARIE;;
ACJEUNES;02;MMC006;2023-11-05;00:00;0646282;MJC LES FLEURS DE PAU;0315117;MURET VOLLEY-BALL; 0/2;0-25,0-25;0-50;LEO LAGRANGE;DARQUY DAVID;SAES MARIE;;
ACJEUNES;02;MMD004;2023-11-05;11:00;0668467;PERPIGNAN ROUSSILLON V.B;0343330;ARAGO DE SETE VOLLEY-BALL; 0/2;12-25,23-25;35-50;GYMNASE ANDRE ALSINA;HACCOUN STESSY;NADAL MATEO;;
ACJEUNES;02;MMD005;2023-11-05;00:00;0343330;ARAGO DE SETE VOLLEY-BALL;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL; 2/0;25-13,25-12;50-25;GYMNASE ANDRE ALSINA;NADAL MATEO;HACCOUN STESSY;;
ACJEUNES;02;MMD006;2023-11-05;00:00;0668467;PERPIGNAN ROUSSILLON V.B;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL; 2/1;25-18,20-25,15-9;60-52;GYMNASE ANDRE ALSINA;HACCOUN STESSY;NADAL MATEO;;
ACJEUNES;02;MME004;2023-11-05;11:00;0826762;MONTAUBAN VOLLEY-BALL 82;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS; 0/2;23-25,19-25;42-50;OLYMPE DE GOUGES;LARRIEU DAVID;CIUBOTARU VIZIRU LAURENTIU;;
ACJEUNES;02;MME005;2023-11-05;00:00;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;0345002;ASBAM MONTPELLIER; 0/2;16-25,14-25;30-50;OLYMPE DE GOUGES;CIUBOTARU VIZIRU LAURENTIU;LARRIEU DAVID;;
ACJEUNES;02;MME006;2023-11-05;00:00;0826762;MONTAUBAN VOLLEY-BALL 82;0345002;ASBAM MONTPELLIER; 0/2;8-25,12-25;20-50;OLYMPE DE GOUGES;LARRIEU DAVID;CIUBOTARU VIZIRU LAURENTIU;;
ACJEUNES;02;MMF004;2023-11-05;11:00;0349271;MONTPELLIER CASTELNAU VOLLEY UNIVERSITE CLUB;0344410;ASLJCROIX ARGENT MONTPELLIER; 0/2;18-25,22-25;40-50;JACQUES CHIRAC;NASUTO EDOARDO;STEPHAN MANON;;
ACJEUNES;02;MMF005;2023-11-05;00:00;0344410;ASLJCROIX ARGENT MONTPELLIER;0114939;NARBONNE VOLLEY; 0/2;9-25,21-25;30-50;JACQUES CHIRAC;STEPHAN MANON;NASUTO EDOARDO;;
ACJEUNES;02;MMF006;2023-11-05;00:00;0349271;MONTPELLIER CASTELNAU VOLLEY UNIVERSITE CLUB;0114939;NARBONNE VOLLEY; 0/2;7-25,17-25;24-50;JACQUES CHIRAC;NASUTO EDOARDO;STEPHAN MANON;;
ACJEUNES;02;MMG004;2023-11-05;11:00;0132351;SALON VOLLEY;0347228;ENTENTE CASTRIES VOLLEY BALL; 2/0;25-20,25-13;50-33;LURIAN;DEBAGH REDWAN;ABDELLAOUI INES;;
ACJEUNES;02;MMG005;2023-11-05;00:00;0347228;ENTENTE CASTRIES VOLLEY BALL;0387013;UNION AS. SEYSSINOISE V.B.; 2/0;25-19,25-16;50-35;LURIAN;DEBAGH REDWAN;ABDELLAOUI INES;;
ACJEUNES;02;MMG006;2023-11-05;00:00;0132351;SALON VOLLEY;0387013;UNION AS. SEYSSINOISE V.B.; 2/0;25-19,25-22;50-41;LURIAN;ABDELLAOUI INES;DEBAGH REDWAN;;
ACJEUNES;02;MMH004;2023-11-05;10:00;0132346;MARIGNANE VOLLEY-BALL;0842425;U.S. PONTET VOLLEY AVENIR; 2/0;25-20,25-22;50-42;CARESTIER;VERDU FREDERIC;COSTE ROBIN;;
ACJEUNES;02;MMH005;2023-11-05;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0833350;VOLLEY PRADETAN GARDEEN; 2/0;25-20,25-23;50-43;CARESTIER;COSTE ROBIN;VERDU FREDERIC;;
ACJEUNES;02;MMH006;2023-11-05;00:00;0132346;MARIGNANE VOLLEY-BALL;0833350;VOLLEY PRADETAN GARDEEN; 2/0;25-11,25-19;50-30;CARESTIER;VERDU FREDERIC;COSTE ROBIN;;
ACJEUNES;02;MMI004;2023-11-05;10:00;0839557;FREJUS VAR VOLLEY;0836296;DRAGUIGNAN UNION CLUB VAR VB; 0/2;11-25,17-25;28-50;HALLE DES PORTS SAINT CROIX;TOURNAIRE GUY;TAVARES JULINE;;
ACJEUNES;02;MMI005;2023-11-05;00:00;0836296;DRAGUIGNAN UNION CLUB VAR VB;0066927;NICE VOLLEY-BALL; 2/0;25-18,25-23;50-41;HALLE DES PORTS SAINT CROIX;TOURNAIRE GUY;TAVARES JULINE;;
ACJEUNES;02;MMI006;2023-11-05;00:00;0839557;FREJUS VAR VOLLEY;0066927;NICE VOLLEY-BALL; 0/2;10-25,22-25;32-50;HALLE DES PORTS SAINT CROIX;TOURNAIRE GUY;TAVARES JULINE;;
ACJEUNES;02;MMJ004;2023-11-05;11:00;0132348;MARSEILLE VOLLEY 13;0132365;AIX UNIVERSITE CLUB 13 VOLLEY-BALL; 0/2;17-25,13-25;30-50;GYMNASE DE LA ROSE FUVEAU;COSTE PHILIPPINE;GURRIET GILLES;;
ACJEUNES;02;MMJ005;2023-11-05;00:00;0132365;AIX UNIVERSITE CLUB 13 VOLLEY-BALL;0307732;NIMES VOLLEY-BALL; 0/2;7-25,14-25;21-50;GYMNASE DE LA ROSE FUVEAU;COSTE PHILIPPINE;;;
ACJEUNES;02;MMJ006;2023-11-05;00:00;0132348;MARSEILLE VOLLEY 13;0307732;NIMES VOLLEY-BALL; 0/2;16-25,20-25;36-50;GYMNASE DE LA ROSE FUVEAU;COSTE PHILIPPINE;;;
ACJEUNES;02;MMK004;2023-11-05;11:00;0067689;US CAGNES VOLLEY-BALL;0062509;OLYMPIQUES ANTIBES JUAN PINS; 2/0;25-23,25-12;50-35;JULES VERNE;TOMOU RONAN;RUBIN THOMAS;;
ACJEUNES;02;MMK005;2023-11-05;00:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0060007;AS CANNES VOLLEY-BALL; 0/2;10-25,14-25;24-50;JULES VERNE;TOMOU RONAN;RUBIN THOMAS;;
ACJEUNES;02;MMK006;2023-11-05;00:00;0067689;US CAGNES VOLLEY-BALL;0060007;AS CANNES VOLLEY-BALL; 2/0;27-25,25-23;52-48;JULES VERNE;RUBIN THOMAS;TOMOU RONAN;;
ACJEUNES;02;MML004;2023-11-05;11:00;0695668;VOLLEY BRON @ LYON LUMIERE;0699603;ASUL LYON VOLLEY BALL; 2/0;25-9,25-13;50-22;CHARRON;IVANOVA PROLETKA;BASSET LIONEL;;
ACJEUNES;02;MML005;2023-11-05;00:00;0699603;ASUL LYON VOLLEY BALL;0015366;VOLLEY CLUB MEXIMIEUX; 1/2;26-24,23-25,14-16;63-65;CHARRON;IVANOVA PROLETKA;BASSET LIONEL;;
ACJEUNES;02;MML006;2023-11-05;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0015366;VOLLEY CLUB MEXIMIEUX; 2/0;25-18,25-19;50-37;CHARRON;BASSET LIONEL;IVANOVA PROLETKA;;
ACJEUNES;02;MMM004;2023-11-05;11:00;0384796;ENT SP ST MARTIN D HERES;0382201;GRENOBLE V.UNIVERSITE CLUB; 0/2;6-25,6-25;12-50;GYMNASE LANGEVIN;ESPINAL MIGUELANGEL;JAVANSHIR MASSOUD;;
ACJEUNES;02;MMM005;2023-11-05;00:00;0382201;GRENOBLE V.UNIVERSITE CLUB;0696380;AS CALUIRE ET CUIRE; 0/2;14-25,23-25;37-50;GYMNASE LANGEVIN;JAVANSHIR MASSOUD;ESPINAL MIGUELANGEL;;
ACJEUNES;02;MMM006;2023-11-05;00:00;0384796;ENT SP ST MARTIN D HERES;0696380;AS CALUIRE ET CUIRE; 0/2;6-25,6-25;12-50;GYMNASE LANGEVIN;;;;
ACJEUNES;02;MMN004;2023-11-05;11:00;0690044;MONTANAY VOLLEY-BALL;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS; 0/2;10-25,10-25;20-50;SALLE DES SPORTS;KAFIZ MOHAND;LOUDJANI ABDELGHANI;;
ACJEUNES;02;MMN005;2023-11-05;00:00;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;0745091;ANNECY VOLLEY BALL; 2/1;25-23,20-25,15-13;60-61;SALLE DES SPORTS;LOUDJANI ABDELGHANI;KAFIZ MOHAND;;
ACJEUNES;02;MMN006;2023-11-05;00:00;0690044;MONTANAY VOLLEY-BALL;0745091;ANNECY VOLLEY BALL; 1/2;15-25,25-23,10-15;50-63;SALLE DES SPORTS;KAFIZ MOHAND;LOUDJANI ABDELGHANI;;
ACJEUNES;02;MMO004;2023-11-05;11:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0426516;ENTENTE ST-CHAMOND VOLLEY; 2/0;25-8,25-19;50-27;GYMNASE VILLEBOEUF;AUBERT JEAN;PEROTTI MARC;;
