Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;CFA001;2023-10-15;11:00;0510012;REIMS VOLLEY 51;0102303;PATRONAGE LAIQUE 010 V.B.; 1/2;20-25,25-13,11-15;56-53;SAINT  THIERRY;ROLAIN YANN;DEBAUGNIES ARNAUD;;
ACJEUNES;01;CFA002;2023-10-15;00:00;0102303;PATRONAGE LAIQUE 010 V.B.;0778853;COMBS VOLLEY-BALL; 1/2;25-23,22-25,14-16;61-64;SAINT  THIERRY;DEBAUGNIES ARNAUD;ROLAIN YANN;;
ACJEUNES;01;CFA003;2023-10-15;00:00;0510012;REIMS VOLLEY 51;0778853;COMBS VOLLEY-BALL; 1/2;25-19,17-25,11-15;53-59;SAINT  THIERRY;DEBAUGNIES ARNAUD;ROLAIN YANN;;
ACJEUNES;01;CFB001;2023-10-15;11:00;0544386;UNION SPORTIVE DU JARNISY;0548751;VOLLEY BEACH-BALL PONT/MOUSSON; 0/2;14-25,12-25;26-50;AUGUSTE DELAUNE;FRANÇOISE ALINE;HAMON HUGO;;
ACJEUNES;01;CFB002;2023-10-15;00:00;0548751;VOLLEY BEACH-BALL PONT/MOUSSON;0084070;RETHEL CLUB VOLLEY-BALL; 2/0;25-6,25-7;50-13;AUGUSTE DELAUNE;HAMON HUGO;FRANÇOISE ALINE;;
ACJEUNES;01;CFB003;2023-10-15;00:00;0544386;UNION SPORTIVE DU JARNISY;0084070;RETHEL CLUB VOLLEY-BALL; 2/0;25-19,25-20;50-39;AUGUSTE DELAUNE;FRANÇOISE ALINE;HAMON HUGO;;
ACJEUNES;01;CFC001;2023-10-15;11:00;0543620;VANDOEUVRE-NANCY VOLLEY-BALL;0545520;OMNISPORTS FROUARD POMPEY; 2/0;25-5,25-4;50-9;MONPLAISIR;LEPAGE BENOIT;PEYRICHOU HUGO;;
ACJEUNES;01;CFC002;2023-10-15;00:00;0545520;OMNISPORTS FROUARD POMPEY;0524003;CLUB OLYMPIQUE SAINT-DIZIER VOLLEY-BALL; 0/2;23-25,20-25;43-50;MONPLAISIR;PEYRICHOU HUGO;LEPAGE BENOIT;;
ACJEUNES;01;CFC003;2023-10-15;00:00;0543620;VANDOEUVRE-NANCY VOLLEY-BALL;0524003;CLUB OLYMPIQUE SAINT-DIZIER VOLLEY-BALL; 2/0;25-7,25-6;50-13;MONPLAISIR;LEPAGE BENOIT;PEYRICHOU HUGO;;
ACJEUNES;01;CFD001;2023-10-15;11:00;0688103;VOLLEY-BALL PFASTATT;0689312;VOLLEY BIESHEIM; 0/2;6-25,22-25;28-50;COSEC;GAERTNER ALAIN;PAGLIERI JOEL;;
ACJEUNES;01;CFD002;2023-10-15;00:00;0689312;VOLLEY BIESHEIM;0883902;CAM D'EPINAL; 0/2;21-25,26-28;47-53;COSEC;GAERTNER ALAIN;PAGLIERI JOEL;;
ACJEUNES;01;CFD003;2023-10-15;00:00;0688103;VOLLEY-BALL PFASTATT;0883902;CAM D'EPINAL; 0/2;8-25,8-25;16-50;COSEC;PAGLIERI JOEL;GAERTNER ALAIN;;
ACJEUNES;01;CFE001;2023-10-15;11:00;0689296;SP.REUNIS ELEC.GAZ MULHOUSE;0686625;AS SP ENTREMONT RIXHEIM; 0/2;7-25,6-25;13-50;SALLE CMCAS;MALESZA STÉPHANE;CRUZEL MICHEL;;
ACJEUNES;01;CFE002;2023-10-15;00:00;0686625;AS SP ENTREMONT RIXHEIM;0885362;STADE ATHLETIQUE SPINALIEN; 2/0;25-4,25-5;50-9;SALLE CMCAS;MALESZA STÉPHANE;CRUZEL MICHEL;;
ACJEUNES;01;CFE003;2023-10-15;00:00;0689296;SP.REUNIS ELEC.GAZ MULHOUSE;0885362;STADE ATHLETIQUE SPINALIEN; 2/0;25-14,25-10;50-24;SALLE CMCAS;CRUZEL MICHEL;MALESZA STÉPHANE;;
ACJEUNES;01;CFF001;2023-10-15;11:00;0686392;VOLLEY MULHOUSE ALSACE;0687260;MDPA RUELISHEIM; 2/0;25-8,25-6;50-14;GYMNASE MONTAIGNE;SIFFERLEN YVES;KESKIN ENES;;
ACJEUNES;01;CFF002;2023-10-15;00:00;0687260;MDPA RUELISHEIM;0671560;VOLLEY-BALL CLUB HAGUENAU; 0/2;12-25,14-25;26-50;GYMNASE MONTAIGNE;KESKIN ENES;SIFFERLEN YVES;;
ACJEUNES;01;CFF003;2023-10-15;00:00;0686392;VOLLEY MULHOUSE ALSACE;0671560;VOLLEY-BALL CLUB HAGUENAU; 2/0;25-13,25-6;50-19;GYMNASE MONTAIGNE;SIFFERLEN YVES;KESKIN ENES;;
ACJEUNES;01;CFG001;2023-10-15;11:00;0674157;STRASBOURG UNIVERSITE CLUB;0671552;VOLLEY-BALL CLUB DE MUNDOLSHEIM; 2/0;25-5,25-11;50-16;GYMNASE AGR;GASIUNAS FAUSTAS;MISEVICIUS ROMUALDAS;;
ACJEUNES;01;CFG002;2023-10-15;00:00;0671552;VOLLEY-BALL CLUB DE MUNDOLSHEIM;0687972;AS ST LEGER GUEBWILLER; 2/0;25-19,25-18;50-37;GYMNASE AGR;MISEVICIUS ROMUALDAS;GASIUNAS FAUSTAS;;
