Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;04;MFA010;2024-01-07;11:00;0388899;UN.SP.VALLEE DE LA GRESSE;0062701;ASS SPORTIVE DE MONACO; 2/0;25-8,25-12;50-20;MARIO FOSSA;CALVI ALEXANDRA;ESPINAL MIGUELANGEL;
ACJEUNES;04;MFA011;2024-01-07;00:00;0062701;ASS SPORTIVE DE MONACO;0674157;STRASBOURG UNIVERSITE CLUB; 1/2;25-22,8-25,6-15;39-62;MARIO FOSSA;ESPINAL MIGUELANGEL;CALVI ALEXANDRA;
ACJEUNES;04;MFA012;2024-01-07;00:00;0388899;UN.SP.VALLEE DE LA GRESSE;0674157;STRASBOURG UNIVERSITE CLUB; 1/2;25-20,17-25,14-16;56-61;MARIO FOSSA;CALVI ALEXANDRA;ESPINAL MIGUELANGEL;
ACJEUNES;04;MFB010;2024-01-07;11:00;0268573;VOLLEY-BALL ROMANAIS;0695668;VOLLEY BRON @ LYON LUMIERE; 0/2;5-25,18-25;23-50;GYMNASE ROGER FRANCOIS;RICCIARDELLI ADRIEN;CHAREYRON LUCAS;
ACJEUNES;04;MFB011;2024-01-07;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0345002;ASBAM MONTPELLIER; 2/0;25-8,25-8;50-16;GYMNASE ROGER FRANCOIS;CHAREYRON LUCAS;RICCIARDELLI ADRIEN;
ACJEUNES;04;MFB012;2024-01-07;00:00;0268573;VOLLEY-BALL ROMANAIS;0345002;ASBAM MONTPELLIER; 2/0;25-20,25-21;50-41;GYMNASE ROGER FRANCOIS;RICCIARDELLI ADRIEN;CHAREYRON LUCAS;
ACJEUNES;04;MFC010;2024-01-07;12:00;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;0745091;ANNECY VOLLEY BALL; 2/1;23-25,25-10,15-11;63-46;SAINT EXUPERY;VANDENBOSSCHE ENGUERRAN;JEANNON DANIEL;
ACJEUNES;04;MFC011;2024-01-07;00:00;0745091;ANNECY VOLLEY BALL;0138311;BOUC-BEL-AIR VOLLEY-BALL; 0/2;22-25,25-27;47-52;SAINT EXUPERY;VANDENBOSSCHE ENGUERRAN;JEANNON DANIEL;
ACJEUNES;04;MFC012;2024-01-07;00:00;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;0138311;BOUC-BEL-AIR VOLLEY-BALL; 1/2;25-13,23-25,14-16;62-54;SAINT EXUPERY;JEANNON DANIEL;VANDENBOSSCHE ENGUERRAN;
ACJEUNES;04;MFD010;2024-01-07;11:00;0136761;ISTRES PROVENCE VOLLEY;0340015;BEZIERS VOLLEY; 2/0;25-12,26-24;51-36;GYMNASE PAUL CAVALLONI;ANTON ADRIEN;JULMY RAPHAEL;
ACJEUNES;04;MFD011;2024-01-07;00:00;0340015;BEZIERS VOLLEY;0067689;US CAGNES VOLLEY-BALL; 0/2;14-25,14-25;28-50;GYMNASE PAUL CAVALLONI;ANTON ADRIEN;JULMY RAPHAEL;
ACJEUNES;04;MFD012;2024-01-07;00:00;0136761;ISTRES PROVENCE VOLLEY;0067689;US CAGNES VOLLEY-BALL; 1/2;25-17,13-25,11-15;49-57;GYMNASE PAUL CAVALLONI;JULMY RAPHAEL;ANTON ADRIEN;
ACJEUNES;04;MFE010;2024-01-07;10:00;0839557;FREJUS VAR VOLLEY;0067686;VOLERO LE CANNET COTE D'AZUR; 0/2;14-25,18-25;32-50;HALLE DES PORTS SAINT CROIX;MONTAGNESE OLIVIER;TAVARES JULINE;
ACJEUNES;04;MFE011;2024-01-07;00:00;0067686;VOLERO LE CANNET COTE D'AZUR;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 2/0;25-13,25-19;50-32;HALLE DES PORTS SAINT CROIX;TAVARES JULINE;MONTAGNESE OLIVIER;
ACJEUNES;04;MFE012;2024-01-07;00:00;0839557;FREJUS VAR VOLLEY;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 2/0;25-12,25-17;50-29;HALLE DES PORTS SAINT CROIX;MONTAGNESE OLIVIER;TAVARES JULINE;
ACJEUNES;04;MFF010;2024-01-07;11:00;0132346;MARIGNANE VOLLEY-BALL;0138032;PAYS D'AIX VENELLES V.B.; 2/1;25-18,23-25,15-9;63-52;SAINT PIERRE;CAYRIER MORGAN;MAHJOUBI DOUNIESSE;
ACJEUNES;04;MFF011;2024-01-07;00:00;0138032;PAYS D'AIX VENELLES V.B.;0668467;PERPIGNAN ROUSSILLON V.B; 0/2;23-25,18-25;41-50;SAINT PIERRE;CAYRIER MORGAN;MAHJOUBI DOUNIESSE;
ACJEUNES;04;MFF012;2024-01-07;00:00;0132346;MARIGNANE VOLLEY-BALL;0668467;PERPIGNAN ROUSSILLON V.B; 2/1;25-14,22-25,15-10;62-49;SAINT PIERRE;MAHJOUBI DOUNIESSE;CAYRIER MORGAN;
ACJEUNES;04;MFG010;2024-01-14;11:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0349150;LATTES ASPTT MONTPELLIER V.A.C;;;;LEO LAGRANGE;DAILLAN MAEVA;KRIKER SAMY;
ACJEUNES;04;MFG011;2024-01-14;00:00;0349150;LATTES ASPTT MONTPELLIER V.A.C;0380027;VOLLEY LA TOUR DU PIN;;;;LEO LAGRANGE;;;
ACJEUNES;04;MFG012;2024-01-14;00:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0380027;VOLLEY LA TOUR DU PIN;;;;LEO LAGRANGE;;;
ACJEUNES;04;MFH010;2024-01-07;11:00;0117968;VOLLEY-BALL GRUISSAN;0646282;MJC LES FLEURS DE PAU; 2/0;25-14,25-17;50-31;GYMNASE DU SABLOU;BERTRAND JOELLE;ROYO LINDA;
ACJEUNES;04;MFH011;2024-01-07;00:00;0646282;MJC LES FLEURS DE PAU;0698828;VBC FRANCHEVILLE OUEST LYONNAIS; 1/2;25-22,21-25,13-15;59-62;GYMNASE DU SABLOU;BERTRAND JOELLE;ROYO LINDA;
ACJEUNES;04;MFH012;2024-01-07;00:00;0117968;VOLLEY-BALL GRUISSAN;0698828;VBC FRANCHEVILLE OUEST LYONNAIS; 2/0;25-15,25-15;50-30;GYMNASE DU SABLOU;ROYO LINDA;BERTRAND JOELLE;
ACJEUNES;04;MFI010;2024-01-07;11:00;0330014;J.S.A. BORDEAUX;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL; 0/2;19-25,24-26;43-51;SALLE MAITRE JEAN;BARRABÈS ARNO;GEORGE ALLISTER;
ACJEUNES;04;MFI011;2024-01-07;00:00;0337145;ASSOCIATION SPORTIVE ILLACAISE VOLLEY-BALL;0319191;VOLLEY BALMA QUINT FONSEGRIVES; 2/0;25-16,25-19;50-35;SALLE MAITRE JEAN;GEORGE ALLISTER;BARRABÈS ARNO;
